"Gene_name","Size","nes","TF_Pval","TF_Pval_fdr","TF_logFC","NR_TF_activity","R_TF_activity","delta_TF_activity","logFC_expression","P.Value_expression","P.Value_promoter_methylation","NR_Promoter_Methylation","R_Promoter_Methylation","delta_promoter_methylation","nb_enhancer_hyper","nb_enhancer_hypo","nb_enhancer_unchanged","total_enhancers","Nb_enhancers_changed"
"MIR146A",0,0,1,1,0,0,0,0,0,1,0.939838089363063,0.86660280616492,0.868263407265124,-0.00166060110020427,0,0,7,7,0
"MIR146B",0,0,1,1,0,0,0,0,0,1,0.0120730608981219,0.318269377773681,0.256895124881225,0.0613742528924556,1,0,6,7,1
"MIR1470",0,0,1,1,0,0,0,0,0,1,0.0277566364179034,0.483621868377909,0.451800581056211,0.0318212873216985,0,0,1,1,0
"MIR1471",0,0,1,1,0,0,0,0,0,1,0.100465982403088,0.826904825948631,0.865817314745871,-0.0389124887972405,1,0,29,30,1
"MIR147A",0,0,1,1,0,0,0,0,0,1,0.082485132502441,0.601992262737937,0.700776965903332,-0.0987847031653952,0,0,0,0,0
"MIR147B",0,0,1,1,0,0,0,0,0,1,0.0325166688706263,0.809493204365169,0.881388747454491,-0.0718955430893223,0,0,7,7,0
"MIR148A",0,0,1,1,0,0,0,0,0,1,0.00212484718016261,0.434481703423311,0.385738408135231,0.0487432952880793,2,0,1,3,2
"MIR148B",0,0,1,1,0,0,0,0,0,1,0.0309654052523204,0.876606129594807,0.838506054225284,0.0381000753695233,11,0,16,27,11
"MIR149",0,0,1,1,0,0,0,0,0,1,0.240446988649315,0.485900969759831,0.445634488694947,0.0402664810648843,0,0,8,8,0
"MIR150",0,0,1,1,0,0,0,0,0,1,0.444660276475221,0.232570598702771,0.224215469455344,0.00835512924742751,0,0,4,4,0
"MIR151A",0,0,1,1,0,0,0,0,0,1,0.14980148783481,0.868884263225848,0.892667354446349,-0.0237830912205013,0,0,1,1,0
"MIR151B",0,0,1,1,0,0,0,0,0,1,0.474595237383577,0.637555351095317,0.623063874377098,0.0144914767182188,2,0,16,18,2
"MIR152",0,0,1,1,0,0,0,0,0,1,0.557580566251402,0.461981815540159,0.469976337506008,-0.00799452196584954,4,0,11,15,4
"MIR153",0,0,1,1,0,0,0,0,0,1,0.183937551453283,0.573004993518023,0.552680468501278,0.0203245250167451,5,0,23,28,5
"MIR1537",0,0,1,1,0,0,0,0,0,1,0.977056300028282,0.86428854329736,0.865196614216503,-0.0009080709191428,1,0,4,5,1
"MIR1538",0,0,1,1,0,0,0,0,0,1,0.406139514827591,0.163461788126564,0.159681718402708,0.00378006972385611,2,0,19,21,2
"MIR1539",0,0,1,1,0,0,0,0,0,1,0.0446359040393814,0.0773369956938437,0.0593598224792219,0.0179771732146218,0,0,0,0,0
"MIR155HG",0,0,1,1,0,0,0,0,1.25217334263049,0.642717962071621,0.721170052869845,0.28240844491526,0.274905556139727,0.00750288877553318,1,0,5,6,1
"MIR15B",0,0,1,1,0,0,0,0,0,1,0.0273260649964407,0.590144256824286,0.494451610031038,0.0956926467932482,4,0,6,10,4
"MIR16",0,0,1,1,0,0,0,0,0,1,0.0409648078903153,0.696171528999563,0.637753222267382,0.0584183067321813,4,0,7,11,4
"MIR17HG",0,0,1,1,0,0,0,0,3.48619767744804,0.0901500090482514,0.684497012547765,0.26334551628778,0.271408845787214,-0.008063329499434,2,1,13,16,3
"MIR181A1",0,0,1,1,0,0,0,0,0,1,0.63555476574197,0.938260011637703,0.941139608627702,-0.00287959698999884,0,0,0,0,0
"MIR181A2",0,0,1,1,0,0,0,0,0,1,0.0669738842331512,0.899877480722227,0.856054333998772,0.0438231467234543,1,0,0,1,1
"MIR181A2HG",0,0,1,1,0,0,0,0,0,1,0.103111101532671,0.175357337779916,0.115812883599314,0.0595444541806016,0,0,0,0,0
"MIR181B1",0,0,1,1,0,0,0,0,0,1,0.63555476574197,0.938260011637703,0.941139608627702,-0.00287959698999884,0,0,0,0,0
"MIR181B2",0,0,1,1,0,0,0,0,0,1,0.0669738842331512,0.899877480722227,0.856054333998772,0.0438231467234543,1,0,0,1,1
"MIR181C",0,0,1,1,0,0,0,0,0,1,0.00144067216881245,0.57493707899221,0.519319705745693,0.0556173732465178,1,0,9,10,1
"MIR181D",0,0,1,1,0,0,0,0,0,1,0.00144067216881245,0.57493707899221,0.519319705745693,0.0556173732465178,1,0,9,10,1
"MIR182",0,0,1,1,0,0,0,0,0,1,0.0241185317072593,0.478296325175854,0.4371702117124,0.0411261134634544,0,0,0,0,0
"MIR1825",0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0
"MIR1827",0,0,1,1,0,0,0,0,0,1,0.844395567170157,0.188541899632775,0.184330886756288,0.00421101287648717,0,0,1,1,0
"MIR183",0,0,1,1,0,0,0,0,0,1,0.0241185317072593,0.478296325175854,0.4371702117124,0.0411261134634544,0,0,0,0,0
"MIR184",0,0,1,1,0,0,0,0,0,1,0.530738288775966,0.0691287650520074,0.0540369966227391,0.0150917684292682,0,0,0,0,0
"MIR185",0,0,1,1,0,0,0,0,0,1,0.807879374736206,0.808882521769401,0.80380152772766,0.005080994041741,0,0,2,2,0
"MIR186",0,0,1,1,0,0,0,0,0,1,0.0145913415651244,0.535201389129762,0.683981395833256,-0.148780006703494,0,2,14,16,2
"MIR1908",0,0,1,1,0,0,0,0,0,1,0.055495007457752,0.0600476749333568,0.0395527232124828,0.020494951720874,0,0,4,4,0
"MIR1909",0,0,1,1,0,0,0,0,0,1,0.149377031572764,0.781501356761937,0.763441098289928,0.018060258472009,0,0,5,5,0
"MIR190A",0,0,1,1,0,0,0,0,0,1,0.0708058212735281,0.783729021533812,0.859192801797441,-0.0754637802636293,0,0,17,17,0
"MIR190B",0,0,1,1,0,0,0,0,0,1,0.483746569829185,0.597122537607476,0.578213506114877,0.0189090314925993,0,0,13,13,0
"MIR191",0,0,1,1,0,0,0,0,0,1,0.135484674260763,0.28450950459733,0.275901935784912,0.00860756881241864,0,0,0,0,0
"MIR1910",0,0,1,1,0,0,0,0,0,1,0.149022892614367,0.744314381781574,0.795666879325858,-0.0513524975442843,0,0,0,0,0
"MIR1913",0,0,1,1,0,0,0,0,0,1,0.724737716269785,0.850015091159158,0.856019468951736,-0.00600437779257856,0,0,1,1,0
"MIR1914",0,0,1,1,0,0,0,0,0,1,0.0201682152735014,0.83546340300394,0.789137437856846,0.0463259651470938,0,0,1,1,0
"MIR1915",0,0,1,1,0,0,0,0,0,1,0.0304514796665864,0.163411021056189,0.151075549610146,0.0123354714460436,0,0,12,12,0
"MIR192",0,0,1,1,0,0,0,0,0,1,0.582169278221912,0.809391877541513,0.80205825558844,0.00733362195307308,0,0,6,6,0
"MIR193A",0,0,1,1,0,0,0,0,0,1,0.000717430465650433,0.44952824065988,0.361354059475948,0.0881741811839328,1,0,17,18,1
"MIR193B",0,0,1,1,0,0,0,0,0,1,0.0139343096376059,0.520101177866251,0.401070166748138,0.119031011118113,1,1,29,31,2
"MIR194",0,0,1,1,0,0,0,0,0,1,0.868136581147857,0.822609985244725,0.820608691870989,0.00200129337373645,0,0,14,14,0
"MIR196A1",0,0,1,1,0,0,0,0,0,1,0.646163918721523,0.493020284180065,0.477133093477919,0.0158871907021459,0,2,15,17,2
"MIR196A2",0,0,1,1,0,0,0,0,0,1,0.119487524479954,0.262470925059685,0.194728567156931,0.0677423579027539,1,0,18,19,1
"MIR196B",0,0,1,1,0,0,0,0,0,1,0.0339330934454974,0.170020178382309,0.0957884039238854,0.0742317744584231,5,0,9,14,5
"MIR197",0,0,1,1,0,0,0,0,0,1,0.286796982339134,0.906942847925572,0.88830824395509,0.0186346039704823,0,0,5,5,0
"MIR1976",0,0,1,1,0,0,0,0,0,1,0.527262570318021,0.716882229785499,0.697503356514192,0.0193788732713076,0,0,8,8,0
"MIR199A1",0,0,1,1,0,0,0,0,0,1,0.859385031634789,0.896693236757213,0.898429603461784,-0.00173636670457078,1,0,5,6,1
"MIR199A2",0,0,1,1,0,0,0,0,0,1,0.567415027614239,0.882974656241783,0.874731811100998,0.00824284514078455,0,0,12,12,0
"MIR200A",0,0,1,1,0,0,0,0,0,1,0.727425971068211,0.783627004358099,0.790933828124079,-0.00730682376598046,0,0,2,2,0
"MIR200B",0,0,1,1,0,0,0,0,0,1,0.727425971068211,0.783627004358099,0.790933828124079,-0.00730682376598046,0,0,2,2,0
"MIR200C",0,0,1,1,0,0,0,0,0,1,0.220650765797563,0.709757757723826,0.686386448775123,0.0233713089487028,0,0,12,12,0
"MIR203",0,0,1,1,0,0,0,0,0,1,0.941369973978113,0.550185026531558,0.548111992593375,0.00207303393818314,0,0,9,9,0
"MIR205HG",0,0,1,1,0,0,0,0,0,1,0.123252164477574,0.745058926381409,0.807152807826019,-0.0620938814446096,0,0,3,3,0
"MIR206",0,0,1,1,0,0,0,0,0,1,0.322298409093333,0.834055056530991,0.861877934618903,-0.0278228780879122,0,0,0,0,0
"MIR208A",0,0,1,1,0,0,0,0,0,1,0.778174592267496,0.572407550254403,0.561714951242354,0.0106925990120493,0,0,1,1,0
"MIR21",0,0,1,1,0,0,0,0,0,1,0.463053882484466,0.687436462758027,0.72801368234098,-0.0405772195829538,1,1,18,20,2
"MIR210",0,0,1,1,0,0,0,0,0,1,0.172692363663107,0.324704979016075,0.311342784103038,0.0133621949130369,0,0,1,1,0
"MIR210HG",0,0,1,1,0,0,0,0,0,1,0.172692363663107,0.324704979016075,0.311342784103038,0.0133621949130369,0,0,1,1,0
"MIR211",0,0,1,1,0,0,0,0,0,1,0.521505228170671,0.853860126803546,0.86612448268214,-0.0122643558785938,0,0,0,0,0
"MIR2110",0,0,1,1,0,0,0,0,0,1,0.264872075645695,0.118594869242267,0.100026344257571,0.0185685249846966,0,0,1,1,0
"MIR2115",0,0,1,1,0,0,0,0,0,1,0.112835861514853,0.80159777066765,0.83262592373176,-0.0310281530641102,0,0,0,0,0
"MIR2116",0,0,1,1,0,0,0,0,0,1,0.980675560480646,0.923597794515812,0.923851071939749,-0.000253277423937326,0,0,17,17,0
"MIR2117",0,0,1,1,0,0,0,0,0,1,0.652190124307185,0.762202595773485,0.777941193449504,-0.015738597676019,0,1,2,3,1
"MIR212",0,0,1,1,0,0,0,0,0,1,0.000846080008461063,0.263687383757986,0.213376886993637,0.0503104967643496,2,1,30,33,3
"MIR214",0,0,1,1,0,0,0,0,0,1,0.715474554902418,0.959172223061762,0.956323558820891,0.00284866424087082,0,0,7,7,0
"MIR215",0,0,1,1,0,0,0,0,0,1,0.0872061072776625,0.908527685315604,0.941186527707556,-0.032658842391952,0,0,8,8,0
"MIR216A",0,0,1,1,0,0,0,0,0,1,0.0134656834247193,0.607623406424033,0.759789086806435,-0.152165680382402,0,0,7,7,0
"MIR216B",0,0,1,1,0,0,0,0,0,1,0.888239025056607,0.774295936016478,0.781742231181448,-0.00744629516496931,0,0,1,1,0
"MIR217",0,0,1,1,0,0,0,0,0,1,0.470868814622559,0.427604813892436,0.449518764352525,-0.0219139504600891,0,0,6,6,0
"MIR218",0,0,1,1,0,0,0,0,0,1,0.0380802462845276,0.79843043889566,0.841791251328138,-0.0433608124324777,0,0,0,0,0
"MIR219",0,0,1,1,0,0,0,0,0,1,0.00741856597271242,0.481994559484619,0.45994614324381,0.0220484162408086,0,0,0,0,0
"MIR2276",0,0,1,1,0,0,0,0,0,1,0.212223408079553,0.535629798490437,0.521212765367583,0.014417033122854,1,0,9,10,1
"MIR2277",0,0,1,1,0,0,0,0,0,1,0.220971408520843,0.113279024228184,0.0678519458243266,0.0454270784038574,0,0,4,4,0
"MIR2278",0,0,1,1,0,0,0,0,0,1,0.456831343957085,0.919420558382167,0.926989914474158,-0.00756935609199116,3,0,8,11,3
"MIR22HG",0,0,1,1,0,0,0,0,0,1,0.000748733362622894,0.144137540292897,0.0980249166875035,0.0461126236053935,2,0,14,16,2
"MIR2355",0,0,1,1,0,0,0,0,0,1,0.272807238934719,0.90251260768146,0.876141543642895,0.0263710640385659,3,1,21,25,4
"MIR23A",0,0,1,1,0,0,0,0,0,1,0.0126637524549561,0.188238896732045,0.149473149578878,0.0387657471531673,0,0,6,6,0
"MIR23B",0,0,1,1,0,0,0,0,0,1,0.472036790126775,0.891463276683833,0.880116875106113,0.0113464015777202,0,0,1,1,0
"MIR24",0,0,1,1,0,0,0,0,0,1,0.0126637524549561,0.188238896732045,0.149473149578878,0.0387657471531673,0,0,6,6,0
"MIR25",0,0,1,1,0,0,0,0,0,1,0.338704904316453,0.594543468203384,0.581336814821823,0.0132066533815608,1,0,6,7,1
"MIR26A1",0,0,1,1,0,0,0,0,0,1,0.665050745118769,0.84959283470932,0.841627264332216,0.0079655703771041,0,0,3,3,0
"MIR26A2",0,0,1,1,0,0,0,0,0,1,0.493015242968766,0.868042907730773,0.856164219044345,0.0118786886864287,6,0,16,22,6
"MIR26B",0,0,1,1,0,0,0,0,0,1,0.650548277229816,0.901519147430084,0.895042383422758,0.00647676400732622,1,0,6,7,1
"MIR27A",0,0,1,1,0,0,0,0,0,1,0.0126637524549561,0.188238896732045,0.149473149578878,0.0387657471531673,0,0,6,6,0
"MIR27B",0,0,1,1,0,0,0,0,0,1,0.472036790126775,0.891463276683833,0.880116875106113,0.0113464015777202,0,0,1,1,0
"MIR28",0,0,1,1,0,0,0,0,0,1,0.0134210809346121,0.778772685237809,0.716673965570571,0.0620987196672387,3,1,23,27,4
"MIR296",0,0,1,1,0,0,0,0,0,1,0.0464108537448626,0.76207849348692,0.825677442861523,-0.0635989493746025,0,0,0,0,0
"MIR298",0,0,1,1,0,0,0,0,0,1,0.0464108537448626,0.76207849348692,0.825677442861523,-0.0635989493746025,0,0,0,0,0
"MIR299",0,0,1,1,0,0,0,0,0,1,0.122975783695659,0.814099493700214,0.855755455728394,-0.0416559620281807,0,0,3,3,0
"MIR29A",0,0,1,1,0,0,0,0,0,1,0.667620926988007,0.902789369239804,0.896917142554931,0.00587222668487353,0,1,11,12,1
"MIR300",0,0,1,1,0,0,0,0,0,1,0.192387134694069,0.747178613888458,0.787703986609929,-0.0405253727214713,0,0,2,2,0
"MIR301A",0,0,1,1,0,0,0,0,0,1,0.102120708033906,0.837637445445988,0.884748924502734,-0.0471114790567462,0,0,1,1,0
"MIR301B",0,0,1,1,0,0,0,0,0,1,0.000222781116979151,0.45637469107151,0.370137736666064,0.0862369544054466,1,0,5,6,1
"MIR302A",0,0,1,1,0,0,0,0,0,1,0.198852269356396,0.925235260567103,0.891834325180706,0.0334009353863972,0,0,17,17,0
"MIR302B",0,0,1,1,0,0,0,0,0,1,0.656965741077491,0.897042634536547,0.903245225674815,-0.00620259113826749,0,0,16,16,0
"MIR302C",0,0,1,1,0,0,0,0,0,1,0.656965741077491,0.897042634536547,0.903245225674815,-0.00620259113826749,0,0,16,16,0
"MIR302D",0,0,1,1,0,0,0,0,0,1,0.0591376624759995,0.905108092765731,0.929358980029263,-0.0242508872635318,0,0,1,1,0
"MIR302E",0,0,1,1,0,0,0,0,0,1,0.176260013192062,0.922078915176812,0.939974813371113,-0.0178958981943005,0,0,0,0,0
"MIR3074",0,0,1,1,0,0,0,0,0,1,0.472036790126775,0.891463276683833,0.880116875106113,0.0113464015777202,0,0,1,1,0
"MIR30A",0,0,1,1,0,0,0,0,0,1,0.199496994612692,0.739018778165481,0.788362920479381,-0.0493441423138998,0,0,2,2,0
"MIR30B",0,0,1,1,0,0,0,0,0,1,0.167339148438104,0.897746779542455,0.911305831053286,-0.013559051510831,1,0,2,3,1
"MIR30C1",0,0,1,1,0,0,0,0,0,1,0.816003003778462,0.889333635259885,0.887153429552081,0.00218020570780331,1,0,6,7,1
"MIR30C2",0,0,1,1,0,0,0,0,0,1,0.919157394023978,0.85975732791439,0.858511587903138,0.00124574001125122,0,0,6,6,0
"MIR30D",0,0,1,1,0,0,0,0,0,1,0.10663743691528,0.915577332302092,0.936571126100179,-0.020993793798087,0,0,2,2,0
"MIR30E",0,0,1,1,0,0,0,0,0,1,0.816003003778462,0.889333635259885,0.887153429552081,0.00218020570780331,1,0,6,7,1
"MIR31",0,0,1,1,0,0,0,0,0,1,0.106757538173713,0.896874667317076,0.942054570340621,-0.0451799030235446,0,0,3,3,0
"MIR3124",0,0,1,1,0,0,0,0,0,1,0.0265412051928757,0.143793181868651,0.12692688386709,0.0168662980015603,0,0,11,11,0
"MIR3132",0,0,1,1,0,0,0,0,0,1,0.280624484379569,0.305909235302201,0.289323868960452,0.0165853663417496,0,0,15,15,0
"MIR3143",0,0,1,1,0,0,0,0,0,1,0.35172643151716,0.018865609609601,0.0246494042262062,-0.00578379461660521,1,0,51,52,1
"MIR3146",0,0,1,1,0,0,0,0,0,1,0.788528446342643,0.388077247918704,0.385470835154142,0.00260641276456253,0,0,16,16,0
"MIR3153",0,0,1,1,0,0,0,0,0,1,0.136042878789192,0.171646374400703,0.151110221512036,0.0205361528886667,0,0,26,26,0
"MIR3159",0,0,1,1,0,0,0,0,0,1,0.0208946386417169,0.164010840640455,0.141058544672245,0.0229522959682101,1,1,13,15,2
"MIR3165",0,0,1,1,0,0,0,0,0,1,0.733278045363201,0.855381584798592,0.849088113021491,0.00629347177710149,2,0,9,11,2
"MIR3166",0,0,1,1,0,0,0,0,0,1,0.0021402593794977,0.436847409350852,0.352885093435235,0.0839623159156166,0,0,5,5,0
"MIR3178",0,0,1,1,0,0,0,0,0,1,0.00925580581064111,0.504659934759499,0.462063306489515,0.0425966282699844,0,0,0,0,0
"MIR3180",0,0,1,1,0,0,0,0,0,1,0.283206615235047,0.881936319049439,0.858101953262401,0.0238343657870375,2,1,9,12,3
"MIR3184",0,0,1,1,0,0,0,0,0,1,0.927779437755436,0.15285470550033,0.153416356486151,-0.000561650985820561,2,0,9,11,2
"MIR3185",0,0,1,1,0,0,0,0,0,1,0.00170742383410504,0.191558460526991,0.131225613039148,0.0603328474878423,0,0,12,12,0
"MIR3188",0,0,1,1,0,0,0,0,0,1,0.144871696492111,0.191736506904694,0.184463178953251,0.00727332795144289,1,0,2,3,1
"MIR3191",0,0,1,1,0,0,0,0,0,1,0.0290893827063021,0.369395922824692,0.328641323471933,0.0407545993527594,1,0,2,3,1
"MIR3192",0,0,1,1,0,0,0,0,0,1,0.533114154003775,0.351403241421838,0.346892214041736,0.00451102738010201,0,0,0,0,0
"MIR3193",0,0,1,1,0,0,0,0,0,1,0.00145272890652449,0.311152796466068,0.260697026103051,0.0504557703630168,2,0,9,11,2
"MIR3196",0,0,1,1,0,0,0,0,0,1,0.759282468187062,0.567894321638871,0.55734813703084,0.0105461846080319,0,0,1,1,0
"MIR3197",0,0,1,1,0,0,0,0,0,1,0.0295578609800795,0.165436593487241,0.119090177940539,0.0463464155467023,0,0,0,0,0
"MIR3199",0,0,1,1,0,0,0,0,0,1,0.00238112410192085,0.109490532483651,0.0868437184131368,0.0226468140705146,0,0,1,1,0
"MIR32",0,0,1,1,0,0,0,0,0,1,0.578146752528123,0.950992855787047,0.946017240438842,0.00497561534820545,0,0,6,6,0
"MIR320A",0,0,1,1,0,0,0,0,0,1,0.00877229674654613,0.393857609043185,0.348514489667634,0.045343119375551,1,0,0,1,1
"MIR320B1",0,0,1,1,0,0,0,0,0,1,0.372473095985328,0.67017945216335,0.704155440215437,-0.0339759880520867,0,0,3,3,0
"MIR320B2",0,0,1,1,0,0,0,0,0,1,0.12077286168534,0.931591444435021,0.919742623095419,0.0118488213396013,0,1,1,2,1
"MIR320C1",0,0,1,1,0,0,0,0,0,1,0.836806900981423,0.0539444509051598,0.05137283745563,0.0025716134495298,0,0,0,0,0
"MIR320C2",0,0,1,1,0,0,0,0,0,1,0.390301677658954,0.90699301826051,0.894022786541973,0.0129702317185376,0,0,0,0,0
"MIR320E",0,0,1,1,0,0,0,0,0,1,0.871024234901445,0.911950500192339,0.910427611001507,0.0015228891908321,0,0,0,0,0
"MIR323A",0,0,1,1,0,0,0,0,0,1,0.13836545092786,0.767700245157703,0.817892451319218,-0.0501922061615149,0,0,5,5,0
"MIR324",0,0,1,1,0,0,0,0,0,1,0.605534569478074,0.883343582294839,0.875012261158265,0.00833132113657364,2,0,10,12,2
"MIR326",0,0,1,1,0,0,0,0,0,1,0.417926619022044,0.914075919319703,0.903818180467811,0.0102577388518917,0,0,5,5,0
"MIR328",0,0,1,1,0,0,0,0,0,1,0.144593847524351,0.840899561545319,0.81089233370225,0.0300072278430685,1,0,12,13,1
"MIR329",0,0,1,1,0,0,0,0,0,1,0.201622666263443,0.830340514513256,0.867611621304443,-0.0372711067911875,0,0,0,0,0
"MIR330",0,0,1,1,0,0,0,0,0,1,0.0227765394667806,0.35510313291721,0.319519685014693,0.0355834479025171,4,0,4,8,4
"MIR331",0,0,1,1,0,0,0,0,0,1,0.906156925822161,0.894925874254241,0.89311478837979,0.00181108587445078,0,0,10,10,0
"MIR335",0,0,1,1,0,0,0,0,0,1,0.362555307688463,0.545087737578374,0.572412710412605,-0.0273249728342307,1,0,8,9,1
"MIR337",0,0,1,1,0,0,0,0,0,1,0.146959634287658,0.803721591444406,0.841121066892568,-0.0373994754481627,0,1,12,13,1
"MIR338",0,0,1,1,0,0,0,0,0,1,0.711277891051145,0.836868093208937,0.842776132933124,-0.00590803972418708,0,0,0,0,0
"MIR339",0,0,1,1,0,0,0,0,0,1,0.280240826592134,0.84840229503275,0.834578489346385,0.0138238056863651,0,0,1,1,0
"MIR33A",0,0,1,1,0,0,0,0,0,1,0.0210464225137019,0.478313115027165,0.436442597738873,0.0418705172882916,0,0,5,5,0
"MIR33B",0,0,1,1,0,0,0,0,0,1,0.0772826997552229,0.840707341877435,0.806564299354995,0.0341430425224394,0,0,13,13,0
"MIR340",0,0,1,1,0,0,0,0,0,1,0.677650628975839,0.917781809066518,0.92213007253512,-0.00434826346860273,0,0,4,4,0
"MIR342",0,0,1,1,0,0,0,0,0,1,0.474595237383577,0.637555351095317,0.623063874377098,0.0144914767182188,2,0,16,18,2
"MIR345",0,0,1,1,0,0,0,0,0,1,0.0119378332736282,0.442209787938388,0.407254961393949,0.0349548265444389,1,0,6,7,1
"MIR346",0,0,1,1,0,0,0,0,0,1,0.967441244729488,0.543895175028704,0.542350584268427,0.00154459076027746,0,0,10,10,0
"MIR34A",0,0,1,1,0,0,0,0,0,1,0.908421167963126,0.829858954246457,0.832102665481766,-0.00224371123530898,0,0,3,3,0
"MIR34B",0,0,1,1,0,0,0,0,0,1,0.00773386884624875,0.460728651022345,0.351634923777829,0.109093727244516,0,0,0,0,0
"MIR34C",0,0,1,1,0,0,0,0,0,1,0.00773386884624875,0.460728651022345,0.351634923777829,0.109093727244516,0,0,0,0,0
"MIR3607",0,0,1,1,0,0,0,0,0,1,0.488012012339644,0.963707934863153,0.966836391388523,-0.00312845652536931,0,0,25,25,0
"MIR3609",0,0,1,1,0,0,0,0,0,1,0.341678126732179,0.515799485535451,0.500207234431264,0.0155922511041875,0,0,15,15,0
"MIR3610",0,0,1,1,0,0,0,0,0,1,0.459386504563356,0.0807165596246455,0.0754487723843813,0.00526778724026419,0,0,1,1,0
"MIR3615",0,0,1,1,0,0,0,0,0,1,0.0263393286382636,0.39158287065876,0.357275979189092,0.0343068914696682,0,0,2,2,0
"MIR3617",0,0,1,1,0,0,0,0,0,1,0.0908928758442379,0.681966267188677,0.755892626731024,-0.0739263595423466,0,0,0,0,0
"MIR3618",0,0,1,1,0,0,0,0,0,1,0.59866475225128,0.904949806879378,0.899348904534666,0.00560090234471267,0,0,0,0,0
"MIR3620",0,0,1,1,0,0,0,0,0,1,0.336501173184497,0.55943681253993,0.543339163257544,0.0160976492823863,0,0,0,0,0
"MIR3621",0,0,1,1,0,0,0,0,0,1,0.00227029261596452,0.348078424917195,0.261097996631252,0.0869804282859425,0,0,1,1,0
"MIR3652",0,0,1,1,0,0,0,0,0,1,0.286281628918918,0.025130913865897,0.0235777414889874,0.00155317237690962,1,0,15,16,1
"MIR3654",0,0,1,1,0,0,0,0,0,1,0.076696438259172,0.253428314066916,0.239665535459526,0.0137627786073909,0,0,17,17,0
"MIR3655",0,0,1,1,0,0,0,0,0,1,0.316484380282266,0.188980810245351,0.194296170428869,-0.00531536018351847,1,1,13,15,2
"MIR3656",0,0,1,1,0,0,0,0,0,1,0.178153028823137,0.0276833284675268,0.0302707655024174,-0.00258743703489063,0,0,5,5,0
"MIR365A",0,0,1,1,0,0,0,0,0,1,0.176012279584203,0.36033876430314,0.318017709931627,0.0423210543715134,1,1,21,23,2
"MIR3661",0,0,1,1,0,0,0,0,0,1,0.0227247754526857,0.0524071752748001,0.0411153331433177,0.0112918421314825,1,0,5,6,1
"MIR3665",0,0,1,1,0,0,0,0,0,1,0.253811901382587,0.136774886677115,0.128853224449052,0.0079216622280632,0,0,0,0,0
"MIR3666",0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1
"MIR367",0,0,1,1,0,0,0,0,0,1,0.0591376624759995,0.905108092765731,0.929358980029263,-0.0242508872635318,0,0,1,1,0
"MIR3671",0,0,1,1,0,0,0,0,0,1,0.469083473176665,0.916207601309199,0.90810103912214,0.00810656218705819,0,0,10,10,0
"MIR3677",0,0,1,1,0,0,0,0,0,1,0.531616927245953,0.839307791323786,0.852159707057828,-0.0128519157340414,0,0,4,4,0
"MIR3678",0,0,1,1,0,0,0,0,0,1,0.215269788077619,0.164135587775175,0.149402218968423,0.0147333688067522,0,0,2,2,0
"MIR369",0,0,1,1,0,0,0,0,0,1,0.484132822013686,0.720447533788817,0.738014213262159,-0.0175666794733421,0,0,0,0,0
"MIR370",0,0,1,1,0,0,0,0,0,1,0.156191144316131,0.776454670443965,0.836539950172282,-0.0600852797283178,0,0,9,9,0
"MIR371A",0,0,1,1,0,0,0,0,0,1,0.130673296855647,0.846145623208589,0.880262499812777,-0.0341168766041881,0,0,0,0,0
"MIR371B",0,0,1,1,0,0,0,0,0,1,0.130673296855647,0.846145623208589,0.880262499812777,-0.0341168766041881,0,0,0,0,0
"MIR372",0,0,1,1,0,0,0,0,0,1,0.130673296855647,0.846145623208589,0.880262499812777,-0.0341168766041881,0,0,0,0,0
"MIR373",0,0,1,1,0,0,0,0,0,1,0.130673296855647,0.846145623208589,0.880262499812777,-0.0341168766041881,0,0,0,0,0
"MIR375",0,0,1,1,0,0,0,0,0,1,0.00101728121664059,0.291545754498368,0.209341725498618,0.0822040289997494,3,0,10,13,3
"MIR376A1",0,0,1,1,0,0,0,0,0,1,0.192387134694069,0.747178613888458,0.787703986609929,-0.0405253727214713,0,0,2,2,0
"MIR376C",0,0,1,1,0,0,0,0,0,1,0.192387134694069,0.747178613888458,0.787703986609929,-0.0405253727214713,0,0,2,2,0
"MIR378A",0,0,1,1,0,0,0,0,0,1,0.000818825443814673,0.233158669191965,0.19424360146558,0.0389150677263852,1,0,5,6,1
"MIR378I",0,0,1,1,0,0,0,0,0,1,0.016659978020198,0.637234391864161,0.584186351555252,0.0530480403089095,0,0,8,8,0
"MIR379",0,0,1,1,0,0,0,0,0,1,0.122975783695659,0.814099493700214,0.855755455728394,-0.0416559620281807,0,0,3,3,0
"MIR380",0,0,1,1,0,0,0,0,0,1,0.13836545092786,0.767700245157703,0.817892451319218,-0.0501922061615149,0,0,5,5,0
"MIR381",0,0,1,1,0,0,0,0,0,1,0.192387134694069,0.747178613888458,0.787703986609929,-0.0405253727214713,0,0,2,2,0
"MIR381HG",0,0,1,1,0,0,0,0,0,1,0.192387134694069,0.747178613888458,0.787703986609929,-0.0405253727214713,0,0,2,2,0
"MIR383",0,0,1,1,0,0,0,0,0,1,0.816004422610084,0.701819190088153,0.711364308212234,-0.0095451181240811,0,0,1,1,0
"MIR3908",0,0,1,1,0,0,0,0,0,1,0.0030029894210951,0.337726888548464,0.272449801862773,0.0652770866856915,0,0,1,1,0
