"Row.names","p.value_activities.x","Non_reponder_mean.mean of x","Responder.mean of y","logFC","AveExpr","t","P.Value","adj.P.Val","B","p.value_activities.y","Responser at relapse.mean of x","Responder at Baseline.mean of y"
"HTR3B",1,0,0,-0.671272709953403,-6.80783360173931,-1.05465327642021,0.303235706761874,0.977208286870888,-4.59298815569058,1,0,0
"HTR3C",1,0,0,0.220240597656895,-7.49303972504733,0.894301514106113,0.381015195731306,0.977208286870888,-4.61524071370724,1,0,0
"HTR3D",1,0,0,0.205000621047449,-7.50102256993799,1.0512159921144,0.304775612876157,0.977208286870888,-4.59349712508305,1,0,0
"HTR3E",1,0,0,1.29003949843739,-5.57245461122169,1.46490968613842,0.157346679096175,0.977208286870888,-4.52327555130068,1,0,0
"HTR4",1,0,0,1.70612040045511,-6.10880777190592,3.5407949033054,0.00187370587807561,0.977208286870888,-4.04557806046107,1,0,0
"HTR5A",1,0,0,0.022811690299128,-7.59645486699663,0.204151789662349,0.840145677601799,0.977208286870888,-4.67169301838964,1,0,0
"HTR6",1,0,0,-0.00662419916649259,-2.51000797894928,-0.0113717868023174,0.991031175748627,0.999255269795809,-4.67489302764723,1,0,0
"HTR7",1,0,0,0.303649551520298,-1.6843684501891,0.699104037839023,0.491945199804013,0.977208286870888,-4.63796696135958,1,0,0
"HTR7P1",1,0,0,1.01962005579587,-1.51064111529786,1.03351962099052,0.312791490758696,0.977208286870888,-4.59609587663748,1,0,0
"HTRA1",1,0,0,-0.194720298799429,-3.55202885073902,-0.153166793106702,0.879688260131647,0.98404863867026,-4.67309472879771,1,0,0
"HTRA2",1,0,0,0.029877483683908,5.15746780713256,0.10183173560861,0.91982940614952,0.989194721054961,-4.67410327150597,1,0,0
"HTRA3",1,0,0,-0.988329104980126,3.29214905024965,-1.02717589152065,0.315700887866033,0.977208286870888,-4.5970186114601,1,0,0
"HTRA4",1,0,0,-1.02132744175129,-0.521075601353317,-1.1461824671929,0.264256126658114,0.977208286870888,-4.57894388189724,1,0,0
"HTT",1,0,0,0.304795906403847,8.14903810956581,1.61416533541001,0.121002679353782,0.977208286870888,-4.49406526387472,1,0,0
"HULC",1,0,0,0.022811690299128,-7.59645486699663,0.204151789662349,0.840145677601799,0.977208286870888,-4.67169301838964,1,0,0
"HUNK",1,0,0,0.112002449490195,-6.11791824063289,0.159591390777682,0.874685508663012,0.982638889087125,-4.67294001955322,1,0,0
"HUS1",1,0,0,-0.171117500218567,-1.05316280061571,-0.381937062866281,0.706238843417574,0.977208286870888,-4.66371768947431,1,0,0
"HUS1B",1,0,0,0.382133940883795,3.99642053464362,1.99162852301462,0.0592025751793116,0.977208286870888,-4.41332388254396,1,0,0
"HUWE1",1,0,0,0.217185586384375,10.0647228564086,1.42225747244168,0.169228794503011,0.977208286870888,-4.53128244068332,1,0,0
"HVCN1",1,0,0,-0.121013179761633,3.64544245836131,-0.252462390966108,0.803069978432634,0.977208286870888,-4.66999866639742,1,0,0
"HYAL1",1,0,0,0.365186285800686,0.275740440039021,1.0140979781339,0.321758648489341,0.977208286870888,-4.59890602281998,1,0,0
"HYAL2",1,0,0,-0.212316828637775,1.9771556319289,-0.801146755688724,0.431769470684682,0.977208286870888,-4.62670730577886,1,0,0
"HYAL3",1,0,0,-0.630273160935405,2.48865123195549,-1.39388060416971,0.177525875899838,0.977208286870888,-4.53652017088063,1,0,0
"HYAL4",1,0,0,-0.0280465454617733,-7.11194032501392,-0.0420442459985349,0.966849558807923,0.996215714468833,-4.67476662473589,1,0,0
"HYALP1",1,0,0,0.022811690299128,-7.59645486699663,0.204151789662349,0.840145677601799,0.977208286870888,-4.67169301838964,1,0,0
"HYDIN",1,0,0,-0.736749364806592,-5.96238765686349,-0.980488933265375,0.337697306025886,0.977208286870888,-4.60366384713502,1,0,0
"HYI",1,0,0,-0.0324157465573576,-1.26298704982964,-0.0635771445068141,0.949891476628745,0.994513551868166,-4.67459118887185,1,0,0
"HYLS1",1,0,0,-0.335605348890283,2.19751068520063,-1.34143096712829,0.193711674798249,0.977208286870888,-4.54600689766409,1,0,0
"HYMAI",1,0,0,0.36097911406562,-7.15993104526223,0.9754877527043,0.340114747060309,0.977208286870888,-4.60436032475469,1,0,0
"HYOU1",1,0,0,-0.193855803558837,6.99511333930066,-1.12218007708474,0.274102698550978,0.977208286870888,-4.5827171296492,1,0,0
"IAH1",1,0,0,0.101641792008219,4.21029254467362,0.50244585608213,0.620436703596927,0.977208286870888,-4.65563327034264,1,0,0
"IAPP",1,0,0,0.022811690299128,-7.59645486699663,0.204151789662349,0.840145677601799,0.977208286870888,-4.67169301838964,1,0,0
"IARS",1,0,0,0.0546264309799156,6.32570959479842,0.282345486113961,0.780365696456671,0.977208286870888,-4.66877312284811,1,0,0
"IARS2",1,0,0,-0.00222689297347856,7.48361423736837,-0.0089051285192144,0.992976545321634,0.999255269795809,-4.67489688668617,1,0,0
"IBSP",1,0,0,0.126911829482227,-7.17994965057291,0.246118144607833,0.807913897181214,0.977208286870888,-4.67024142582844,1,0,0
"IBTK",1,0,0,0.0902860176064122,6.21026214088835,0.494340042529843,0.626054931636037,0.977208286870888,-4.65624360731343,1,0,0
"ICA1",1,0,0,0.239038744462569,1.99923244835638,0.700757767118606,0.490932876521854,0.977208286870888,-4.63779561728067,1,0,0
"ICA1L",1,0,0,-1.43466537930049,3.98076353865078,-2.89491866970153,0.00850244394943755,0.977208286870888,-4.19913102159373,1,0,0
"ICAM1",1,0,0,-0.300434107672059,4.40829345263215,-0.783012967572395,0.442118317311064,0.977208286870888,-4.6288091717359,1,0,0
"ICAM2",1,0,0,0.0581611564676372,2.99138627980146,0.19641743468857,0.846119251991599,0.978010114385817,-4.67193123983075,1,0,0
"ICAM3",1,0,0,-0.00140486116263272,7.35510182955154,-0.0065491323389573,0.99483468137343,0.999255269795809,-4.6748996959512,1,0,0
"ICAM4",1,0,0,-0.397935056691826,2.67643513055734,-0.906635953896063,0.374600345170218,0.977208286870888,-4.61364000875747,1,0,0
"ICAM5",1,0,0,-0.645943284401529,2.20485966948329,-0.923081496870837,0.366159260502873,0.977208286870888,-4.61147636809792,1,0,0
"ICK",1,0,0,-0.0135239979679245,4.43995348942728,-0.0458485343979981,0.963852115389084,0.995761634662598,-4.67474083025709,1,0,0
"ICMT",1,0,0,0.113847959245434,2.80722230940892,0.481411018673886,0.635064366975448,0.977208286870888,-4.65719740724637,1,0,0
"ICOS",1,0,0,0.525410323738918,1.80808931083997,0.951397699530289,0.351925266730638,0.977208286870888,-4.60767293629247,1,0,0
"ICOSLG",1,0,0,0.152427905689862,0.85451770022506,0.109075059357702,0.91414967693494,0.987987447866578,-4.67398551466303,1,0,0
"ICT1",1,0,0,-0.245895040310385,3.04731961104597,-1.23898305000662,0.228643447415119,0.977208286870888,-4.56377426999794,1,0,0
"ID1",1,0,0,-0.624481037745174,0.36036447169268,-1.08768569556162,0.28871925373616,0.977208286870888,-4.58802806851717,1,0,0
"ID2",1,0,0,-1.17262964997886,-5.14278389337016,-1.24263209195173,0.227321536711731,0.977208286870888,-4.56315940779742,1,0,0
"ID2B",1,0,0,0.0189795427859032,6.44931912500161,0.0474933249114983,0.962556332358751,0.995646772996648,-4.67472898681127,1,0,0
"ID3",1,0,0,-1.01590936806069,-0.630539262442861,-1.09682495270838,0.284792849388191,0.977208286870888,-4.58663389496699,1,0,0
"ID4",1,0,0,-0.875018914166036,-7.16891648391798,-1.52171284541258,0.142583126160799,0.977208286870888,-4.51237074531634,1,0,0
"IDE",1,0,0,-0.221475368472153,5.5633231220124,-1.28467521655071,0.21250932879347,0.977208286870888,-4.5559780167051,1,0,0
"IDH1",1,0,0,-0.0849938939263835,5.28852295770934,-0.180888222523695,0.858141407953014,0.979590330383562,-4.67238194072107,1,0,0
"IDH2",1,0,0,-0.0492199510850879,7.92024909499276,-0.194259809554391,0.847787385968812,0.978010114385817,-4.67199606542821,1,0,0
"IDH3A",1,0,0,0.109883213305334,4.5108939387548,0.502885294331992,0.62013279647817,0.977208286870888,-4.65559991071441,1,0,0
"IDH3B",1,0,0,0.0711422608968046,7.01502969597883,0.477190863986807,0.63801779407338,0.977208286870888,-4.6575034811092,1,0,0
"IDH3G",1,0,0,0.0388319489064797,5.62578512141776,0.277580388051943,0.783973249165578,0.977208286870888,-4.66897760745612,1,0,0
"IDI1",1,0,0,0.146817586579953,3.84893920320519,0.735404087960171,0.470001967595703,0.977208286870888,-4.63412083540907,1,0,0
"IDI2",1,0,0,0.119762064989862,0.558663372175861,0.315668580657507,0.755283107547576,0.977208286870888,-4.66724732899032,1,0,0
"IDO1",1,0,0,1.51856849823162,-3.45481808441329,1.38702771166479,0.179577462906464,0.977208286870888,-4.53777413036915,1,0,0
"IDO2",1,0,0,-0.165266620840269,-6.60726294508643,-0.246959936087799,0.807270719330009,0.977208286870888,-4.67020956683853,1,0,0
"IDS",1,0,0,0.233085101244381,7.4615852771055,0.910057156152213,0.372833791706141,0.977208286870888,-4.61319266416673,1,0,0
"IDUA",1,0,0,0.248216220253658,4.76299242919114,0.951075448303188,0.352085119223103,0.977208286870888,-4.6077167723955,1,0,0
"IER2",1,0,0,0.612042005620562,5.34294324921633,1.57920397689856,0.12881935164216,0.977208286870888,-4.50106583405606,1,0,0
"IER3",1,0,0,-0.0784558451580626,4.15049397864611,-0.350562876944794,0.729311174927759,0.977208286870888,-4.66547061163193,1,0,0
"IER3IP1",1,0,0,-0.408276062345766,3.01631187679406,-0.598864924350979,0.555490644217826,0.977208286870888,-4.64765068074153,1,0,0
"IER5",1,0,0,0.516353373787994,-0.421466330157677,0.800661110968657,0.432044653561106,0.977208286870888,-4.62676415701853,1,0,0
"IER5L",1,0,0,-0.139856894962604,5.38164500228243,-0.569584010257783,0.574834844707474,0.977208286870888,-4.65021482090408,1,0,0
"IFFO1",1,0,0,0.068249032604033,5.07796940950631,0.417736060059034,0.680262410732442,0.977208286870888,-4.6615389205978,1,0,0
"IFFO2",1,0,0,0.47627617187515,4.85529087473317,1.62823106484189,0.117971830522336,0.977208286870888,-4.49122284002288,1,0,0
"IFI16",1,0,0,-0.102060457653553,7.00912048941113,-0.396068577605363,0.695938736045262,0.977208286870888,-4.66288030435471,1,0,0
"IFI27",1,0,0,-0.0671861694784117,2.28214128862504,-0.131445033186549,0.896639601426936,0.984913495985671,-4.673570898737,1,0,0
"IFI27L1",1,0,0,-0.950291203274369,2.08718814845071,-0.700076395537067,0.491349829995198,0.977208286870888,-4.63786625968223,1,0,0
"IFI27L2",1,0,0,-0.0193745507249954,1.02218246241506,-0.0511331047991946,0.959689257698886,0.99540584819577,-4.67470129509142,1,0,0
"IFI30",1,0,0,0.022811690299128,-7.59645486699663,0.204151789662349,0.840145677601799,0.977208286870888,-4.67169301838964,1,0,0
"IFI35",1,0,0,-0.0185405855607961,4.24312576931597,-0.103475657462095,0.918539957237374,0.989194721054961,-4.67407725400434,1,0,0
"IFI44",1,0,0,-0.474806679712484,2.24085889700439,-0.513318645007152,0.612937784360388,0.977208286870888,-4.65479967944118,1,0,0
"IFI44L",1,0,0,0.204476103173358,4.36265637206824,0.615036229422171,0.544954852101408,0.977208286870888,-4.64618280849884,1,0,0
"IFI6",1,0,0,-0.23245254093368,2.9213635022699,-0.527582077144933,0.603165865879,0.977208286870888,-4.6536803041213,1,0,0
"IFIH1",1,0,0,-0.111697721954632,5.06908969399869,-0.472059546137984,0.641617188947128,0.977208286870888,-4.65787214763493,1,0,0
"IFIT1",1,0,0,-0.235806031510545,3.04076898239191,-0.141833465009659,0.888525796177896,0.984430319196236,-4.67335220735464,1,0,0
"IFIT1B",1,0,0,-0.494046020554042,1.67246105569425,-0.722243618887737,0.477889886929891,0.977208286870888,-4.63553577504296,1,0,0
"IFIT2",1,0,0,-0.0321303794475876,3.493709429037,-0.0811063758654322,0.936103998611354,0.991152096535733,-4.67439559448071,1,0,0
"IFIT3",1,0,0,-0.363118270235071,2.56699376962327,-0.750555458605417,0.461016827802297,0.977208286870888,-4.6324631035888,1,0,0
"IFIT5",1,0,0,-0.0518235585184033,3.91814971794272,-0.17696930893668,0.86118098768267,0.979938301899268,-4.67248984943684,1,0,0
"IFITM1",1,0,0,0.434733879319692,6.10467633266478,0.920668472105948,0.367389796495586,0.977208286870888,-4.61179593064312,1,0,0
"IFITM2",1,0,0,0.385292906710248,7.90743714140886,1.20293527604348,0.242018298891855,0.977208286870888,-4.56977455800547,1,0,0
"IFITM3",1,0,0,-0.296001415924702,6.16480484063082,-0.487322710912433,0.630937579437599,0.977208286870888,-4.65676429975566,1,0,0
"IFITM4P",1,0,0,0.153761778283366,-5.83459404975665,0.220492164106876,0.827558096806672,0.977208286870888,-4.67115970855562,1,0,0
"IFITM5",1,0,0,0.212078621001925,-3.09740844842258,0.385737684672467,0.703462895330314,0.977208286870888,-4.66349539171653,1,0,0
"IFLTD1",1,0,0,-0.0244284513083137,-7.40364028728141,-0.0901340543372567,0.929011065111993,0.99055892376396,-4.67427639321517,1,0,0
"IFNA1",1,0,0,-0.138635663192281,-7.27711581753308,-0.356926298786885,0.724609439031168,0.977208286870888,-4.66512694676622,1,0,0
"IFNA10",1,0,0,-0.0937582466371589,-7.54094537321745,-0.609356907784396,0.548642866377307,0.977208286870888,-4.6467024990868,1,0,0
"IFNA13",1,0,0,0.533759128749078,-7.12393946729211,0.981227571533323,0.337341271432257,0.977208286870888,-4.60356072825483,1,0,0
"IFNA14",1,0,0,-0.107222355256477,-7.53453389292254,-0.610493165041277,0.547903953663958,0.977208286870888,-4.64659888647135,1,0,0
"IFNA16",1,0,0,0.027905835523951,-7.4637524596566,0.120616353893734,0.905109583449302,0.986220864579659,-4.67378120956168,1,0,0
"IFNA17",1,0,0,-0.407192323550994,-7.06240163035767,-0.616234135710029,0.544178646960506,0.977208286870888,-4.6460726166824,1,0,0
"IFNA2",1,0,0,-1.98174745755249,-5.03216023711018,-1.85079641555284,0.0779198319644208,0.977208286870888,-4.44444232957103,1,0,0
"IFNA21",1,0,0,-0.438104229077544,-7.37697109586488,-0.982320550337675,0.336814913473034,0.977208286870888,-4.6034080211791,1,0,0
"IFNA4",1,0,0,0.267769536809185,-7.30530483789525,0.604816168111786,0.551600977527219,0.977208286870888,-4.64711475145034,1,0,0
"IFNA5",1,0,0,0.0143427102261491,-6.0416582804178,0.0197339693793283,0.984436704739099,0.998583574018019,-4.67487295877725,1,0,0
"IFNA6",1,0,0,0.022811690299128,-7.59645486699663,0.204151789662349,0.840145677601799,0.977208286870888,-4.67169301838964,1,0,0
"IFNA7",1,0,0,-1.15576027595341,-6.90095384281932,-1.84976660776071,0.0780738792970507,0.977208286870888,-4.44466593778226,1,0,0
"IFNA8",1,0,0,0.0492563539563022,-7.45256885476346,0.210197875464967,0.835482861655908,0.977208286870888,-4.6715004361092,1,0,0
"IFNAR1",1,0,0,0.166013407745853,4.54270003099486,0.751144203671679,0.46066977303549,0.977208286870888,-4.63239806962541,1,0,0
"IFNAR2",1,0,0,0.244871228863099,5.31608079289144,1.34916273710118,0.191255126126434,0.977208286870888,-4.54462458402388,1,0,0
"IFNB1",1,0,0,0.33389675712994,-5.19741483871258,0.367869876790614,0.716549608309962,0.977208286870888,-4.66452178757951,1,0,0
"IFNE",1,0,0,0.0815993641691541,-6.53713168117002,0.110469172869543,0.913057035294057,0.987987447866578,-4.67396192380549,1,0,0
"IFNG",1,0,0,-0.378674902819609,6.87758554602251,-1.33051600302681,0.197221722791332,0.977208286870888,-4.54794864702037,1,0,0
"IFNGR1",1,0,0,-1.33497884278365,-1.80679705300773,-1.15588758412049,0.260349729846413,0.977208286870888,-4.57740035658797,1,0,0
"IFNGR2",1,0,0,0.146708696429975,5.94797345772882,0.492181904252249,0.627554706519525,0.977208286870888,-4.65640450332159,1,0,0
"IFNK",1,0,0,0.481316353456434,-1.15648497883352,0.770073815179838,0.449594738795026,0.977208286870888,-4.63028251686839,1,0,0
"IFNW1",1,0,0,0.282110607947048,-6.78321584453237,0.530079579655825,0.601462564211784,0.977208286870888,-4.65348129488138,1,0,0
"IFRD1",1,0,0,-0.0374582988801277,6.80262381169007,-0.130600652817675,0.897299619702674,0.985205176455114,-4.67358794574979,1,0,0
"IFRD2",1,0,0,-0.0769723666208586,4.79717299114154,-0.303308021164537,0.764556498560472,0.977208286870888,-4.66783282476462,1,0,0
"IFT122",1,0,0,0.0591663623563257,6.37776681483326,0.240134585003861,0.812489667012596,0.977208286870888,-4.67046478057964,1,0,0
"IFT140",1,0,0,0.081033041588475,4.01257697811685,0.225183441240543,0.823952822171718,0.977208286870888,-4.67099907554107,1,0,0
"IFT172",1,0,0,-0.0899011316052949,5.20059094566445,-0.287393406853732,0.776549541562332,0.977208286870888,-4.66855275726395,1,0,0
"IFT20",1,0,0,-0.119812445787832,2.43547240670157,-0.583336587399695,0.56570688070472,0.977208286870888,-4.64902558612582,1,0,0
"IFT27",1,0,0,0.3700084952119,3.20917720820529,1.30758097906181,0.204759360178257,0.977208286870888,-4.55199147311627,1,0,0
"IFT46",1,0,0,0.0041325647145416,3.45900870199862,0.0155539005630572,0.98773302174641,0.999255269795809,-4.67488433948548,1,0,0
"IFT52",1,0,0,-0.0980015700779893,4.75746383384593,-0.558938660200822,0.581951326208805,0.977208286870888,-4.65111694447883,1,0,0
"IFT57",1,0,0,-0.148520534836659,3.95864456431363,-0.579742265040223,0.568085325313237,0.977208286870888,-4.64933898394849,1,0,0
"IFT74",1,0,0,-0.132969031261579,3.71705999776948,-0.488088555679964,0.630403861110715,0.977208286870888,-4.65670782054106,1,0,0
"IFT80",1,0,0,-0.131744638138187,5.27977648665052,-0.463876446109265,0.647375949566542,0.977208286870888,-4.6584521357374,1,0,0
"IFT81",1,0,0,-0.322367888492767,1.54842688137072,-0.869199837174292,0.394291555523072,0.977208286870888,-4.61843937908465,1,0,0
"IFT88",1,0,0,0.0272324439171783,3.67134704685801,0.164561934030702,0.870818675759486,0.981293722497659,-4.67281598329749,1,0,0
"IGBP1",1,0,0,-0.22784809628323,5.35999691065556,-1.47923462058216,0.153511098021079,0.977208286870888,-4.52055109259803,1,0,0
"IGDCC3",1,0,0,-1.24327682269181,-6.50689823965522,-2.0669100040168,0.0509322837815091,0.977208286870888,-4.39629261870528,1,0,0
"IGDCC4",1,0,0,-0.103827349950231,-4.76948965076881,-0.132548477360393,0.895777198864888,0.984841180421107,-4.67354845644412,1,0,0
"IGF1",1,0,0,-0.664482717679618,7.15761535325443,-1.97052722870303,0.0617255684550411,0.977208286870888,-4.41805095290856,1,0,0
"IGF1R",1,0,0,-0.657636253575812,-2.75231192809773,-0.587976894878537,0.562643875209897,0.977208286870888,-4.6486182872095,1,0,0
"IGF2",1,0,0,-0.475006792161556,7.594876108045,-0.632164393651045,0.533912591727133,0.977208286870888,-4.64458819273205,1,0,0
"IGF2AS",1,0,0,-0.897870802574825,-6.68871984798776,-1.53998524375497,0.138082977952631,0.977208286870888,-4.50880627064469,1,0,0
"IGF2BP1",1,0,0,0.022811690299128,-7.59645486699663,0.204151789662349,0.840145677601799,0.977208286870888,-4.67169301838964,1,0,0
"IGF2BP2",1,0,0,-0.549258877274453,-7.15885456555516,-1.01019659373914,0.323581427374959,0.977208286870888,-4.59946518239994,1,0,0
"IGF2BP3",1,0,0,-0.860313638707063,6.31476563298275,-1.47341840718248,0.155059150911641,0.977208286870888,-4.52165938762293,1,0,0
"IGF2R",1,0,0,-0.59548323825528,1.56614118501869,-0.952439748449375,0.351408695937378,0.977208286870888,-4.60753109905564,1,0,0
"IGFALS",1,0,0,0.573969140187471,0.322941645783693,1.04735814623814,0.306510539321769,0.977208286870888,-4.59406674677256,1,0,0
"IGFBP1",1,0,0,-0.107222355256477,-7.53453389292254,-0.610493165041277,0.547903953663958,0.977208286870888,-4.64659888647135,1,0,0
"IGFBP2",1,0,0,-2.24653241793239,0.911954606233064,-1.87884104799824,0.0738253581344288,0.977208286870888,-4.43832974682806,1,0,0
"IGFBP3",1,0,0,0.0241233475830631,-2.36342558264754,0.0183367572184955,0.985538489078415,0.998583574018019,-4.67487706282287,1,0,0
"IGFBP4",1,0,0,-0.602897263322948,-1.65880070950445,-0.562523080622846,0.579550200643187,0.977208286870888,-4.65081498685036,1,0,0
"IGFBP5",1,0,0,-0.476475222530791,-5.36875475493099,-0.406331246746472,0.688495859816227,0.977208286870888,-4.66225361936263,1,0,0
"IGFBP6",1,0,0,0.0592652132620498,-0.207033900306661,0.0924738707741453,0.927173661210699,0.990385655941895,-4.67424345021439,1,0,0
"IGFBP7",1,0,0,-0.209622698261717,5.29313212892899,-0.454155546229515,0.654246381418914,0.977208286870888,-4.65912841377509,1,0,0
"IGFBPL1",1,0,0,0.416761485037489,-7.03073029210371,0.990153825968525,0.333059109316331,0.977208286870888,-4.6023094044859,1,0,0
"IGFL1",1,0,0,0.022811690299128,-7.59645486699663,0.204151789662349,0.840145677601799,0.977208286870888,-4.67169301838964,1,0,0
"IGFL2",1,0,0,0.960094306242955,-6.7027246456585,1.65850131167568,0.111665130530416,0.977208286870888,-4.48505662175146,1,0,0
"IGFL3",1,0,0,-0.386681362791172,-7.40145817504887,-1.0993370513708,0.283720407405521,0.977208286870888,-4.58624903594362,1,0,0
"IGFL4",1,0,0,1.59292374781384,-4.88605019084738,2.40380347586998,0.0252625301537387,0.977208286870888,-4.31755713804199,1,0,0
"IGFN1",1,0,0,-0.0125587947478678,-7.39742284813069,-0.0444986586104154,0.964915638082887,0.995761634662598,-4.67475023841586,1,0,0
"IGHMBP2",1,0,0,0.162504790122781,5.27250572823757,1.02914684587906,0.314794926724911,0.977208286870888,-4.59673242647609,1,0,0
"IGJ",1,0,0,-1.21950437988101,5.05483799155345,-0.909919835908509,0.372904591060182,0.977208286870888,-4.61321064770253,1,0,0
"IGLL1",1,0,0,-0.911115441583831,5.26707179161864,-0.848007677474,0.405730713771496,0.977208286870888,-4.62107778974543,1,0,0
"IGLL3",1,0,0,0.34044170478424,-3.33430313342321,0.312727416362654,0.757486327095359,0.977208286870888,-4.66738873129907,1,0,0
"IGLON5",1,0,0,0.397927052928581,-5.34488935037634,0.469705962192053,0.643271153782845,0.977208286870888,-4.65803996123883,1,0,0
"IGSF1",1,0,0,1.37306463445167,-4.89832609468297,1.62440839590798,0.118789157286329,0.977208286870888,-4.49199678160951,1,0,0
"IGSF10",1,0,0,-0.360934137229364,-7.03485024777936,-0.745940975975633,0.463742397127134,0.977208286870888,-4.63297122813033,1,0,0
"IGSF11",1,0,0,-0.14157931041784,2.40527610286557,-0.112899796815014,0.911152446853728,0.987872395082474,-4.67392007834283,1,0,0
"IGSF21",1,0,0,-0.0833520048991474,-5.60153447671986,-0.0881625638810989,0.93055954618139,0.99055892376396,-4.67430349600684,1,0,0
"IGSF22",1,0,0,-0.140164343609744,-2.68135329214777,-0.147815225988381,0.883859395372918,0.984430319196236,-4.67321876558443,1,0,0
"IGSF3",1,0,0,-1.79590051577814,-3.23324395449011,-1.87736061512903,0.0740367006704508,0.977208286870888,-4.43865352108825,1,0,0
"IGSF5",1,0,0,0.022811690299128,-7.59645486699663,0.204151789662349,0.840145677601799,0.977208286870888,-4.67169301838964,1,0,0
"IGSF6",1,0,0,-0.503028821329267,3.25762936908362,-0.648043563186159,0.523784605635134,0.977208286870888,-4.64307339679392,1,0,0
"IGSF8",1,0,0,0.0868143513228574,3.86089652569532,0.316960923056186,0.754315689105939,0.977208286870888,-4.6671847856002,1,0,0
"IGSF9",1,0,0,-0.624527428452862,0.15078245597263,-0.510585183794558,0.614819007716067,0.977208286870888,-4.65501085284615,1,0,0
"IGSF9B",1,0,0,-0.846049791579227,-0.932861383029124,-0.976732858646215,0.339511787552995,0.977208286870888,-4.60418720859804,1,0,0
"IHH",1,0,0,0.822550906468677,-3.0665281923988,1.08073417484875,0.291731811370409,0.977208286870888,-4.58908220201783,1,0,0
"IK",1,0,0,0.0862343553064138,5.20840902704808,0.311748575488466,0.758220043808925,0.977208286870888,-4.66743550236275,1,0,0
"IKBIP",1,0,0,-0.00622217913856105,7.58365804228641,-0.0342400015261369,0.973000134841087,0.997337970879023,-4.67481255333106,1,0,0
"IKBKAP",1,0,0,-0.429969129159556,2.06642466650488,-1.43472905752732,0.165682055963499,0.977208286870888,-4.52895770205367,1,0,0
"IKBKB",1,0,0,0.103081259506565,6.9062943194991,0.526205243125281,0.604105861891879,0.977208286870888,-4.65378963186703,1,0,0
"IKBKE",1,0,0,0.348144220988916,6.82686751729062,1.82657886116201,0.0816133972688239,0.977208286870888,-4.44968457529879,1,0,0
"IKBKG",1,0,0,0.317013900986251,5.65736910162985,1.48976349908131,0.150740726748781,0.977208286870888,-4.51853750336692,1,0,0
"IKZF1",1,0,0,0.0290788249429248,2.38532941816384,0.0825450484089523,0.93497327213881,0.991152096535733,-4.67437743913141,1,0,0
"IKZF2",1,0,0,0.386555819975947,7.10522245094097,2.06774513905996,0.0508466465369839,0.977208286870888,-4.39610229193935,1,0,0
"IKZF3",1,0,0,-0.582490861913935,4.42313550537467,-1.09907113254333,0.283833792291078,0.977208286870888,-4.58628980876186,1,0,0
"IKZF4",1,0,0,0.132718451708078,3.35934999482112,0.111187274371447,0.912494289094608,0.987987447866578,-4.67394965559821,1,0,0
"IKZF5",1,0,0,-0.23929943641443,1.7311344501325,-0.740294385252777,0.467090626763724,0.977208286870888,-4.63358913571413,1,0,0
"IL10",1,0,0,0.237230935636028,5.84439515602646,0.886646820679773,0.385032329720675,0.977208286870888,-4.61622453764494,1,0,0
"IL10RA",1,0,0,1.33170085131961,-0.418173259218655,1.31255518396796,0.203105802421141,0.977208286870888,-4.55111897480683,1,0,0
"IL10RB",1,0,0,0.425607550800943,7.57431339337067,0.603900061202597,0.552198800615782,0.977208286870888,-4.64719757384896,1,0,0
"IL11",1,0,0,0.370774229735742,5.5301371541342,1.15728898119893,0.259789206653647,0.977208286870888,-4.57717663191375,1,0,0
"IL11RA",1,0,0,0.491471133541965,-6.11257289008366,0.654822827157873,0.51949301271892,0.977208286870888,-4.64241604956058,1,0,0
"IL12A",1,0,0,-0.506280259754463,1.14117860524742,-1.08299276268659,0.29075054342001,0.977208286870888,-4.58874030733315,1,0,0
"IL12B",1,0,0,0.200856221442772,-5.24230609177425,0.188815443281668,0.851999841584425,0.979296806686586,-4.6721564779588,1,0,0
"IL12RB1",1,0,0,0.155389734656636,4.90187477086501,0.428483215066383,0.67254089391544,0.977208286870888,-4.66084787476668,1,0,0
"IL12RB2",1,0,0,0.0406846408308836,3.11454974988043,0.0567172090140359,0.955291726838704,0.99512467842614,-4.67465483944264,1,0,0
"IL13",1,0,0,-1.34216027218724,-6.83942585962431,-1.69577728323313,0.104292281464165,0.977208286870888,-4.47737361262264,1,0,0
"IL13RA1",1,0,0,0.381656874688915,-4.94163579111675,0.446160981500337,0.659920326832017,0.977208286870888,-4.65967423265144,1,0,0
"IL13RA2",1,0,0,-0.891760885723254,3.31478177743712,-1.0380316141287,0.310733711797221,0.977208286870888,-4.59543672782281,1,0,0
"IL15",1,0,0,-0.348004054288826,2.95588213878766,-1.34468491176283,0.192674820342697,0.977208286870888,-4.54542583530329,1,0,0
"IL15RA",1,0,0,-0.0762479571648178,-1.1615858780146,-0.0945531193118313,0.925541223829422,0.990173046630406,-4.67421346844589,1,0,0
"IL16",1,0,0,0.251863008148471,6.93532354199783,1.08122934118018,0.29151647730848,0.977208286870888,-4.58900729542885,1,0,0
"IL17A",1,0,0,0.952186617854869,-7.10963942875315,1.80538642477613,0.0849693795347859,0.977208286870888,-4.45424361760791,1,0,0
"IL17B",1,0,0,0.360923075400059,-5.8052044773163,0.475221938028725,0.639397835842601,0.977208286870888,-4.65764539449577,1,0,0
