"""delta_promoter_methylation""","""delta_TF_activity""","""logFC_expression""","""nb_enhancer_changed""","""nb_enhancer_hyper""","""nb_enhancer_hypo""","""nb_enhancer_unchanged""","""nes""","""NR_Promoter_Methylation""","""NR_TF_activity""","""P.Value_expression""","""P.Value_promoter_methylation""","""R_Promoter_Methylation""","""R_TF_activity""","""Size""","""TF_logFC""","""TF_Pval""","""TF_Pval_fdr""","""total_enhancers""","__mclCluster","name","PR","selected","shared name"
"-0.0363512434417127","0.0","4.93491932371609","0","0","0","8","0.0","0.562033285166636","0.0","0.0630616837484751","0.577108755898913","0.598384528608349","0.0","0","0.0","1.0","1.0","8",,"""LIPC""",,"false","""LIPC"""
"0.00154979051736742","0.0","-5.33019497385559","1","1","0","6","0.0","0.141324587285949","0.0","0.0224857605990228","0.643116292959132","0.139774796768582","0.0","0","0.0","1.0","1.0","7","1","""ASF1B""","1.0","false","""ASF1B"""
"0.0100010127847011","0.0","-12.2123977127543","0","0","0","6","0.0","0.584633768201653","0.0","0.00643769940420225","0.374392798096909","0.574632755416951","0.0","0","0.0","1.0","1.0","6",,"""LTF""",,"false","""LTF"""
"0.00720545027511194","0.0","5.48935830290424","1","0","1","9","0.0","0.129779524358205","0.0","0.0241404057552521","0.022154655400399","0.122574074083093","0.0","0","0.0","1.0","1.0","10",,"""ATG10""",,"false","""ATG10"""
"0.0051095257912977","0.0","7.18369611535279","5","3","2","41","0.0","0.20045337314131","0.0","0.0310848498461204","0.251639614031457","0.195343847350012","0.0","0","0.0","1.0","1.0","46","1","""UBP1""","1.0","false","""UBP1"""
"0.00539997276486253","0.0","8.31863010461904","4","4","0","21","0.0","0.0345429246217922","0.0","0.0278286830914371","0.00864047601790187","0.0291429518569297","0.0","0","0.0","1.0","1.0","25","1","""MAT2A""","1.0","false","""MAT2A"""
"0.00474865505019881","0.0","-6.16446257379336","0","0","0","8","0.0","0.0618737082378335","0.0","0.038914810189108","0.279999885453759","0.0571250531876347","0.0","0","0.0","1.0","1.0","8","1","""NDC80""","1.0","false","""NDC80"""
"0.0","0.0","4.82048469205765","0","0","0","0","0.0","0.0","0.0","0.0939998079936294","1.0","0.0","0.0","0","0.0","1.0","1.0","0","1","""PECAM1""","1.0","false","""PECAM1"""
"0.0080792107516377","0.0","-7.46823703202309","4","4","0","34","0.0","0.184302085962361","0.0","0.00698598301846009","0.43908479211244","0.176222875210723","0.0","0","0.0","1.0","1.0","38","1","""AURKA""","1.0","false","""AURKA"""
"0.030537074867307","0.0","-6.05256984862146","0","0","0","11","0.0","0.26201416113433","0.0","0.0392247106380814","0.0106468735488535","0.231477086267023","0.0","0","0.0","1.0","1.0","11","1","""NEK2""","1.0","false","""NEK2"""
"0.0040643410301197","0.0","10.3439816933228","0","0","0","1","0.0","0.0691810055905346","0.0","0.0162429740516653","0.718150779367048","0.0651166645604149","0.0","0","0.0","1.0","1.0","1","1","""UTRN""","1.0","false","""UTRN"""
"0.0115113767208267","0.0","3.64671293434068","1","1","0","18","0.0","0.38973440811008","0.0","0.0817897717588081","0.132380684644756","0.378223031389253","0.0","0","0.0","1.0","1.0","19","1","""WDR25""","1.0","false","""WDR25"""
"8.06504273449454E-4","0.0","-7.77262607949254","0","0","0","1","0.0","0.0227907284615939","0.0","0.0315845294374741","0.449125018830324","0.0219842241881444","0.0","0","0.0","1.0","1.0","1","1","""NUSAP1""","1.0","false","""NUSAP1"""
"-0.00632607252136003","0.0","6.21031781729035","1","1","0","28","0.0","0.28912543588386","0.0","0.0694732176976667","0.195245912659755","0.29545150840522","0.0","0","0.0","1.0","1.0","29",,"""WWOX""",,"false","""WWOX"""
"0.0","0.0","-7.15517123470755","0","0","0","0","0.0","0.0","0.0","0.0288267976982046","1.0","0.0","0.0","0","0.0","1.0","1.0","0","1","""UXT""","1.0","false","""UXT"""
"0.0145226320090102","0.0","-7.33696519122023","2","1","1","17","0.0","0.672572761015619","0.0","0.0897237710131271","0.474926331664035","0.658050129006609","0.0","0","0.0","1.0","1.0","19",,"""BEST1""",,"false","""BEST1"""
"0.00398273839132834","0.0","-6.61274041269776","0","0","0","0","0.0","0.440977898304482","0.0","0.0694858127211607","0.738558140125323","0.436995159913154","0.0","0","0.0","1.0","1.0","0","1","""ACOT7""","1.0","false","""ACOT7"""
"0.0557504400088699","0.804731594565873","-2.78638846076082","0","0","0","1","-0.259061478387055","0.683208906109371","0.388322834936767","0.0683043289989361","0.00352299420311332","0.627458466100502","-0.416408759629106","13","0.0","0.795587806179711","0.942577207909883","1","1","""NR5A1""","1.0","false","""NR5A1"""
"0.0102503432769874","0.0","-4.98234256493834","1","1","0","3","0.0","0.175733497810029","0.0","0.0439743149349066","0.209620605182636","0.165483154533042","0.0","0","0.0","1.0","1.0","4","1","""P4HA2""","1.0","false","""P4HA2"""
