"tf","target","mor","likelihood","state","mor_cytoscape"
"PPARG","RETN",0.823365921354361,1,"activation",0.823365921354361
"PPARG","SAT1",-0.8578521870048,1,"inhibition",0.8578521870048
"PPARG","SCARB1",0.289951388593506,1,"activation",0.289951388593506
"PPARG","SERPINE1",0.677657479042229,1,"activation",0.677657479042229
"PPARG","SLC2A4",-0.804549375542194,1,"inhibition",0.804549375542194
"PPARG","TNFRSF11B",0.867383678419347,1,"activation",0.867383678419347
"PPARG","TP53",-0.926217378640767,1,"inhibition",0.926217378640767
"PPARG","TSHR",0.22348930009059,1,"activation",0.22348930009059
"PPARG","UCP1",0.302739112664553,1,"activation",0.302739112664553
"PPARG","VLDLR",0.452590983025202,1,"activation",0.452590983025202
"PRDM14","POU5F1",0.839198661076521,1,"activation",0.839198661076521
"PRDM14","ABCA4",0.407417086680738,1,"activation",0.407417086680738
"PRDM14","ADAMTS2",0.335950120799427,1,"activation",0.335950120799427
"PRDM14","AGAP1",0.841733562910069,1,"activation",0.841733562910069
"PRDM14","AGAP3",-0.332858710525612,1,"inhibition",0.332858710525612
"PRDM14","AGPAT3",0.825247428042656,1,"activation",0.825247428042656
"PRDM14","AHDC1",-0.422905908054572,1,"inhibition",0.422905908054572
"PRDM14","AHNAK",-0.563984669464202,1,"inhibition",0.563984669464202
"PRDM14","AJAP1",-0.316614871518713,1,"inhibition",0.316614871518713
"PRDM14","ALK",0.294603619533633,1,"activation",0.294603619533633
"PRDM14","AMPD3",-0.00284708346650122,1,"inhibition",0.00284708346650122
"PRDM14","ANO1",-0.422905908054572,1,"inhibition",0.422905908054572
"PRDM14","ARHGEF17",-0.602875899261492,1,"inhibition",0.602875899261492
"PRDM14","ARHGEF2",0.831990887038392,1,"activation",0.831990887038392
"PRDM14","ARID1A",0.216789918639043,1,"activation",0.216789918639043
"PRDM14","ARID1B",0.337301686864077,1,"activation",0.337301686864077
"PRDM14","ARID5A",-0.0702690328820038,1,"inhibition",0.0702690328820038
"PRDM14","ASS1",-0.151181216931816,1,"inhibition",0.151181216931816
"PRDM14","ATP13A2",0.83309540880838,1,"activation",0.83309540880838
"PRDM14","AUTS2",-0.802742676245698,1,"inhibition",0.802742676245698
"PRDM14","AXIN2",0.727191563353755,1,"activation",0.727191563353755
"PRDM14","BCAR3",0.196761247972746,1,"activation",0.196761247972746
"PRDM14","BCL11A",-0.900359413879863,1,"inhibition",0.900359413879863
"PRDM14","BCOR",-0.881512072075378,1,"inhibition",0.881512072075378
"PRDM14","BMP7",-0.815794367294423,1,"inhibition",0.815794367294423
"PRDM14","CA4",0.746731937257028,1,"activation",0.746731937257028
"PRDM14","CACNA1C",-0.801770839308054,1,"inhibition",0.801770839308054
"PRDM14","CACNA1G",-0.00683492015147213,1,"inhibition",0.00683492015147213
"PRDM14","CCDC33",-0.939652310942516,1,"inhibition",0.939652310942516
"PRDM14","CCDC57",0.327176943408691,1,"activation",0.327176943408691
"PRDM14","CCND2",0.69689407872093,1,"activation",0.69689407872093
"PRDM14","CD6",-0.0702690328820038,1,"inhibition",0.0702690328820038
"PRDM14","CD9",-0.927238801981086,1,"inhibition",0.927238801981086
"PRDM14","CDC42BPG",0.900285087891285,1,"activation",0.900285087891285
"PRDM14","CDC42EP4",-0.763483411615977,1,"inhibition",0.763483411615977
"PRDM14","CDH23",-0.49083549212965,1,"inhibition",0.49083549212965
"PRDM14","CDYL",-0.777899303685594,1,"inhibition",0.777899303685594
"PRDM14","COBL",-0.313418289941462,1,"inhibition",0.313418289941462
"PRDM14","COL2A1",-0.841131093012952,1,"inhibition",0.841131093012952
"PRDM14","CORO2B",-0.852635533679108,1,"inhibition",0.852635533679108
"PRDM14","CPAMD8",-0.00221536235560399,1,"inhibition",0.00221536235560399
"PRDM14","CPLX2",0.47977931886706,1,"activation",0.47977931886706
"PRDM14","CROCC",0.68029747180017,1,"activation",0.68029747180017
"PRDM14","CSMD2",0.286626770664316,1,"activation",0.286626770664316
"PRDM14","CXCL12",-0.710119865578612,1,"inhibition",0.710119865578612
"PRDM14","CYP26B1",0.888400451605311,1,"activation",0.888400451605311
"PRDM14","DAB2IP",-0.904135557422587,1,"inhibition",0.904135557422587
"PRDM14","DGKG",-0.0150365450678785,1,"inhibition",0.0150365450678785
"PRDM14","DGKZ",-0.0501739599499049,1,"inhibition",0.0501739599499049
"PRDM14","DLGAP4",-0.522805675284139,1,"inhibition",0.522805675284139
"PRDM14","DLL4",-0.831188483598142,1,"inhibition",0.831188483598142
"PRDM14","DNMT3A",-0.150586700345167,1,"inhibition",0.150586700345167
"PRDM14","DPYSL5",0.856077303994658,1,"activation",0.856077303994658
"PRDM14","DYSF",-0.769539315455105,1,"inhibition",0.769539315455105
"PRDM14","ECE1",0.87981152712264,1,"activation",0.87981152712264
"PRDM14","EFNB1",0.240997258900123,1,"activation",0.240997258900123
"PRDM14","EPB41L1",0.792408564709673,1,"activation",0.792408564709673
"PRDM14","EPHB3",0.498725252488692,1,"activation",0.498725252488692
"PRDM14","FAM131C",-0.815794367294423,1,"inhibition",0.815794367294423
"PRDM14","FAM174B",0.212927756538188,1,"activation",0.212927756538188
"PRDM14","FAM46B",0.670336291531226,1,"activation",0.670336291531226
"PRDM14","FHAD1",-0.0103199971111303,1,"inhibition",0.0103199971111303
"PRDM14","FOSL2",-0.825337850165496,1,"inhibition",0.825337850165496
"PRDM14","GATA2",-0.976794902459924,1,"inhibition",0.976794902459924
