"","ID","logFC","AveExpr","t","P.Value","adj.P.Val","B","nb_enhancer_hyper","nb_enhancer_hypo","nb_enhancer_unchanged","total_enhancers","nb_enhancer_changed"
"12131","USP30",2.17479102342865,1165.00098465417,0.906489047306438,0.369124065298761,0.875318006944063,-4.59588877443696,0,0,1,1,0
"12132","USP32",-3.57685071114504,18361.9344179326,-1.15618349050216,0.253225842403928,0.822278184815441,-4.59373407349019,1,0,6,7,1
"12133","USP33",2.13576330979254,8204.66689567409,0.190569294273355,0.849652328085242,1,-4.59926155819406,0,0,2,2,0
"12134","USP34",3.84715876910623,41613.3153680239,1.88513616770892,0.0653629925036659,0.696897404501674,-4.58494049529486,0,2,30,32,2
"12135","USP35",2.36436064409532,813.327370098284,2.48275695592983,0.0165186903416535,0.615308093686932,-4.5754911968826,2,2,19,23,4
"12136","USP36",3.01350437150457,6659.6018729403,1.17974421945778,0.243811852675242,0.818094844350228,-4.59350642549234,1,1,6,8,2
"12137","USP37",2.32913767409397,3019.74513352029,0.727808660172743,0.470202775529711,0.917010182017858,-4.59713031985458,2,0,19,21,2
"12138","USP38",2.73234142849858,5014.76525391288,1.38109010448259,0.173532878255217,0.77304547669561,-4.59139753990324,1,2,24,27,3
"12139","USP39",-0.438184571903273,6296.68469796589,-0.00842897030460848,0.993309041913431,1,-4.59941981359655,4,0,32,36,4
"12140","USP4",2.59685734607648,16155.7922654026,0.268440794555711,0.789489731998637,1,-4.59910572229041,0,0,3,3,0
"12141","USP40",2.5622122762074,2558.98854145332,0.932225445147448,0.355801902435776,0.870948233685501,-4.59568894625037,0,0,1,1,0
"12142","USP42",2.63485912422588,2800.6670208361,0.895532212522999,0.374891602324527,0.87679849730553,-4.59597226225216,0,0,6,6,0
"12143","USP43",-2.00340977809941,278.212646798825,-1.44124826893784,0.15589045042438,0.762805536096622,-4.59071240553282,0,1,0,1,1
"12144","USP44",-1.90085724371452,94.5919506596624,-1.63576744491454,0.108312162492409,0.728554519149754,-4.58833299093651,0,1,5,6,1
"12145","USP46",1.74843859294378,870.350274514395,0.461877280023137,0.646218445273033,0.989889782824592,-4.59849202363025,1,0,0,1,1
"12146","USP47",3.3306716227825,10098.5256482632,1.47668268898671,0.146174618588651,0.756688815855003,-4.59029740153238,0,1,8,9,1
"12147","USP48",-1.92450584782094,10336.6938391335,-0.0890337058640415,0.929418917594722,1,-4.59938549313797,4,1,21,26,5
"12148","USP49",0.650474587042539,505.654890660222,0.0545057328165128,0.956754410020984,1,-4.59940714378436,2,0,5,7,2
"12149","USP5",1.97824578910817,6381.72947662898,0.184187341550254,0.854628490351433,1,-4.59927199353575,2,2,11,15,4
"12150","USP53",2.9004906691466,1388.3458776942,1.95723568079846,0.0560429703014615,0.696897404501674,-4.58389343581755,1,1,9,11,2
"12151","USP54",-1.42814647058107,1448.36121668408,-0.0781807952488198,0.938003402911886,1,-4.59939342035804,3,0,12,15,3
"12152","USP6NL",1.3186196328641,2832.99122864999,0.03648265900518,0.971046090257919,1,-4.59941430854584,1,3,8,12,4
"12153","USP7",-2.80609156146304,26723.0215128564,-0.199154519049949,0.84296798627712,1,-4.59924696125978,0,0,23,23,0
"12154","USP8",3.36184245571895,7383.91767437127,1.54640411185924,0.128457455888501,0.747720451832946,-4.58945656721538,0,0,2,2,0
"12155","USPL1",2.77186949774162,3185.45471498476,1.37197900390104,0.176334094114581,0.773326251337254,-4.59149914539447,5,0,31,36,5
"12156","UST",1.95192780675142,288.722908867731,0.890326366173704,0.377651908997524,0.877474604740127,-4.59601159635476,3,0,19,22,3
"12157","UTP11L",2.03042632632832,2309.04914691802,0.362475008100796,0.718559661299693,1,-4.59884756498535,3,0,12,15,3
"12158","UTP14C",3.21001801089261,6490.22565707682,2.05709679814284,0.0450331618297719,0.682628395765314,-4.5823975698379,0,0,2,2,0
"12159","UTP15",2.40776582201538,1075.49320632761,1.83093545332119,0.0732092012137572,0.701285810794373,-4.58570869273165,0,0,8,8,0
"12160","UTP18",2.58438360545617,3783.94699317795,0.756721491975733,0.452848771334963,0.910123520086291,-4.5969469166076,0,0,15,15,0
"12161","UTP20",2.89939896241292,5104.68984571223,1.43057646100714,0.158913527232513,0.76312288828669,-4.59083574008477,0,1,1,2,1
"12162","UTP23",1.88850205745987,434.784207265556,1.05209847284718,0.297927773554526,0.843093797550978,-4.59469020186453,0,0,2,2,0
"12163","UTP3",2.72458774049165,1924.13985077836,1.82505128536931,0.0741069655983252,0.702481753595175,-4.58579109067506,3,1,28,32,4
"12164","UTP6",3.23878907416247,5319.94765676137,2.53544591187126,0.0144796622255955,0.607529672626876,-4.57458362856586,0,0,17,17,0
"12165","UTRN",4.49233417031836,64605.0736051718,2.89270239102017,0.00568841336896765,0.565705210983799,-4.56818245422033,0,0,1,1,0
"12166","UTS2R",-0.910626305617024,2.42640713561982,-0.612474078395604,0.543063071994021,0.943642717604054,-4.59779347307195,0,0,2,2,0
"12167","UXS1",2.48565998132174,4355.23153711431,0.535552328722796,0.594696447607559,0.972773543511766,-4.59817417930719,1,0,16,17,1
"12168","VAC14",-2.14117661265354,4570.36138255641,-0.391981389556601,0.696775806602214,1,-4.59875085817079,0,0,7,7,0
"12169","VAMP1",2.66973995126896,1520.83614941857,2.6450792727921,0.010951840368251,0.590738210819406,-4.57266303863467,7,1,16,24,8
"12170","VAMP2",1.87790297177948,1093.46485157161,0.358607729776778,0.721432809358567,1,-4.59885968542802,2,0,5,7,2
"12171","VAMP3",-2.38882476681706,1823.46067279396,-1.08363472616896,0.283843076063164,0.837885791149028,-4.59440912036668,0,0,3,3,0
"12172","VAMP4",2.76787894081854,1198.2035931296,1.15604756811713,0.253280899039174,0.822278184815441,-4.59373537490085,1,0,6,7,1
"12173","VAMP5",-2.4991878680966,1664.32245564878,-0.690795739912542,0.492961427700046,0.924439861870968,-4.5973551100257,1,0,0,1,1
"12174","VAMP8",2.16537029519219,8002.17263396913,0.116646947592313,0.907617777701134,1,-4.59936068779117,3,0,13,16,3
"12175","VANGL1",2.29793868135191,2416.82202230795,0.325724168927823,0.746023361309319,1,-4.59895754352975,0,0,1,1,0
"12176","VANGL2",-1.6488866258593,191.85242638437,-0.508036228354451,0.613712982064319,0.978139915583477,-4.59829826845139,0,0,14,14,0
"12177","VAPA",2.99468799067726,9510.37258348558,0.903157611987857,0.370871642330594,0.876007674562339,-4.595914259392,1,0,11,12,1
"12178","VARS",-3.13431414192971,9817.22026603423,-1.13251466929985,0.26294299121481,0.829216576105713,-4.59395862778425,2,0,10,12,2
"12179","VARS2",-1.9152839439496,2645.0873314432,-0.282282108404461,0.778919017954378,1,-4.59907251801502,0,0,8,8,0
"12180","VASH1",1.56798849948284,344.616939395483,0.542819958341553,0.589720439749739,0.970672087422636,-4.59814033718878,0,0,10,10,0
"12181","VASH2",-0.526102302881299,45.0035556145894,-0.134290996261482,0.893723888696038,1,-4.59934135432794,0,0,1,1,0
"12182","VASP",-2.97106322579159,14391.8531801501,-0.288178160249423,0.774428804030372,1,-4.59905787018772,2,0,5,7,2
"12183","VAT1",-3.09561967809214,5252.51670300706,-0.84899648346763,0.400022082088724,0.884841355067149,-4.59631623320926,0,0,3,3,0
"12184","VAT1L",-1.45004016136,18.8642343279549,-1.73970236290278,0.0882050595484614,0.712968632082957,-4.58696371893687,0,0,8,8,0
"12185","VAV2",-2.46670848796618,1755.59975839864,-0.650027094961836,0.518718149354051,0.936568341586294,-4.59758964052762,0,0,12,12,0
"12186","VAV3",3.63317333558506,8780.82469979057,1.98373543854872,0.0529164041167557,0.696897404501674,-4.58350155932317,4,1,27,32,5
"12187","VAX1",0,0,0,1,1,-4.59942012403346,0,4,8,12,4
"12188","VAX2",-0.693507791576812,1.39433720050282,-0.249747865327389,0.803828945564903,1,-4.59914793096619,0,0,8,8,0
"12189","VCAM1",-2.5278344579128,661.342040018171,-0.945790642193407,0.348907405065596,0.867937076029896,-4.59558152575557,3,0,3,6,3
"12190","VCAN",5.08329183430081,116739.325601084,0.957132055438028,0.343210740216356,0.865272249869025,-4.59549060957424,2,2,16,20,4
"12191","VCL",3.90397686662327,43882.206340981,1.05529726730445,0.296477561287997,0.843093797550978,-4.59466203544774,1,0,7,8,1
"12192","VCP",2.82661162958138,50634.9245523456,0.138800745043136,0.890177875767403,1,-4.599335977131,0,1,3,4,1
"12193","VCPIP1",0.762015281738841,3800.61776820504,0.0203300657033062,0.983862833203422,1,-4.59941831811204,1,1,18,20,2
"12194","VDAC2",-2.41964626859951,4581.9271625476,-0.507468404379547,0.614108307111544,0.978139915583477,-4.59830076173074,0,0,1,1,0
"12195","VDAC3",-1.00036341713933,8630.8825440803,-0.0103775386663436,0.991762310105164,1,-4.59941965347596,0,1,14,15,1
"12196","VDR",2.09609761658505,1157.25794867149,0.286446366460101,0.77574687481882,1,-4.5990622037589,0,0,6,6,0
"12197","VEGFA",-2.89600842095889,3128.67274572345,-0.790927974059317,0.432806969692924,0.89925659348743,-4.59672114455233,3,2,32,37,5
"12198","VEGFB",-2.02487258176726,948.176119992286,-0.730652181600614,0.468479417247883,0.916746402437504,-4.59711258539936,1,0,2,3,1
"12199","VEGFC",-1.07994933626519,44.2930176229605,-0.2751471459805,0.784362916670559,1,-4.59908984140165,0,1,7,8,1
"12200","VEPH1",-2.56802711177084,332.269965188793,-1.45779528117779,0.151292250442153,0.759404579740513,-4.59051965481907,1,1,13,15,2
"12201","VEZF1",3.04254821006339,12622.9668890521,0.347464872149772,0.729733821337881,1,-4.59889388872144,2,0,18,20,2
"12202","VEZT",2.86131101464253,3997.83869123721,1.27453147648136,0.208500881192489,0.799741009212107,-4.59254963116986,2,1,15,18,3
"12203","VGF",0.254202541065015,1.41819433957246,2.23592174080818,0.0299555194754099,0.664846112801458,-4.57959479349252,0,0,2,2,0
"12204","VGLL4",-1.92793292285094,1661.03491488459,-0.433340604101026,0.666673706886342,0.998244163845272,-4.59860274100945,0,0,1,1,0
"12205","VHL",2.15152752684333,3923.52476150344,0.366950529164941,0.715239742039462,1,-4.59883337770616,0,0,9,9,0
"12206","VIL1",1.79616623537295,87.5510330388073,0.908245100473079,0.368205017656083,0.874594832490859,-4.59587530562822,3,0,10,13,3
"12207","VILL",2.23393006808928,2621.31454161281,0.459615799515016,0.647829732581229,0.990506724416166,-4.59850105101318,0,0,3,3,0
"12208","VIM",-3.68172698137983,235804.473169376,-0.0768283276776255,0.939073725923978,1,-4.59939433616255,3,1,27,31,4
"12209","VIP",-0.308753752530374,2.1397456653083,-0.854075756871368,0.397229390687049,0.88390388840217,-4.59627952834576,1,0,2,3,1
"12210","VIPR1",2.44060262077148,683.35171873891,0.90788482589303,0.368393451062605,0.87461177085229,-4.59587807089486,1,0,17,18,1
"12211","VIT",-1.30888320955185,50.8374895593452,-0.328543265106514,0.743904312403989,1,-4.59894951938632,0,0,7,7,0
"12212","VKORC1",1.42611370699702,122.651011550169,1.02750668185687,0.309239825243003,0.849755043597637,-4.59490413162752,2,0,7,9,2
"12213","VLDLR",3.09158097787979,1964.65032930823,1.17295621102818,0.24649773046212,0.818377619616481,-4.59357243225078,1,0,5,6,1
"12214","VMAC",1.95033935532683,327.55959125805,1.68374631216243,0.0986073379604903,0.720646061435398,-4.58770908702858,1,0,0,1,1
"12215","VMO1",0.15658566872346,24.0342923848478,0.0795542474584581,0.936916591143585,1,-4.59939247399749,1,0,5,6,1
"12216","VN1R1",1.61154939310379,115.043198507978,1.08795114707878,0.281952033500235,0.837862399394695,-4.59437006212759,0,0,6,6,0
"12217","VN1R2",-0.227621863287231,0.235774877529013,-0.538940581021471,0.59237411468199,0.971958097720202,-4.59815845714626,1,0,0,1,1
"12218","VN1R4",-0.117805926345617,0.0277190414930863,-0.563942167546819,0.575371923763433,0.963488973689192,-4.59803945483403,1,0,0,1,1
"12219","VNN1",-2.45341289589627,1781.19275041835,-0.369952799901986,0.713015775838363,1,-4.59882376409401,1,1,3,5,2
"12220","VNN2",-2.9771917896321,7228.74398874956,-0.225322614626784,0.822667699777179,1,-4.59919851595381,1,1,21,23,2
"12221","VNN3",-2.62686056760065,915.160432557517,-0.936585535408515,0.353576291823061,0.869939053925964,-4.5956545767543,1,1,10,12,2
"12222","VOPP1",-2.35406970963161,739.844913273958,-1.3906624470572,0.170626911273988,0.770296677278741,-4.59129017499149,5,2,22,29,7
"12223","VPRBP",3.22161882994718,7533.2852735463,1.58740438829466,0.118869469664103,0.73640368522022,-4.58894736698936,0,0,15,15,0
"12224","VPS13C",4.19821419880707,61596.6729093146,2.95289219520882,0.00482741767945945,0.562871046487498,-4.56706708738961,1,0,5,6,1
"12225","VPS13D",3.82663100581244,24593.2780103003,3.45902249310537,0.00113344551372982,0.46438376626021,-4.55738553191148,0,0,13,13,0
"12226","VPS16",2.5900173357569,4700.09183547534,0.722523768108319,0.473415332363577,0.918229264626026,-4.59716310473758,0,1,14,15,1
"12227","VPS18",1.93524527698496,2964.22088923741,0.266786796836681,0.790755621775313,1,-4.5991095791347,3,2,7,12,5
"12228","VPS25",-2.04473351809514,1652.21270908489,-0.700075850005275,0.487198668323989,0.923202146835952,-4.59729980691639,1,0,4,5,1
"12229","VPS26A",2.19522554625719,3052.45152291494,0.446211960759218,0.657414594426628,0.994153333765287,-4.59855366207669,1,0,9,10,1
"12230","VPS26B",-1.53644867453045,4117.64550190978,-0.11230639696326,0.911040408029177,1,-4.5993650277423,1,1,34,36,2
"12231","VPS29",2.36724698009428,2203.79889590815,0.674264484418574,0.503319624885538,0.928874853490768,-4.59745186601723,0,0,3,3,0
"12232","VPS33A",2.38847006535507,1320.970450903,2.53273762954929,0.0145786228171012,0.607529672626876,-4.57463053063197,0,0,1,1,0
"12233","VPS35",2.73740707433661,14248.843270585,0.339745484550678,0.735503752006157,1,-4.59891695676554,2,0,14,16,2
"12234","VPS36",2.9378395980946,6834.82835750901,1.16592293985046,0.249303132369264,0.819725114251203,-4.59364046586428,0,0,1,1,0
"12235","VPS37A",2.54346866789902,4294.18418728447,0.487910563301473,0.627794629125741,0.983128458302553,-4.59838497123495,0,1,1,2,1
"12236","VPS37B",-2.576269888299,4914.95797489695,-0.559915138463979,0.578094365858602,0.965377324286607,-4.59805897806872,0,0,7,7,0
"12237","VPS37C",-1.48301781539985,364.463555580108,-0.544520951622719,0.58855866506153,0.969720569046126,-4.5981323521106,1,1,7,9,2
"12238","VPS37D",0.837460798427465,3.68500561915195,0.455985809348435,0.650419629450309,0.991700544445752,-4.59851545015364,1,0,19,20,1
"12239","VPS39",2.98348768085345,10256.936389826,1.16077176328727,0.251372358283314,0.820941576949782,-4.59369006213235,0,0,3,3,0
"12240","VPS41",3.19733710235881,9112.10979124059,1.48458883815421,0.14407337252405,0.756418015410454,-4.59020366255222,4,0,13,17,4
"12241","VPS45",2.57838250438599,1922.92425957958,1.86072511791283,0.0688037036937863,0.69857987853362,-4.58528852167126,1,1,30,32,2
"12242","VPS4A",2.77522589210379,4618.34141034203,1.75186646158194,0.0860687226495282,0.711011629105429,-4.58679920319095,0,0,1,1,0
"12243","VPS52",2.72888966823216,4439.01216870049,2.22404026471308,0.030797286864336,0.66487275757254,-4.5797856982668,0,0,3,3,0
"12244","VPS53",2.21944134625446,4540.23494858214,0.485497090819211,0.629492864169456,0.98369635694422,-4.59839513795552,2,0,8,10,2
"12245","VPS72",1.32258240257556,3001.05571086817,0.0728963461698868,0.942186075835501,1,-4.59939690792329,0,0,1,1,0
"12246","VPS8",3.0617382483689,11135.8778166147,0.712226290237611,0.479710526748229,0.920154375127216,-4.59722632750683,0,0,1,1,0
"12247","VRK1",-3.3030772578751,10026.8919044743,-1.1246683247652,0.266222120495005,0.830651725367694,-4.59403214852188,2,0,17,19,2
"12248","VRK2",2.64671570295313,2586.59202820733,1.35292672637652,0.18230386760501,0.778212507708553,-4.59170975773382,4,0,15,19,4
"12249","VRK3",-2.76055218205822,4829.16571546235,-1.7273909103959,0.0904119670776293,0.714808643109171,-4.58712933076688,0,0,1,1,0
"12250","VSIG10L",1.20963703562541,57.5357109534311,1.01950371607565,0.312983459698732,0.849764558250222,-4.59497275242382,3,0,7,10,3
"12251","VSIG8",-0.842235053638121,49.6303154835962,-0.381735012606919,0.704312406523444,1,-4.59878528782536,0,1,10,11,1
"12252","VSTM1",-2.71766070294123,1410.83300153087,-0.816128571669189,0.418386090076017,0.893388191822319,-4.59654875344939,0,0,1,1,0
"12253","VSTM2L",0.676829100997084,3.30555206381687,0.994919516425367,0.324675208460384,0.853581200572585,-4.59518046494773,0,0,23,23,0
"12254","VSX2",0.385969594055092,0.904139519936732,0.552550928087014,0.583088978981182,0.967163324014166,-4.59809432735094,0,0,1,1,0
"12255","VTA1",-2.62952427043228,3768.04240131355,-1.03909711432161,0.303872328010764,0.847474612775827,-4.59480387979584,0,1,14,15,1
"12256","VTI1A",2.88689680781879,3011.8396922052,1.95583841548955,0.0562121395021257,0.696897404501674,-4.58391399482089,1,2,5,8,3
"12257","VTI1B",-2.0702298812971,1572.77924850493,-0.409510832057804,0.683953857457974,1,-4.59868986880185,0,0,5,5,0
"12258","VTN",0.336274187179284,81.2310905647225,0.121857650902773,0.903511350827356,1,-4.59935526070968,1,0,0,1,1
"12259","VWA1",-0.869938757490903,26.0658205389351,-0.526357295919461,0.601020299387073,0.973733336871315,-4.59821635786146,1,0,2,3,1
"12260","VWA2",-1.13539881587518,30.8769603289777,-0.466154553606319,0.643175599475583,0.988720860345596,-4.59847483055668,1,0,2,3,1
"12261","VWA3A",0.774364965009694,19.7784212241722,0.941020161141394,0.351321961322999,0.868852669586187,-4.595619466782,1,0,4,5,1
"12262","VWA3B",0.488125503523692,7.36451815890466,0.459190679905523,0.648132817312365,0.990678474493935,-4.59850274314395,0,3,30,33,3
"12263","VWA5A",2.27935558892789,1142.47166076102,0.437874159457485,0.663406387506615,0.99642568036446,-4.59858561571336,0,0,14,14,0
"12264","VWA5B1",0.195426608908122,3.82879660011117,0.556230685115092,0.580590671734024,0.96644155565726,-4.59807672101635,0,0,1,1,0
"12265","VWA5B2",-0.792976671980815,20.2108433986675,-0.917151223915678,0.363566548773676,0.873861046290914,-4.59580662168093,0,1,17,18,1
"12266","VWC2",0,0.591274777739889,0,1,1,-4.59942012403346,0,0,1,1,0
"12267","VWCE",1.99227557539555,683.765553721904,0.295207579447864,0.769085619835309,1,-4.59904001370802,1,0,5,6,1
"12268","VWF",4.10518288976495,6510.59743329633,1.17655201552941,0.245072292351771,0.81835714270271,-4.59353750879956,4,0,23,27,4
"12269","WAC",3.38985021675928,27972.3874814996,0.329428500900871,0.743239312662036,1,-4.59894698555157,0,0,1,1,0
"12270","WAPAL",3.29667487341335,13066.7527044492,1.58526727383905,0.119354539719673,0.73640368522022,-4.58897417451837,0,1,7,8,1
"12271","WARS",0.208296601344949,6765.09416028061,0.000756055667969085,0.999399832098326,1,-4.59942012153581,2,0,24,26,2
"12272","WARS2",-1.85727494115584,921.444292008903,-0.650138951484526,0.518646512366342,0.936568341586294,-4.59758901587335,0,0,1,1,0
"12273","WASF1",-2.12626112683642,1416.0087427849,-0.34369903180447,0.732546688533626,1,-4.59890520639947,2,0,1,3,2
"12274","WASF2",3.67371090993477,23596.4663960908,1.18633850728738,0.241222981952893,0.816869368570962,-4.59344197806136,1,0,9,10,1
"12275","WASF3",-2.47702980611106,232.320660277524,-1.98698706952792,0.0525433083764487,0.696897404501674,-4.58345321862303,0,0,1,1,0
"12276","WASL",1.87956259952592,1492.34910552834,0.351140723510921,0.726991781526843,1,-4.59888272372082,2,3,18,23,5
"12277","WBP1",1.45913417794651,199.961830683376,0.96601012341462,0.338794372950274,0.861997228002713,-4.59541873968109,3,1,16,20,4
"12278","WBP11",2.97648462291922,7994.13903339916,0.857175183482656,0.395531230909248,0.883270208000511,-4.59625702938985,2,1,23,26,3
"12279","WBP2",-3.2793282987409,9013.72186923783,-0.999942690509714,0.322262759518803,0.851362938998137,-4.59513840300051,1,0,1,2,1
"12280","WBP4",2.51929200330614,1754.56540349712,0.882301060073307,0.381932405819926,0.877764529937754,-4.59607181274381,4,0,7,11,4
"12281","WBSCR17",-0.335179433166977,0.913319422364468,-1.61044501304395,0.113740402719505,0.734621289808848,-4.58865650999501,0,0,3,3,0
"12282","WBSCR22",2.36979719995021,3024.88140468332,0.777501676556511,0.440609729686053,0.902729948972455,-4.59681089399876,1,0,12,13,1
"12283","WBSCR28",0,0.0189849923822003,0,1,1,-4.59942012403346,1,0,19,20,1
"12284","WDFY1",-3.00969038156166,5307.01875360208,-1.69492757839035,0.0964515770410473,0.720646061435398,-4.58756165883017,0,0,7,7,0
"12285","WDFY2",3.02213925862795,3871.59082577781,1.91921697269601,0.0608047769865779,0.696897404501674,-4.58444908821327,5,0,16,21,5
"12286","WDFY3",-3.54152302736198,11304.4078103794,-0.807942380008131,0.423038315995244,0.895201994141305,-4.59660531511459,1,2,8,11,3
"12287","WDFY4",-3.37889131095707,23453.0574140936,-0.671616546538289,0.504989723481682,0.929741825846239,-4.5974671544751,1,0,14,15,1
"12288","WDHD1",-2.59739463106736,2802.09761508277,-0.728385009999783,0.469853178741817,0.916884913455485,-4.59712673062837,0,0,7,7,0
"12289","WDR1",-3.16333078145828,29252.0843515355,-0.426094202579649,0.671909707174967,0.999394040313292,-4.5986297494164,1,0,10,11,1
"12290","WDR11",3.47148570182782,15168.2015473734,2.16182053002164,0.0355559789690303,0.670617873206242,-4.58077475823435,0,0,4,4,0
"12291","WDR12",-2.54620358391699,2770.23872907666,-1.02149322600173,0.312049943548757,0.849764558250222,-4.59495573946181,0,1,7,8,1
"12292","WDR16",-0.731678109762386,4.21510346076194,-2.5110826400856,0.01539226524093,0.611969756005422,-4.57500457757279,0,0,2,2,0
"12293","WDR17",-1.90880402913828,160.234574003244,-1.12951228962201,0.264194329236133,0.829216576105713,-4.59398681453002,1,3,6,10,4
"12294","WDR18",-1.50977456251939,919.392464221017,-0.233527123839918,0.816327350199944,1,-4.59918210185905,0,0,3,3,0
"12295","WDR20",2.39598794400666,2286.72248223446,1.52390224080868,0.133977329894296,0.749914025542044,-4.58973141701429,1,0,1,2,1
"12296","WDR24",1.96432103260357,1217.29921990456,0.624175131253405,0.535414986040608,0.942452895818901,-4.597731220486,0,0,2,2,0
"12297","WDR25",1.58374730446937,324.711670153905,1.6198122365906,0.111707196230307,0.732665036720524,-4.58853730306406,1,0,18,19,1
"12298","WDR26",-2.46529676011785,17006.1126433227,-0.0801299858000871,0.936461045717428,1,-4.59939207239227,1,1,7,9,2
"12299","WDR27",1.96604007405427,1573.55070780038,0.372814380975378,0.710898365252117,1,-4.59881452888525,2,1,17,20,3
"12300","WDR3",2.89506425878383,5080.2602782601,1.00847886146299,0.318190866496808,0.849764558250222,-4.5950664778607,2,0,8,10,2
"12301","WDR31",-1.71522136136219,224.812914825643,-1.21852137798697,0.228874398294527,0.813835687306218,-4.59312288082795,3,1,6,10,4
"12302","WDR33",3.16678833703413,7270.29850848527,2.80510986698577,0.00719878083448522,0.565705210983799,-4.56978821655017,0,0,3,3,0
"12303","WDR35",-2.98780796779007,1796.03192901552,-1.9279909071258,0.0596761992292931,0.696897404501674,-4.58432154868263,0,0,2,2,0
"12304","WDR37",2.20033038991499,4858.80678008914,0.310104090292574,0.757800110580138,1,-4.59900076111444,1,0,25,26,1
"12305","WDR38",-1.10134799610965,69.5484272419719,-0.710841293597208,0.480560799527428,0.920154375127216,-4.59723476449127,1,0,5,6,1
"12306","WDR4",-2.19125192113964,788.724068169361,-1.59958211198555,0.116135765684381,0.734621289808848,-4.58879405832569,3,0,1,4,3
"12307","WDR43",3.27157857521803,7078.34918123884,1.78090610137489,0.0811423799939175,0.7072906254879,-4.58640291902716,0,0,1,1,0
"12308","WDR46",-2.10220377423178,4084.36549009786,-0.355074618236647,0.724061240597402,1,-4.59887064609824,0,0,2,2,0
"12309","WDR48",3.12054898875735,7468.56199844787,1.4333850478166,0.158113518685027,0.763110553075158,-4.59080335569247,0,0,3,3,0
"12310","WDR49",-2.66478510308485,1416.56891231119,-0.529945295025013,0.598548940345505,0.973586240667869,-4.59819998426549,1,1,8,10,2
"12311","WDR53",-1.73028534781576,560.448864540166,-1.04659646879266,0.300433586758519,0.845228542093241,-4.59473846634327,2,0,3,5,2
"12312","WDR54",2.16385160675536,632.744901923991,1.30372247947915,0.198434996943415,0.788803793819842,-4.59224196532923,0,0,2,2,0
"12313","WDR55",-0.877641303474381,1329.76352284556,-0.0521523851220613,0.958619822372347,1,-4.59940824040044,0,1,9,10,1
"12314","WDR59",2.86386915873459,5516.74857517837,1.69014390647506,0.0973690705693342,0.720646061435398,-4.58762482608952,3,1,23,27,4
"12315","WDR5B",1.37000207755976,649.331644029853,0.208788871089269,0.835480695243477,1,-4.59922981730021,0,0,4,4,0
"12316","WDR6",3.11744823905225,9325.14441543999,1.59341198917203,0.117514428013363,0.734737593047964,-4.58887185329518,1,0,0,1,1
"12317","WDR61",-2.56917506246081,2900.79548557948,-1.11270581949924,0.271277126415181,0.832793117208359,-4.59414335243724,2,0,22,24,2
"12318","WDR64",-1.06253820746306,18.0091573876537,-1.75347948215384,0.0857886962524804,0.711011629105429,-4.58677732170181,0,0,17,17,0
"12319","WDR7",3.08260490535087,6756.45021894332,1.5856056032537,0.119277641283204,0.73640368522022,-4.58896993252005,2,1,18,21,3
"12320","WDR73",2.09994783526571,1867.85295121735,0.597413440670385,0.552988966001466,0.948984343570706,-4.59787191735919,3,0,22,25,3
"12321","WDR74",2.92631026165262,5716.94683786795,0.754690697055638,0.454055391635127,0.911120363166245,-4.59696002132609,2,0,12,14,2
"12322","WDR75",2.95313712572368,4133.45754174854,1.23448188622644,0.222925233663615,0.808951093428545,-4.59296183400428,0,0,2,2,0
"12323","WDR76",-2.66909766602885,2612.2142529106,-0.894228980652119,0.375581408634432,0.876870450867701,-4.59598212929439,0,1,0,1,1
"12324","WDR77",1.8894370216595,1337.46587777337,0.539917015700778,0.59170565614665,0.971860634154847,-4.5981539083239,4,0,20,24,4
"12325","WDR78",0.870101002663148,362.324780136514,0.0114985636865621,0.990872478545681,1,-4.59941954632203,1,0,7,8,1
"12326","WDR81",3.05174269448238,4584.76052609393,1.72251722141792,0.0912981709255059,0.714808643109171,-4.58719464050767,2,0,14,16,2
"12327","WDR82",2.73334940665242,6566.05481379537,0.888080662652185,0.378846629385303,0.877764529937754,-4.59602849804455,0,0,28,28,0
"12328","WDR83",-1.69741167373601,809.043771900566,-0.678830013393203,0.500447146868979,0.927295549274027,-4.59742536984967,0,0,4,4,0
"12329","WDR87",0.710866747281244,14.2180956841069,0.0203723372553572,0.983829284522324,1,-4.59941831059433,1,0,10,11,1
"12330","WDR88",1.6263916601604,111.355837900602,1.87375839765986,0.0669480483525873,0.697481823709453,-4.58510312102976,0,1,5,6,1
"12331","WDR90",-2.50388027670482,1516.42601306576,-0.947830773128919,0.347878127526263,0.867045017544162,-4.5955652456218,0,0,3,3,0
"12332","WDR91",-2.64620124383313,3049.78651304964,-1.19630132282374,0.237349589728679,0.816536622512385,-4.59334400425819,1,0,18,19,1
"12333","WDR92",2.43423365290859,970.238807554011,2.05203325731437,0.04554248875446,0.68432284662396,-4.58247465651251,1,2,9,12,3
"12334","WDR93",-0.5839366816734,18.138015494895,-0.657833077729955,0.513731590722544,0.934050560419568,-4.59754579955057,0,0,2,2,0
"12335","WDSUB1",-2.13516020616714,1188.5453418545,-1.07249888259844,0.288762553512249,0.840467526714517,-4.59450923536259,0,0,2,2,0
"12336","WDTC1",-3.22303415840496,11479.4572309173,-0.752623165326026,0.455285757316722,0.911916787680696,-4.59697332858725,1,0,2,3,1
"12337","WDYHV1",-1.37548657140691,560.779241938029,-0.387359365507257,0.70017171701569,1,-4.5987665005197,0,0,13,13,0
