"","ID","logFC","AveExpr","t","P.Value","adj.P.Val","B","nb_enhancer_hyper","nb_enhancer_hypo","nb_enhancer_unchanged","total_enhancers","nb_enhancer_changed"
"3925","FCHO1",2.33929681415379,4031.27979518716,0.369532344065946,0.713327082403079,1,-4.59882511510626,0,0,1,1,0
"3926","FCHSD1",-2.82080977591083,3256.35456126673,-0.990145127323168,0.326979380846376,0.854888718817209,-4.59522026281405,1,0,8,9,1
"3927","FCHSD2",3.06251740876849,8502.99224480103,1.28587299947967,0.204545572815822,0.794991530341607,-4.5924308137983,4,0,12,16,4
"3928","FCN3",0.254380176230175,3.43005315304631,0.847833921206558,0.400662990817492,0.885465209706658,-4.59632460534428,1,0,4,5,1
"3929","FCRL1",-3.07548840817997,831.352310978296,-1.81692840368903,0.0753615229069262,0.703056178411027,-4.58590451277573,0,0,2,2,0
"3930","FCRL2",-2.4667760463948,307.570891356589,-1.21428279092763,0.23047371039426,0.814123594580914,-4.59316533889266,0,0,3,3,0
"3931","FCRL4",0.233268347365429,0.894132657067965,1.88317182235822,0.0656343486973695,0.696897404501674,-4.58496862364911,0,0,1,1,0
"3932","FCRL5",-2.90861924243867,622.032423023799,-2.38422083022141,0.0210416775706033,0.64025493504271,-4.57715969357383,0,0,1,1,0
"3933","FCRL6",2.86785005708189,1871.38299403659,0.727642284449649,0.470303721675093,0.917020007747889,-4.59713135545571,0,1,25,26,1
"3934","FCRLA",-2.11611728870529,143.351540861878,-1.36390421312593,0.17884562557123,0.776455386753757,-4.59158871485933,0,0,8,8,0
"3935","FCRLB",1.0418141060971,38.2030351190156,0.683593926454434,0.497459432477456,0.927251884278749,-4.59739753884427,0,0,7,7,0
"3936","FDFT1",0.390630101057745,10561.1006851603,0.00193321607625407,0.998465386002076,1,-4.59942010770348,0,0,15,15,0
"3937","FDPS",2.84408620179505,3444.99205063628,2.25356300527056,0.0287432881638245,0.662443342755744,-4.579310163714,1,0,11,12,1
"3938","FDX1",1.72033441580104,682.683089586625,0.583790710039678,0.562045513578035,0.954305966413575,-4.59794123814136,4,1,3,8,5
"3939","FDX1L",1.83712577766094,313.462568323939,0.715066782770946,0.477969350236582,0.920154375127216,-4.59720897480694,0,0,1,1,0
"3940","FDXACB1",0.174612650103606,321.873162030082,0.0391707331228068,0.968913815918229,1,-4.59941342002168,3,1,27,31,4
"3941","FDXR",-2.17529118789709,583.918510450992,-1.32782233183573,0.190404355264941,0.784300040920685,-4.59198341579087,1,0,2,3,1
"3942","FECH",-4.09728531126976,34452.1936649439,-0.724853784427607,0.471997440406294,0.917926817482918,-4.59714867865798,0,0,7,7,0
"3943","FEM1A",2.65472324752261,6286.79892538677,0.498861582080913,0.620114575117775,0.979788574954112,-4.59833821932327,0,0,2,2,0
"3944","FEM1B",1.68596136078697,4746.6830405189,0.13381682886944,0.894096854814272,1,-4.59934190939853,1,0,3,4,1
"3945","FEM1C",2.30263103491295,2505.90136075541,0.386932242103641,0.70048584812547,1,-4.59876793678606,2,4,57,63,6
"3946","FEN1",-2.72066444119278,1892.58531381572,-1.36135410629701,0.179644467906432,0.776672899691131,-4.59161690808044,0,1,3,4,1
"3947","FER",2.87816478137683,1840.4222131977,1.59748549128668,0.116602761082542,0.734621289808848,-4.58882052028255,1,0,13,14,1
"3948","FER1L5",0.820382920686381,22.3886276628715,0.868284509237302,0.38948172993439,0.880360765440467,-4.5961757563417,2,0,6,8,2
"3949","FER1L6",1.64103974520732,55.7818501417223,1.16520148398421,0.24959219962617,0.819944672823016,-4.59364742394845,0,0,4,4,0
"3950","FERD3L",0,0,0,1,1,-4.59942012403346,0,0,4,4,0
"3951","FERMT3",-2.60479718781377,23355.0432017024,-0.132595718541103,0.895057455202992,1,-4.5993433298311,2,0,3,5,2
"3952","FES",3.10749361903047,11469.1120037785,0.571949188836903,0.569977468567225,0.959796077640954,-4.59800023155522,5,0,19,24,5
"3953","FEV",-0.0346465336354839,0.156355557887899,-0.131233137099019,0.896129532705841,1,-4.59934489947763,2,0,8,10,2
"3954","FEZF1",0,0,0,1,1,-4.59942012403346,0,0,1,1,0
"3955","FFAR1",-1.34888936576934,22.3752185371113,-1.4384633961901,0.156674969502565,0.762805536096622,-4.5907446645448,0,0,17,17,0
"3956","FFAR2",-2.54595078707349,426.693854618482,-1.13532387285347,0.261775990445424,0.828226382198179,-4.59393219375216,2,1,22,25,3
"3957","FFAR3",0.915453511889096,102.718005011072,0.120592088179828,0.904508469397765,1,-4.59935660060342,0,0,4,4,0
"3958","FGA",0,0.0251484363671927,0,1,1,-4.59942012403346,0,0,1,1,0
"3959","FGB",-0.0582365013481889,0.922396412614003,-1.32854239518071,0.190168264568462,0.784300040920685,-4.59197562791991,1,0,7,8,1
"3960","FGD2",2.97854752030832,2054.16434017539,0.822947591486612,0.41453463433178,0.891556319868351,-4.59650122619069,4,1,26,31,5
"3961","FGD4",-2.54230139457342,3851.81894829657,-0.255028857144008,0.79977079641173,1,-4.59913631344967,3,1,8,12,4
"3962","FGD6",2.71332635839732,749.900743193614,2.49000842119672,0.0162234252061066,0.615308093686932,-4.57536691004816,2,1,14,17,3
"3963","FGF1",0,0,0,1,1,-4.59942012403346,3,0,11,14,3
"3964","FGF10",0.514936515811782,7.84499830362229,0.350003735778435,0.727839546387277,1,-4.59888618962385,0,0,1,1,0
"3965","FGF11",-0.526705666469319,52.238336908771,-0.246491515557827,0.806333997162075,1,-4.59915497398077,5,0,18,23,5
"3966","FGF12",-0.80774057484884,0.387131435622966,-1.32639979550391,0.190871423096275,0.784404143106237,-4.59199879059358,1,0,8,9,1
"3967","FGF17",0.151765762452331,51.5757297171432,0.0467005652941556,0.962942159686343,1,-4.59941059497647,2,0,3,5,2
"3968","FGF18",-1.03304309692378,20.8283613523164,-0.703928384384338,0.48481738363626,0.92193650369119,-4.59727664023238,4,0,31,35,4
"3969","FGF4",0,0,0,1,1,-4.59942012403346,0,0,3,3,0
"3970","FGF5",0.145906232355827,1.10107913193407,1.14046400690915,0.259650236163975,0.825816739443496,-4.59388367400292,1,0,1,2,1
"3971","FGF7",-0.709885757886002,20.3849622239002,-0.168612222388821,0.866797440117932,1,-4.59929597263699,0,0,1,1,0
"3972","FGF8",-0.633447008989317,7.38717834126188,-1.14032584312991,0.259707213573711,0.825816739443496,-4.59388498075646,4,1,17,22,5
"3973","FGF9",0.995688347682121,14.2538747262181,1.50752890573541,0.138111468823672,0.752312226392697,-4.58992933379001,0,0,9,9,0
"3974","FGFBP2",1.00103516492819,365.622358463641,0.0485050072001292,0.961511422839986,1,-4.59940984440836,0,0,2,2,0
"3975","FGFR1",2.88219541910948,3212.77156062621,0.618364123414722,0.53920619548038,0.943296603126155,-4.59776227922833,1,1,37,39,2
"3976","FGFR1OP",2.04439162599331,281.657198610469,2.39571681745644,0.0204619571825094,0.638155417236238,-4.57696703455832,2,0,23,25,2
"3977","FGFR1OP2",3.02022592257223,5244.92531737305,0.670355070903824,0.505786414682765,0.930268671828345,-4.59747441749933,3,0,1,4,3
"3978","FGFR2",2.70605822098472,304.2244397445,1.75854951452868,0.0849134575280935,0.711011629105429,-4.58670844384604,0,0,12,12,0
"3979","FGFRL1",-2.54512019679859,678.955828738689,-1.74449546741266,0.0873580586838653,0.711345080728042,-4.58689899852602,1,0,0,1,1
"3980","FGG",-0.471223705382468,0.127990742341406,-1.31782146950344,0.193706428431375,0.786537995570074,-4.59209120406296,0,0,4,4,0
"3981","FGGY",1.87084919651748,1413.57624948108,0.286616356755549,0.775617465405957,1,-4.59906177953043,7,1,84,92,8
"3982","FGL1",0.00975429909094132,1.00580531437586,0.784973440491862,0.436257258348197,0.901054889591478,-4.59676112846128,0,0,9,9,0
"3983","FGL2",-2.91277343086164,5446.70481506592,-0.301592817840772,0.764241861287725,1,-4.59902342330467,1,1,10,12,2
"3984","FH",-2.6815825541443,4059.74161253999,-0.945546128928792,0.349030899476753,0.867939658334938,-4.59558347477265,1,1,29,31,2
"3985","FHAD1",1.11369207667079,45.7534272279623,0.493869029972698,0.623610672417883,0.981356572139164,-4.59835965960508,0,0,11,11,0
"3986","FHDC1",-2.97605571773398,1711.53255106404,-1.05955745201719,0.294553725905134,0.842979631014627,-4.5946244021836,1,0,4,5,1
"3987","FHIT",0.968780848573717,163.628669691151,0.205940084185121,0.8376930495711,1,-4.59923497063961,0,0,6,6,0
"3988","FHL2",-2.36815812249958,341.066261506987,-1.71353079161303,0.0929510833814093,0.716233607628114,-4.58731468906581,0,0,2,2,0
"3989","FHL3",2.33434810826542,1538.53778514041,0.784777896569111,0.43637084062227,0.901054889591478,-4.59676243664368,3,0,12,15,3
"3990","FHOD1",3.09021108180707,5386.06486980806,2.13021286847847,0.0382125219789722,0.670617873206242,-4.58127019817796,1,0,4,5,1
"3991","FHOD3",1.27268245036444,47.7398107484941,1.88445538006452,0.0654569288638544,0.696897404501674,-4.58495024622736,0,1,8,9,1
"3992","FIBCD1",0.658172166822379,5.27140183040761,1.50354571034438,0.139132370239846,0.752312226392697,-4.58997721573352,1,0,3,4,1
"3993","FIBP",-2.74247288338888,5702.79134756598,-0.977348484031015,0.33320905400728,0.85824690687161,-4.59532606078627,0,0,2,2,0
"3994","FICD",1.7129861758059,386.335504317304,1.06993798193354,0.289902211319201,0.84119825886886,-4.59453212590256,0,1,12,13,1
"3995","FIG4",2.97479328047193,7688.63955247327,0.993280597371935,0.325464937601964,0.854443145929887,-4.59519414636178,1,0,2,3,1
"3996","FIGLA",0,0,0,1,1,-4.59942012403346,0,0,6,6,0
"3997","FIGNL1",-2.05100603151103,828.879048842646,-0.874820500042831,0.385949862053045,0.879001456426012,-4.59612748129403,1,0,10,11,1
"3998","FILIP1",0.846125604691278,9.91877279877398,1.45886883055496,0.150997643334702,0.759404579740513,-4.59050708593855,0,1,22,23,1
"3999","FILIP1L",2.13677062260436,354.070747529619,1.95172047676004,0.0567132564890277,0.696897404501674,-4.58397452437503,0,1,6,7,1
"4000","FIP1L1",3.64346390950059,8937.85441981764,1.68796590384984,0.0977891811238746,0.720646061435398,-4.58765353996658,6,0,6,12,6
"4001","FITM1",0.924377734676426,58.5209630145596,0.0739268946800247,0.941370257777532,1,-4.59939624693641,0,0,2,2,0
"4002","FITM2",-0.899890034318895,164.430628326811,-0.307114031168055,0.76006118626208,1,-4.59900879378343,0,0,1,1,0
"4003","FIZ1",1.35089033744402,348.458926173602,0.390927696088707,0.697549432083013,1,-4.59875444031864,3,0,7,10,3
"4004","FJX1",-1.05633148413569,14.3681352890981,-1.1546523196095,0.253846554467965,0.822870763354164,-4.59374872602167,2,4,15,21,6
"4005","FKBP10",-2.00503800374016,86.5917492256716,-2.25176208027709,0.0288650127996838,0.662443342755744,-4.57933928466162,0,0,7,7,0
"4006","FKBP11",-2.29459302657032,1627.92278767166,-0.500223141491174,0.619162655599873,0.979476470258282,-4.59833233549779,0,0,1,1,0
"4007","FKBP14",-1.175774432873,130.53497068179,-0.583973876641116,0.561923253818426,0.954268382802736,-4.59794031638662,1,0,10,11,1
"4008","FKBP15",-2.39046120659371,11386.2499543893,-0.128903521772026,0.897962923289266,1,-4.59934754560906,0,1,0,1,1
"4009","FKBP1A",-3.05797037953593,7442.2631527773,-1.21857363398983,0.22885473190579,0.813835687306218,-4.59312235656287,1,0,3,4,1
"4010","FKBP1B",0.844150349197818,82.0202290246483,0.247980198538602,0.805188524076045,1,-4.59915176558626,0,0,1,1,0
"4011","FKBP2",-2.01043575556754,588.292566974397,-1.33917085238589,0.186709269200565,0.781902846329726,-4.59186025302591,1,0,2,3,1
"4012","FKBP3",2.75616585773685,2843.33746030161,1.03090733285273,0.307658338165585,0.849115758874965,-4.59487482424587,3,6,22,31,9
"4013","FKBP4",-2.93671998222821,4753.95845463946,-1.01500854580719,0.315099653853584,0.849764558250222,-4.59501108008686,1,0,0,1,1
"4014","FKBP5",3.9781065739834,12387.8850953875,1.76357109737258,0.0840539336226631,0.709523127621781,-4.58664007468295,2,0,9,11,2
"4015","FKBP7",-1.01440370271103,272.828025848393,-0.173858010735263,0.862695078678838,1,-4.59928813220894,0,1,3,4,1
"4016","FKBP8",-4.02040000618099,26415.0600743232,-0.997948754906048,0.323218927880182,0.852966210338274,-4.59515512271704,0,0,1,1,0
"4017","FKBP9",-1.91497588569425,589.713987778575,-0.41468000543321,0.680190512612139,1,-4.59867138147345,0,2,1,3,2
"4018","FKBPL",-2.06145228349099,411.999531505829,-1.36168738223963,0.179539911371291,0.776672899691131,-4.5916132260415,0,0,6,6,0
"4019","FKRP",2.01941409416667,580.23285475093,1.35077525536121,0.182987599426083,0.778520226598933,-4.59173338273888,3,0,10,13,3
