ID,nb_enhancer_hyper,nb_enhancer_hypo,enhancer_changed
EPRS,1,0,1
EPS15,2,2,4
EPS8,3,2,5
EPS8L1,0,0,0
EPS8L2,0,0,0
EPS8L3,1,0,1
EPSTI1,0,0,0
EPT1,0,0,0
EPX,1,0,1
ERAL1,1,0,1
ERAP1,1,0,1
ERAP2,4,2,6
ERBB2,1,0,1
ERBB2IP,0,0,0
ERBB3,1,0,1
ERBB4,0,0,0
ERC1,4,0,4
ERC2,1,0,1
ERCC1,4,0,4
ERCC2,0,0,0
ERCC3,0,0,0
ERCC4,3,2,5
ERCC6,0,0,0
ERCC8,2,0,2
EREG,1,3,4
ERF,2,0,2
ERG,0,0,0
ERGIC1,0,0,0
ERGIC2,1,2,3
ERH,0,0,0
ERI1,2,0,2
ERI2,3,2,5
ERI3,3,0,3
ERLIN1,1,0,1
ERLIN2,0,0,0
ERMAP,1,0,1
ERMN,2,0,2
ERMP1,0,0,0
ERN1,2,0,2
ERN2,1,0,1
ERO1L,3,1,4
ERO1LB,1,0,1
ERP27,1,0,1
ERP29,2,0,2
ERP44,0,0,0
ERRFI1,0,0,0
ESCO1,0,1,1
ESCO2,0,0,0
ESD,0,0,0
ESF1,3,2,5
ESM1,0,1,1
ESPL1,4,0,4
ESPNL,0,0,0
ESR1,0,0,0
ESR2,1,0,1
ESRP2,1,1,2
ESRRA,1,0,1
ESYT1,2,0,2
ESYT2,3,4,7
ESYT3,0,0,0
ETAA1,5,0,5
ETF1,0,0,0
ETFB,1,0,1
ETHE1,1,0,1
ETNK1,2,2,4
ETNK2,3,0,3
ETS1,2,1,3
ETS2,9,0,9
ETV1,0,0,0
ETV2,0,0,0
ETV3,0,0,0
ETV3L,1,0,1
ETV4,0,0,0
ETV5,2,0,2
ETV6,4,0,4
ETV7,0,0,0
EVI2A,0,0,0
EVI2B,0,0,0
EVI5,0,0,0
EVPL,2,0,2
EVPLL,0,0,0
EVX1,1,0,1
EVX2,0,0,0
EWSR1,0,1,1
EXD1,0,0,0
EXD3,1,0,1
EXO1,1,0,1
EXOC1,0,0,0
EXOC3,1,0,1
EXOC3L2,0,0,0
EXOC4,0,0,0
EXOC5,1,0,1
EXOC6,2,0,2
EXOC6B,0,0,0
EXOC7,3,0,3
EXOC8,0,0,0
EXOG,0,0,0
EXOSC1,0,1,1
EXOSC10,0,0,0
EXOSC2,0,0,0
EXOSC4,2,0,2
EXOSC5,1,0,1
EXOSC6,0,0,0
EXOSC7,0,0,0
EXOSC8,4,0,4
EXPH5,0,0,0
EXT1,1,14,15
EXT2,0,0,0
EXTL1,1,0,1
EXTL2,3,1,4
EXTL3,2,1,3
EYA2,0,0,0
EYA3,2,1,3
EYS,0,0,0
EZH1,1,0,1
EZH2,5,1,6
F12,1,0,1
F13A1,0,0,0
F2,0,1,1
F2R,0,0,0
F2RL1,0,0,0
F2RL3,0,0,0
F3,3,0,3
F5,0,1,1
FAAH,1,0,1
FABP1,0,0,0
FABP12,0,0,0
FABP2,1,0,1
FABP3,0,0,0
FABP4,0,1,1
FABP5,1,3,4
FABP6,2,0,2
FABP7,0,0,0
FABP9,0,0,0
FADD,0,0,0
FADS1,1,0,1
FADS2,1,1,2
FADS3,0,1,1
FADS6,1,0,1
FAF1,0,1,1
FAF2,0,0,0
FAH,0,0,0
FAHD1,0,0,0
FAHD2A,0,0,0
FAIM,5,0,5
FAIM2,0,0,0
FAIM3,4,0,4
FAM101A,3,3,6
FAM101B,3,0,3
FAM102A,0,0,0
FAM102B,0,1,1
FAM103A1,2,3,5
FAM104A,1,0,1
FAM105A,3,0,3
FAM105B,0,0,0
FAM107A,1,0,1
FAM107B,4,0,4
FAM109A,0,0,0
FAM109B,0,0,0
FAM110A,0,0,0
FAM110B,1,2,3
FAM111A,0,0,0
FAM114A1,3,0,3
FAM114A2,7,0,7
FAM117A,1,0,1
FAM117B,0,0,0
FAM118A,0,0,0
FAM118B,0,0,0
FAM120A,1,0,1
FAM120AOS,1,0,1
FAM120B,0,0,0
FAM122A,1,1,2
FAM124A,1,0,1
FAM124B,0,0,0
FAM126A,2,0,2
FAM126B,0,0,0
FAM129A,3,1,4
FAM129B,2,0,2
FAM129C,1,0,1
FAM131A,1,1,2
FAM131B,0,0,0
FAM131C,5,0,5
FAM132A,0,0,0
FAM133B,1,1,2
FAM134A,4,0,4
FAM134B,1,0,1
FAM134C,1,0,1
FAM135A,0,3,3
FAM135B,1,0,1
FAM136A,1,0,1
FAM13A,1,0,1
FAM13B,5,1,6
FAM149A,0,0,0
FAM150A,0,0,0
FAM150B,0,1,1
FAM151B,0,0,0
FAM154A,2,0,2
FAM155A,0,0,0
FAM160A1,0,0,0
FAM160A2,1,0,1
FAM160B2,1,0,1
FAM161A,1,0,1
FAM161B,0,0,0
FAM162A,1,1,2
FAM163B,0,0,0
FAM166B,1,0,1
FAM167A,0,0,0
FAM167B,0,0,0
FAM168A,1,0,1
FAM168B,7,1,8
FAM169A,0,0,0
FAM170A,0,0,0
FAM170B,0,0,0
FAM171A1,1,0,1
FAM171A2,1,0,1
FAM171B,0,0,0
FAM172A,0,1,1
FAM173B,3,1,4
FAM174A,2,0,2
FAM174B,1,0,1
FAM175A,4,1,5
FAM175B,1,0,1
FAM177A1,2,0,2
FAM177B,1,1,2
FAM178A,1,0,1
FAM178B,0,0,0
FAM179A,5,1,6
FAM179B,3,5,8
FAM180A,0,0,0
FAM180B,2,1,3
FAM181A,1,1,2
FAM181B,1,0,1
FAM183B,0,0,0
FAM184A,0,0,0
FAM184B,0,0,0
FAM186A,1,0,1
FAM186B,1,0,1
FAM187B,2,0,2
FAM188A,1,0,1
FAM188B,0,0,0
FAM189A1,0,0,0
FAM189B,1,0,1
FAM192A,0,0,0
FAM194A,0,0,0
FAM194B,1,1,2
FAM195A,0,0,0
FAM195B,0,0,0
FAM196A,0,0,0
FAM196B,2,0,2
FAM198A,0,0,0
FAM198B,1,1,2
FAM19A4,1,0,1
FAM19A5,1,0,1
FAM200A,0,0,0
FAM200B,2,0,2
FAM20B,2,4,6
FAM20C,0,0,0
FAM26D,3,3,6
FAM26E,2,2,4
FAM26F,3,2,5
FAM32A,0,0,0
FAM35A,1,0,1
FAM3B,0,0,0
FAM3C,0,1,1
FAM3D,0,0,0
FAM43A,7,1,8
FAM45A,0,0,0
FAM46A,0,0,0
FAM46B,1,0,1
FAM46C,0,2,2
FAM47E,2,0,2
FAM49A,1,2,3
FAM49B,1,1,2
FAM50B,0,0,0
FAM53A,0,0,0
FAM53B,1,2,3
FAM53C,0,1,1
FAM57A,0,0,0
FAM57B,3,0,3
FAM60A,2,1,3
FAM63A,2,0,2
FAM63B,1,0,1
FAM64A,1,0,1
FAM65A,1,0,1
FAM65B,1,0,1
FAM65C,0,0,0
FAM69A,0,0,0
FAM69B,0,0,0
FAM71A,2,0,2
FAM71B,0,0,0
FAM71C,0,1,1
FAM71E1,0,0,0
FAM71E2,3,0,3
FAM71F2,0,0,0
FAM73A,0,1,1
FAM73B,1,0,1
FAM76B,0,1,1
FAM78A,1,0,1
FAM78B,0,0,0
FAM81A,1,3,4
FAM83A,0,0,0
FAM83C,0,0,0
FAM83D,0,1,1
FAM83E,1,1,2
FAM83F,3,1,4
FAM83G,1,0,1
FAM84A,0,0,0
FAM84B,0,2,2
FAM89A,1,0,1
FAM89B,2,0,2
FAM8A1,0,0,0
FAM91A1,0,0,0
FAM92A1,1,2,3
FAM96A,1,0,1
FAM96B,3,0,3
FAM98A,0,0,0
FAM98B,1,0,1
FAM98C,0,0,0
FAM99B,2,0,2
FANCC,0,0,0
FANCD2,2,0,2
FANCE,0,0,0
FANCF,0,0,0
FANCG,0,1,1
FANCI,1,1,2
FANCL,0,1,1
FANCM,3,6,9
FANK1,1,3,4
FAP,0,0,0
FAR1,2,0,2
FAR2,1,0,1
FARP1,0,2,2
FARP2,0,0,0
FARS2,0,0,0
FARSA,0,0,0
FARSB,3,2,5
FAS,2,0,2
FASLG,0,0,0
FASTK,1,0,1
FASTKD2,2,0,2
FASTKD3,2,0,2
FAT2,0,0,0
FAT3,0,0,0
FAT4,0,4,4
FAU,1,0,1
FBF1,2,0,2
FBL,1,0,1
FBLIM1,1,0,1
FBLN5,0,2,2
FBLN7,0,0,0
FBN1,2,2,4
FBN2,1,0,1
FBP1,2,0,2
FBP2,1,0,1
FBRS,2,0,2
FBRSL1,0,0,0
FBXL12,0,0,0
FBXL13,2,0,2
FBXL14,0,1,1
FBXL15,2,1,3
FBXL16,0,0,0
FBXL17,0,0,0
FBXL18,3,0,3
FBXL19,4,0,4
FBXL20,0,0,0
FBXL22,3,1,4
FBXL3,0,0,0
FBXL5,2,0,2
FBXL7,0,3,3
FBXL8,1,0,1
FBXO10,0,0,0
FBXO11,3,0,3
FBXO15,1,0,1
FBXO18,3,0,3
FBXO2,1,0,1
FBXO21,1,0,1
FBXO24,1,0,1
FBXO31,0,0,0
FBXO32,0,0,0
FBXO33,7,4,11
FBXO34,0,0,0
FBXO36,0,0,0
FBXO38,1,2,3
FBXO4,0,1,1
FBXO40,1,0,1
FBXO41,0,0,0
FBXO42,3,0,3
FBXO43,0,0,0
FBXO44,1,0,1
FBXO45,2,0,2
FBXO46,0,0,0
FBXO47,0,0,0
FBXO48,8,1,9
FBXO5,0,0,0
FBXO6,0,0,0
FBXO7,0,1,1
FBXO8,4,0,4
FBXO9,0,0,0
FBXW11,0,0,0
FBXW2,0,0,0
FBXW4,1,0,1
FBXW5,2,0,2
FBXW7,0,0,0
FBXW9,0,0,0
FCAMR,4,0,4
FCER1A,3,0,3
FCER1G,2,0,2
FCER2,1,0,1
FCF1,0,0,0
FCGR2A,0,1,1
FCGRT,0,0,0
FCHO1,0,0,0
FCHSD1,1,0,1
FCHSD2,4,0,4
FCN3,1,0,1
FCRL1,0,0,0
FCRL2,0,0,0
FCRL4,0,0,0
FCRL5,0,0,0
FCRL6,0,1,1
FCRLA,0,0,0
FCRLB,0,0,0
FDFT1,0,0,0
FDPS,1,0,1
FDX1,4,1,5
FDX1L,0,0,0
FDXACB1,3,1,4
FDXR,1,0,1
FECH,0,0,0
FEM1A,0,0,0
FEM1B,1,0,1
FEM1C,2,4,6
FEN1,0,1,1
FER,1,0,1
FER1L5,2,0,2
FER1L6,0,0,0
FERD3L,0,0,0
FERMT3,2,0,2
FES,5,0,5
FEV,2,0,2
FEZF1,0,0,0
FFAR1,0,0,0
FFAR2,2,1,3
FFAR3,0,0,0
FGA,0,0,0
FGB,1,0,1
FGD2,4,1,5
FGD4,3,1,4
FGD6,2,1,3
FGF1,3,0,3
FGF10,0,0,0
FGF11,5,0,5
FGF12,1,0,1
FGF17,2,0,2
FGF18,4,0,4
FGF4,0,0,0
FGF5,1,0,1
FGF7,0,0,0
FGF8,4,1,5
FGF9,0,0,0
FGFBP2,0,0,0
FGFR1,1,1,2
FGFR1OP,2,0,2
FGFR1OP2,3,0,3
FGFR2,0,0,0
FGFRL1,1,0,1
FGG,0,0,0
FGGY,7,1,8
FGL1,0,0,0
FGL2,1,1,2
FH,1,1,2
FHAD1,0,0,0
FHDC1,1,0,1
FHIT,0,0,0
FHL2,0,0,0
FHL3,3,0,3
FHOD1,1,0,1
FHOD3,0,1,1
FIBCD1,1,0,1
FIBP,0,0,0
FICD,0,1,1
FIG4,1,0,1
FIGLA,0,0,0
FIGNL1,1,0,1
FILIP1,0,1,1
FILIP1L,0,1,1
FIP1L1,6,0,6
FITM1,0,0,0
FITM2,0,0,0
FIZ1,3,0,3
FJX1,2,4,6
FKBP10,0,0,0
FKBP11,0,0,0
FKBP14,1,0,1
FKBP15,0,1,1
FKBP1A,1,0,1
FKBP1B,0,0,0
FKBP2,1,0,1
FKBP3,3,6,9
FKBP4,1,0,1
FKBP5,2,0,2
FKBP7,0,1,1
FKBP8,0,0,0
FKBP9,0,2,2
FKBPL,0,0,0
FKRP,3,0,3
FLAD1,1,0,1
FLCN,0,0,0
FLG,0,0,0
FLG2,0,0,0
FLI1,3,0,3
FLII,0,0,0
FLJ45079,1,0,1
FLNB,0,0,0
FLOT1,1,1,2
FLOT2,1,0,1
FLRT1,2,0,2
FLRT2,0,0,0
FLRT3,0,0,0
FLT1,0,1,1
FLT3LG,0,0,0
FLVCR1,1,0,1
FLVCR2,0,0,0
FLYWCH1,0,0,0
FLYWCH2,0,0,0
FMN1,0,3,3
FMN2,0,0,0
FMNL1,5,0,5
FMNL2,3,3,6
FMNL3,1,0,1
FMO1,0,0,0
FMO2,0,0,0
FMO4,0,0,0
FMO5,0,1,1
FMOD,6,0,6
FN1,0,8,8
FNBP1,0,0,0
FNBP4,3,0,3
FNDC1,1,1,2
FNDC3A,1,1,2
FNDC3B,6,3,9
FNDC4,1,0,1
FNDC5,1,0,1
FNDC7,0,0,0
FNDC8,0,1,1
FNIP1,3,0,3
FNIP2,5,4,9
FNTB,1,1,2
FOLR2,0,0,0
FOLR3,2,0,2
FOLR4,1,0,1
FOS,6,1,7
FOSB,1,0,1
FOSL1,0,0,0
FOSL2,4,1,5
FOXA1,0,1,1
FOXA2,1,0,1
FOXB1,0,0,0
FOXB2,0,0,0
FOXC1,3,1,4
FOXC2,1,2,3
FOXD2,1,2,3
FOXD3,0,1,1
FOXE3,1,1,2
FOXF1,0,1,1
FOXF2,1,0,1
FOXG1,0,2,2
FOXI1,1,0,1
FOXJ1,1,0,1
FOXJ2,0,0,0
FOXL1,1,4,5
FOXL2,3,0,3
FOXM1,1,0,1
FOXN2,3,0,3
FOXN3,6,0,6
FOXO1,5,1,6
FOXP1,6,1,7
FOXP2,0,0,0
FOXQ1,1,0,1
FOXR1,2,0,2
FOXRED1,1,0,1
FOXRED2,0,0,0
FOXS1,0,0,0
FPGS,4,1,5
FPR1,4,0,4
FPR2,4,0,4
FPR3,3,0,3
FRAS1,1,0,1
FRAT1,0,0,0
FRMD3,0,0,0
FRMD4B,0,0,0
FRMD5,1,0,1
FRMD6,0,0,0
FRMD8,0,0,0
FRMPD1,0,0,0
FRMPD2,0,0,0
FRRS1,1,2,3
FRS2,0,0,0
FRS3,3,0,3
FRY,2,0,2
FRYL,1,2,3
FSCN1,3,0,3
FSCN2,1,0,1
FSCN3,3,0,3
FSD1,0,0,0
FSD1L,0,0,0
FSD2,1,2,3
FSIP1,1,0,1
FST,0,1,1
FSTL4,3,2,5
FTH1,0,1,1
FTL,4,0,4
FTO,3,0,3
FTSJ2,2,0,2
FTSJ3,0,1,1
FUBP1,0,0,0
FUBP3,0,0,0
FUCA1,0,0,0
FUCA2,0,0,0
FURIN,0,0,0
FUS,5,0,5
FUT11,0,0,0
FUT5,1,0,1
FUT7,0,0,0
FUT8,0,1,1
FUZ,0,0,0
FXN,1,1,2
FXR2,1,0,1
FXYD1,0,0,0
FXYD2,1,1,2
FXYD3,0,0,0
FXYD4,0,0,0
FXYD5,0,0,0
FXYD6,0,0,0
FXYD7,0,0,0
FYB,4,1,5
FYN,1,2,3
FZD1,0,0,0
FZD2,0,1,1
FZD3,1,0,1
FZD4,0,0,0
FZD5,3,2,5
FZD6,0,0,0
FZD7,2,0,2
FZD8,0,0,0
FZD9,2,0,2
FZR1,0,0,0
G0S2,1,0,1
G2E3,1,0,1
G3BP1,0,0,0
G3BP2,1,0,1
G6PC,0,0,0
G6PC2,0,0,0
G6PC3,0,0,0
GAB1,0,1,1
GAB2,2,1,3
GAB4,0,1,1
GABARAP,3,0,3
GABARAPL1,0,0,0
GABARAPL2,2,0,2
GABARAPL3,3,0,3
GABBR1,0,1,1
GABBR2,0,1,1
GABPA,1,0,1
GABPB1,0,1,1
GABPB2,1,0,1
GABRA1,0,0,0
GABRA5,0,0,0
GABRA6,0,0,0
GABRB2,0,0,0
GABRD,1,0,1
GABRP,0,0,0
GABRR2,0,0,0
GAD1,2,0,2
GADD45A,5,0,5
GADD45B,1,0,1
GADD45G,2,0,2
GADD45GIP1,1,0,1
GAK,2,0,2
GAL,0,0,0
GAL3ST4,0,0,0
GALC,4,0,4
GALE,0,0,0
GALK1,1,0,1
GALK2,1,1,2
GALM,0,4,4
GALNS,1,0,1
GALNT1,2,1,3
GALNT10,2,0,2
GALNT12,0,0,0
GALNT14,1,0,1
GALNT2,1,0,1
GALNT3,0,0,0
GALNT4,4,0,4
GALNT5,0,0,0
GALNT6,2,0,2
GALNT7,0,1,1
GALP,0,0,0
GALR2,3,0,3
GALR3,1,0,1
GALT,0,0,0
GAMT,1,0,1
GAN,2,0,2
GANAB,1,0,1
GANC,0,0,0
GAP43,0,0,0
GAPDH,8,1,9
GAPDHS,2,0,2
GAPT,1,0,1
GAPVD1,0,0,0
GAR1,5,0,5
GARNL3,0,1,1
GARS,0,0,0
GAS1,0,0,0
GAS2,0,0,0
GAS2L2,1,0,1
GAS5,0,1,1
GAS6,0,0,0
GAS7,1,0,1
GATA2,3,0,3
GATA3,1,2,3
GATA4,0,0,0
GATA5,0,0,0
GATA6,0,0,0
GATAD1,2,2,4
GATAD2A,1,0,1
GATAD2B,4,0,4
GATC,2,0,2
GATM,3,1,4
GATS,0,0,0
GATSL3,0,0,0
GBA2,2,0,2
GBAS,2,1,3
GBE1,2,1,3
GBF1,2,0,2
GBGT1,0,0,0
GBP4,2,0,2
GBP5,3,0,3
GBP6,2,0,2
GBP7,1,0,1
GBX1,1,0,1
GBX2,0,2,2
GCA,2,0,2
GCAT,2,0,2
GCC1,1,0,1
GCC2,3,0,3
GCG,2,0,2
GCGR,0,0,0
GCH1,5,0,5
GCHFR,0,0,0
GCK,0,0,0
GCKR,1,0,1
GCLC,0,0,0
GCLM,0,0,0
GCM1,0,1,1
GCM2,0,0,0
GCN1L1,0,0,0
GCNT2,0,1,1
GCNT4,0,0,0
GCSH,1,0,1
GDAP1,0,0,0
GDAP2,2,0,2
GDE1,0,0,0
GDF1,0,0,0
GDF10,1,1,2
GDF11,1,0,1
GDF2,1,0,1
GDF3,0,0,0
GDF5,1,1,2
GDF6,1,0,1
GDF7,1,1,2
GDF9,2,0,2
GDI2,0,0,0
GDNF,1,0,1
GDPD1,0,0,0
GDPD4,0,1,1
GDPD5,1,0,1
GEM,1,0,1
GEMIN4,1,0,1
GEMIN5,1,0,1
GEMIN6,1,4,5
GEMIN7,0,0,0
GEMIN8P4,3,3,6
GEN1,2,3,5
GFAP,1,0,1
GFI1,0,0,0
GFM1,4,0,4
GFOD1,8,0,8
GFOD2,2,0,2
GFPT1,0,0,0
GFRA1,0,0,0
GFRA2,1,0,1
GFRA3,0,0,0
GFRA4,0,0,0
GGA1,2,0,2
GGA2,1,0,1
GGA3,0,0,0
GGCT,0,0,0
GGCX,3,0,3
GGH,2,0,2
GGN,1,0,1
GGNBP1,4,0,4
GGPS1,1,0,1
GGT5,0,0,0
GGT6,4,0,4
GH1,2,0,2
GHDC,1,1,2
GHITM,0,3,3
GHRH,2,0,2
GHRHR,0,0,0
GHRL,2,0,2
GHRLOS,2,0,2
GIF,0,0,0
GIGYF1,0,0,0
GIGYF2,0,0,0
GIMAP1,1,0,1
GIMAP4,0,0,0
GIMAP5,0,0,0
GIMAP6,0,0,0
GIMAP7,0,0,0
GIMAP8,0,1,1
GIN1,1,2,3
GINS1,0,0,0
GINS2,0,0,0
GINS3,1,0,1
GINS4,0,0,0
GIPC1,0,0,0
GIPC2,0,0,0
GIT1,1,0,1
GIT2,0,1,1
GJA10,0,0,0
GJA3,2,0,2
GJA5,1,4,5
GJA8,0,3,3
GJA9,0,0,0
GJB2,3,1,4
GJB4,0,0,0
GJB5,0,0,0
GJB6,2,0,2
GJC1,0,0,0
GJC2,2,0,2
GJC3,0,0,0
GJD3,2,1,3
GJD4,0,0,0
GK5,0,1,1
GKN1,0,1,1
GKN2,0,1,1
GLB1,3,0,3
GLB1L,1,0,1
GLB1L3,0,0,0
GLCCI1,6,3,9
GLCE,1,0,1
GLDC,0,1,1
GLDN,0,1,1
GLE1,1,0,1
GLG1,0,1,1
GLI1,2,1,3
GLI2,0,2,2
GLI3,1,0,1
GLI4,0,0,0
GLIPR1,1,0,1
GLIPR1L1,1,0,1
GLIPR1L2,2,1,3
GLIS1,1,0,1
GLMN,1,0,1
GLO1,0,0,0
GLOD4,0,0,0
GLP2R,0,0,0
GLRB,0,0,0
GLRX,0,0,0
GLRX2,0,0,0
GLRX3,1,0,1
GLRX5,0,0,0
GLS2,2,0,2
GLT1D1,0,0,0
GLT8D2,1,0,1
GLTP,1,0,1
GLTPD1,1,0,1
GLTPD2,1,0,1
GLTSCR1,0,0,0
GLTSCR2,0,0,0
GLUD1,1,0,1
GLUL,1,1,2
GLYATL3,0,2,2
GLYCTK,0,0,0
GLYR1,3,1,4
GMCL1,3,0,3
GMDS,5,0,5
GMEB1,0,0,0
GMFB,1,0,1
GMFG,0,0,0
GMIP,2,0,2
GMNN,2,0,2
GMPPA,0,0,0
GMPPB,0,0,0
GMPR,2,0,2
GMPR2,0,1,1
GNA11,0,0,0
GNA13,0,0,0
GNA14,0,2,2
GNA15,1,0,1
GNAI1,0,1,1
GNAI2,0,0,0
GNAI3,1,0,1
GNAL,1,0,1
GNAO1,0,0,0
GNAQ,1,4,5
GNAS,2,1,3
GNAT1,1,0,1
GNAT2,0,0,0
GNAZ,0,0,0
GNB1,1,0,1
GNB2,0,0,0
GNB2L1,3,0,3
GNB3,1,1,2
GNB4,0,0,0
GNB5,2,1,3
GNG11,0,0,0
GNG12,0,0,0
GNG2,0,0,0
GNG3,1,0,1
GNG4,1,0,1
GNG5,0,1,1
GNG8,0,0,0
GNL1,0,0,0
GNL2,1,0,1
GNL3,1,0,1
GNLY,3,0,3
GNMT,1,0,1
GNPAT,1,0,1
GNPDA1,1,0,1
GNPDA2,0,0,0
GNPNAT1,0,0,0
GNPTAB,2,1,3
GNRH1,0,0,0
GNRH2,0,0,0
GNRHR,0,1,1
GNRHR2,8,1,9
GNS,0,0,0
GOLGA1,0,0,0
GOLGA4,0,0,0
GOLGA7,0,0,0
GOLIM4,0,1,1
GOLPH3,7,0,7
GOLPH3L,0,0,0
GOLT1A,3,0,3
GON4L,1,0,1
GOPC,0,1,1
GORAB,0,0,0
GORASP1,2,0,2
GORASP2,0,0,0
GOSR1,1,0,1
GOSR2,0,0,0
GOT1,4,0,4
GOT1L1,0,0,0
GOT2,0,0,0
GP1BA,1,0,1
GP2,0,0,0
GP5,3,0,3
GP6,0,0,0
GP9,3,0,3
GPA33,4,0,4
GPAA1,0,0,0
GPATCH2,0,1,1
GPATCH3,3,0,3
GPATCH4,2,0,2
GPATCH8,1,1,2
GPBAR1,0,0,0
GPBP1,0,1,1
GPBP1L1,2,0,2
GPC1,0,0,0
GPC2,0,0,0
GPC5,0,0,0
GPC6,0,0,0
GPCPD1,3,0,3
GPD1,1,0,1
GPD2,4,1,5
GPHA2,0,0,0
GPHN,1,1,2
GPI,1,0,1
GPIHBP1,0,0,0
GPLD1,1,1,2
GPM6A,0,1,1
GPN1,1,0,1
GPN2,3,0,3
GPN3,1,0,1
GPNMB,0,0,0
GPR1,0,0,0
GPR107,0,1,1
GPR108,0,0,0
GPR110,2,0,2
GPR111,0,0,0
GPR113,0,0,0
GPR116,1,1,2
GPR124,1,0,1
GPR126,0,0,0
GPR128,0,0,0
GPR132,0,0,0
GPR133,1,0,1
GPR135,0,1,1
GPR137,2,0,2
GPR137B,2,1,3
GPR137C,0,1,1
GPR141,2,0,2
GPR142,1,0,1
GPR146,0,0,0
GPR148,0,0,0
GPR149,1,1,2
GPR15,0,2,2
GPR151,1,0,1
GPR152,0,0,0
GPR153,0,0,0
GPR157,1,0,1
GPR160,0,1,1
GPR162,3,1,4
GPR17,0,0,0
GPR171,0,0,0
GPR176,0,0,0
GPR179,1,0,1
GPR18,0,1,1
GPR180,0,1,1
GPR182,3,0,3
GPR183,0,2,2
GPR19,1,0,1
GPR21,0,0,0
GPR22,1,0,1
GPR25,1,0,1
GPR26,0,0,0
GPR3,3,0,3
GPR31,0,0,0
GPR32,1,0,1
GPR35,0,0,0
GPR37,0,0,0
GPR37L1,0,0,0
GPR39,0,0,0
GPR4,1,0,1
GPR45,1,0,1
GPR56,3,0,3
GPR61,2,0,2
GPR62,0,0,0
GPR63,0,1,1
GPR65,3,0,3
GPR68,0,1,1
GPR83,1,1,2
GPR84,11,0,11
GPR85,0,0,0
GPR87,0,1,1
GPR88,4,0,4
GPR97,0,0,0
GPR98,1,3,4
GPRC5A,1,0,1
GPRC5B,2,0,2
GPRC5C,0,0,0
GPRC5D,1,0,1
GPRIN2,1,0,1
GPRIN3,2,0,2
GPS1,0,0,0
GPS2,4,0,4
GPSM1,0,0,0
GPSM2,0,0,0
GPSM3,0,0,0
GPT2,2,1,3
GPX2,0,0,0
GPX3,1,0,1
GPX4,1,0,1
GPX8,1,1,2
GRAMD1A,0,0,0
GRAMD1C,0,0,0
GRAMD2,2,0,2
GRAMD3,0,0,0
GRAP2,1,0,1
GRASP,0,0,0
GRB10,2,0,2
GRB14,1,0,1
GRB2,0,0,0
GREB1L,0,0,0
GREM1,0,3,3
GRHL1,1,0,1
GRHL2,0,0,0
GRHPR,2,0,2
GRIA1,0,0,0
GRIA2,1,0,1
GRIA4,0,0,0
GRID1,1,1,2
GRID2IP,0,0,0
GRIK3,0,0,0
GRIK4,1,1,2
GRIK5,0,0,0
GRIN2A,0,0,0
GRIN2C,1,0,1
GRIN3A,0,1,1
GRIN3B,0,0,0
GRINA,0,0,0
GRIP2,1,0,1
GRK1,0,0,0
GRK4,0,0,0
GRK5,3,0,3
GRK6,1,0,1
GRK7,1,0,1
GRM1,0,0,0
GRM2,0,0,0
GRM4,2,0,2
GRM6,0,1,1
GRM8,0,0,0
GRPEL1,2,0,2
GRPEL2,0,0,0
GRSF1,1,1,2
GRTP1,1,0,1
GRXCR2,0,0,0
GSC2,1,0,1
GSDMA,2,0,2
GSDMB,1,0,1
GSDMD,1,0,1
GSG1,4,0,4
GSG1L,3,0,3
GSG2,0,0,0
GSK3A,2,0,2
GSK3B,2,1,3
GSN,4,0,4
GSPT1,1,0,1
GSR,1,0,1
GSS,0,0,0
GSTA4,0,0,0
GSTCD,0,0,0
GSTK1,0,0,0
GSTM3,1,0,1
GSTM4,1,0,1
GSTO2,2,3,5
GSTZ1,0,0,0
GSX1,1,0,1
GSX2,1,0,1
GTDC1,1,0,1
GTF2A1,7,3,10
GTF2A2,0,0,0
GTF2E1,0,0,0
GTF2E2,3,1,4
GTF2F2,1,0,1
GTF2H1,1,1,2
GTF2H3,1,0,1
GTF2H4,0,0,0
GTF2I,0,1,1
GTF2IRD1,2,0,2
GTF3A,3,0,3
GTF3C1,0,0,0
GTF3C2,0,0,0
GTF3C3,3,0,3
GTF3C4,1,0,1
GTF3C5,0,0,0
GTF3C6,3,1,4
GTPBP1,0,0,0
GTPBP2,2,0,2
GTPBP4,2,0,2
GTPBP8,1,0,1
GTSE1,0,0,0
GTSF1,2,0,2
GTSF1L,0,0,0
GUCA1A,3,0,3
GUCA1B,3,0,3
GUCA2A,0,0,0
GUCA2B,0,0,0
GUCY1A2,1,0,1
GUCY1A3,3,0,3
GUCY1B3,3,1,4
GUCY2C,0,0,0
GUCY2D,2,0,2
GUF1,1,1,2
GUK1,2,0,2
GXYLT1,0,0,0
GYG1,0,1,1
GYPC,0,1,1
GYS1,0,0,0
GYS2,0,0,0
GZMK,0,0,0
GZMM,1,0,1
H19,1,1,2
H1F0,2,0,2
H1FNT,0,0,0
H1FOO,0,0,0
H1FX,0,0,0
H2AFJ,3,3,6
H2AFV,4,1,5
H2AFX,2,1,3
H2AFY,1,0,1
H2AFZ,0,0,0
H3F3A,7,1,8
H3F3B,1,0,1
H6PD,0,0,0
HAAO,1,0,1
HABP2,0,0,0
HABP4,1,0,1
HACL1,0,0,0
HADH,0,0,0
HAGH,0,0,0
