ID,nb_enhancer_hyper,nb_enhancer_hypo,enhancer_changed
C11orf80,0,0,0
C11orf82,2,6,8
C11orf83,1,0,1
C11orf84,1,0,1
C12orf10,4,1,5
C12orf23,0,1,1
C12orf29,1,1,2
C12orf39,1,0,1
C12orf4,1,0,1
C12orf42,2,1,3
C12orf43,2,0,2
C12orf44,0,0,0
C12orf45,3,0,3
C12orf49,1,0,1
C12orf5,1,0,1
C12orf50,1,1,2
C12orf54,0,1,1
C12orf56,0,0,0
C12orf57,2,3,5
C12orf60,2,1,3
C12orf61,2,1,3
C12orf65,4,0,4
C12orf66,0,3,3
C12orf68,2,0,2
C12orf73,0,1,1
C12orf74,1,0,1
C12orf75,0,0,0
C12orf76,0,0,0
C12orf77,0,0,0
C13orf35,1,2,3
C14orf1,0,0,0
C14orf105,0,1,1
C14orf119,3,1,4
C14orf132,0,0,0
C14orf159,1,1,2
C14orf166,0,0,0
C14orf166B,0,0,0
C14orf178,3,0,3
C14orf180,0,1,1
C14orf182,1,1,2
C14orf183,1,3,4
C14orf23,0,2,2
C14orf28,5,5,10
C14orf37,0,0,0
C14orf39,0,0,0
C14orf79,0,0,0
C14orf80,0,0,0
C14orf93,0,0,0
C15orf26,1,0,1
C15orf27,1,0,1
C15orf38,2,0,2
C15orf39,2,0,2
C15orf40,5,4,9
C15orf48,3,1,4
C15orf52,4,0,4
C15orf53,0,1,1
C15orf54,0,0,0
C15orf56,0,0,0
C15orf57,1,0,1
C15orf59,0,0,0
C15orf61,0,0,0
C15orf62,0,0,0
C16orf11,0,0,0
C16orf13,0,0,0
C16orf45,0,0,0
C16orf46,0,0,0
C16orf54,1,0,1
C16orf58,1,0,1
C16orf62,1,1,2
C16orf70,0,0,0
C16orf71,0,0,0
C16orf72,1,0,1
C16orf78,0,0,0
C16orf80,1,0,1
C16orf86,3,0,3
C16orf87,0,0,0
C16orf89,1,0,1
C16orf90,0,0,0
C16orf92,3,0,3
C16orf93,4,1,5
C17orf100,2,0,2
C17orf102,0,0,0
C17orf104,1,0,1
C17orf105,0,0,0
C17orf107,4,0,4
C17orf47,0,1,1
C17orf49,1,0,1
C17orf50,1,0,1
C17orf53,1,0,1
C17orf58,0,0,0
C17orf59,1,0,1
C17orf62,0,0,0
C17orf64,1,0,1
C17orf66,0,0,0
C17orf67,0,1,1
C17orf70,1,0,1
C17orf74,1,0,1
C17orf75,0,1,1
C17orf78,0,1,1
C17orf80,1,0,1
C17orf82,0,0,0
C17orf85,1,0,1
C17orf89,1,0,1
C17orf96,1,0,1
C17orf97,4,0,4
C17orf98,0,0,0
C17orf99,0,0,0
C18orf21,0,0,0
C18orf25,0,1,1
C18orf54,1,1,2
C18orf56,0,0,0
C18orf8,0,0,0
C19orf12,0,1,1
C19orf18,0,0,0
C19orf24,0,0,0
C19orf25,0,0,0
C19orf26,1,0,1
C19orf33,1,0,1
C19orf38,0,0,0
C19orf40,0,0,0
C19orf43,0,0,0
C19orf44,0,0,0
C19orf45,0,0,0
C19orf47,0,0,0
C19orf48,0,0,0
C19orf52,0,0,0
C19orf53,0,0,0
C19orf54,0,0,0
C19orf57,0,0,0
C19orf59,1,0,1
C19orf60,4,0,4
C19orf66,0,0,0
C19orf69,0,1,1
C19orf73,0,0,0
C1D,0,1,1
C1GALT1,1,0,1
C1orf100,0,0,0
C1orf101,0,0,0
C1orf105,4,0,4
C1orf106,0,0,0
C1orf109,4,1,5
C1orf111,0,1,1
C1orf112,3,0,3
C1orf115,0,1,1
C1orf116,0,0,0
C1orf122,2,1,3
C1orf123,0,0,0
C1orf127,1,0,1
C1orf131,1,0,1
C1orf141,2,0,2
C1orf158,0,0,0
C1orf162,5,0,5
C1orf168,0,0,0
C1orf170,1,0,1
C1orf172,0,0,0
C1orf173,0,0,0
C1orf174,1,0,1
C1orf177,2,0,2
C1orf180,0,0,0
C1orf186,0,0,0
C1orf189,2,0,2
C1orf192,2,0,2
C1orf194,3,1,4
C1orf198,0,0,0
C1orf204,0,1,1
C1orf21,2,0,2
C1orf216,0,1,1
C1orf220,2,2,4
C1orf226,0,1,1
C1orf27,1,1,2
C1orf43,0,0,0
C1orf50,2,0,2
C1orf51,1,0,1
C1orf52,0,0,0
C1orf53,1,1,2
C1orf54,1,0,1
C1orf56,1,0,1
C1orf61,3,0,3
C1orf63,0,0,0
C1orf64,0,0,0
C1orf68,0,0,0
C1orf74,1,0,1
C1orf85,1,0,1
C1orf86,0,0,0
C1orf87,1,1,2
C1orf94,0,1,1
C1orf95,0,0,0
C1QA,0,0,0
C1QB,0,0,0
C1QBP,2,0,2
C1QC,0,0,0
C1QL2,1,0,1
C1QL3,0,0,0
C1QL4,1,0,1
C1QTNF1,0,1,1
C1QTNF2,3,0,3
C1QTNF4,2,1,3
C1QTNF6,0,0,0
C1QTNF7,0,0,0
C1QTNF8,0,0,0
C1QTNF9B,0,2,2
C1R,1,2,3
C1RL,1,2,3
C1S,0,2,2
C2,0,0,0
C20orf112,0,0,0
C20orf144,0,0,0
C20orf166,1,0,1
C20orf173,0,1,1
C20orf194,0,0,0
C20orf195,3,0,3
C20orf196,0,0,0
C20orf197,0,2,2
C20orf24,1,0,1
C20orf26,2,0,2
C20orf27,0,0,0
C20orf85,0,0,0
C20orf96,1,0,1
C21orf119,1,1,2
C21orf128,4,1,5
C21orf2,1,0,1
C21orf33,2,0,2
C21orf49,2,0,2
C21orf54,0,2,2
C21orf59,0,0,0
C21orf62,1,0,1
C21orf67,0,0,0
C21orf90,1,0,1
C22orf24,1,0,1
C22orf26,0,0,0
C22orf31,1,0,1
C22orf34,1,0,1
C22orf46,1,0,1
C2CD2,0,1,1
C2CD2L,3,1,4
C2CD3,0,0,0
C2CD4A,1,0,1
C2CD4C,0,1,1
C2CD4D,2,1,3
C2orf15,1,0,1
C2orf16,0,0,0
C2orf40,0,0,0
C2orf43,0,0,0
C2orf44,0,0,0
C2orf47,4,3,7
C2orf48,1,0,1
C2orf49,0,0,0
C2orf50,1,0,1
C2orf53,0,0,0
C2orf54,0,0,0
C2orf61,1,0,1
C2orf62,1,0,1
C2orf66,2,0,2
C2orf68,2,0,2
C2orf69,0,0,0
C2orf71,1,0,1
C2orf72,0,0,0
C2orf73,1,0,1
C2orf74,0,0,0
C2orf78,2,0,2
C2orf81,0,0,0
C2orf82,0,0,0
C2orf83,0,0,0
C3,0,0,0
C3orf14,0,0,0
C3orf18,3,0,3
C3orf20,0,0,0
C3orf22,0,0,0
C3orf27,5,0,5
C3orf30,0,0,0
C3orf33,0,0,0
C3orf35,1,0,1
C3orf36,3,1,4
C3orf38,2,1,3
C3orf49,1,0,1
C3orf52,2,0,2
C3orf58,0,0,0
C3orf62,0,0,0
C3orf65,0,0,0
C3orf67,0,0,0
C3orf70,0,0,0
C3orf72,3,0,3
C3orf79,1,1,2
C4BPA,1,0,1
C4BPB,1,0,1
C4orf17,0,0,0
C4orf19,1,0,1
C4orf21,2,0,2
C4orf22,2,0,2
C4orf26,0,0,0
C4orf27,0,0,0
C4orf3,1,1,2
C4orf32,3,1,4
C4orf33,0,3,3
C4orf36,4,0,4
C4orf45,8,3,11
C4orf47,0,0,0
C5AR1,0,0,0
C5orf22,2,0,2
C5orf24,0,0,0
C5orf27,0,2,2
C5orf28,2,0,2
C5orf45,1,0,1
C5orf47,1,0,1
C5orf48,0,0,0
C5orf49,0,0,0
C5orf51,2,0,2
C5orf54,3,1,4
C5orf55,1,0,1
C5orf56,5,0,5
C5orf58,2,0,2
C6,0,0,0
C6orf1,1,0,1
C6orf120,2,1,3
C6orf132,0,0,0
C6orf136,3,0,3
C6orf15,0,1,1
C6orf163,0,0,0
C6orf164,0,0,0
C6orf165,0,0,0
C6orf195,7,0,7
C6orf203,0,0,0
C6orf211,2,1,3
C6orf223,2,0,2
C6orf226,2,0,2
C6orf25,2,0,2
C6orf47,0,0,0
C6orf48,2,0,2
C6orf52,3,1,4
C6orf57,0,2,2
C6orf58,0,1,1
C6orf62,3,0,3
C6orf89,2,0,2
C7,1,0,1
C7orf13,1,0,1
C7orf25,2,1,3
C7orf31,0,0,0
C7orf33,6,0,6
C7orf34,0,0,0
C7orf43,0,0,0
C7orf49,0,0,0
C7orf50,1,0,1
C7orf55,0,0,0
C7orf57,1,0,1
C7orf60,2,1,3
C7orf61,1,0,1
C7orf65,7,0,7
C7orf69,5,0,5
C7orf71,0,0,0
C7orf72,1,2,3
C8B,0,0,0
C8G,2,0,2
C8orf12,0,0,0
C8orf22,0,0,0
C8orf31,0,0,0
C8orf34,0,0,0
C8orf37,0,0,0
C8orf4,1,0,1
C8orf44,0,0,0
C8orf46,0,0,0
C8orf47,1,0,1
C8orf48,0,0,0
C8orf56,2,2,4
C8orf58,0,0,0
C8orf59,0,0,0
C8orf74,1,0,1
C8orf86,0,0,0
C9,3,0,3
C9orf114,0,0,0
C9orf117,0,0,0
C9orf131,0,0,0
C9orf139,3,0,3
C9orf152,0,0,0
C9orf156,0,0,0
C9orf16,0,0,0
C9orf163,1,0,1
C9orf169,0,0,0
C9orf170,0,0,0
C9orf171,0,0,0
C9orf172,1,0,1
C9orf173,1,0,1
C9orf24,1,0,1
C9orf3,4,0,4
C9orf40,1,1,2
C9orf41,0,1,1
C9orf43,4,1,5
C9orf47,0,0,0
C9orf50,12,0,12
C9orf53,0,0,0
C9orf64,0,3,3
C9orf66,3,1,4
C9orf72,1,1,2
C9orf78,1,0,1
C9orf84,0,0,0
C9orf85,0,0,0
C9orf89,1,0,1
C9orf9,1,0,1
C9orf91,1,1,2
C9orf96,0,0,0
CA1,1,1,2
CA10,0,1,1
CA11,1,0,1
CA12,0,1,1
CA13,2,3,5
CA14,4,1,5
CA2,2,3,5
CA4,0,0,0
CA5A,1,1,2
CA7,2,1,3
CA8,0,0,0
CAB39,0,0,0
CABLES1,5,0,5
CABLES2,2,0,2
CABP1,0,0,0
CABP4,0,0,0
CABP5,1,1,2
CABP7,2,0,2
CACHD1,1,1,2
CACNA1A,0,0,0
CACNA1C,1,0,1
CACNA1E,0,0,0
CACNA1G,3,1,4
CACNA1I,3,0,3
CACNA1S,0,0,0
CACNA2D1,0,1,1
CACNA2D4,0,0,0
CACNB1,0,1,1
CACNB2,0,0,0
CACNB3,0,0,0
CACNB4,0,0,0
CACNG2,0,0,0
CACNG3,0,0,0
CACNG4,0,0,0
CACNG6,0,0,0
CACYBP,2,1,3
CAD,0,0,0
CADM1,0,0,0
CADM3,2,0,2
CADM4,0,0,0
CADPS2,0,0,0
CAGE1,3,0,3
CALB2,0,3,3
CALCB,1,2,3
CALCOCO1,1,0,1
CALCRL,0,0,0
CALD1,1,1,2
CALHM2,0,0,0
CALHM3,0,0,0
CALM1,5,2,7
CALM2,2,0,2
CALM3,1,0,1
CALML3,2,2,4
CALML4,0,0,0
CALML5,1,2,3
CALML6,1,0,1
CALN1,0,0,0
CALR,0,0,0
CALR3,0,0,0
CALU,0,0,0
CAMK1,4,0,4
CAMK1D,2,0,2
CAMK1G,0,0,0
CAMK2B,1,0,1
CAMK2D,0,1,1
CAMK2G,2,0,2
CAMK2N1,0,0,0
CAMK2N2,0,2,2
CAMKK1,1,0,1
CAMKV,0,0,0
CAMP,1,0,1
CAMSAP1,1,0,1
CAMTA1,0,0,0
CAMTA2,1,0,1
CAND1,0,0,0
CANT1,0,0,0
CAP1,1,0,1
CAPG,5,0,5
CAPN1,1,0,1
CAPN11,4,2,6
CAPN12,0,0,0
CAPN14,0,0,0
CAPN2,0,0,0
CAPN3,0,0,0
CAPN7,3,1,4
CAPN8,0,0,0
CAPN9,0,0,0
CAPNS1,0,0,0
CAPNS2,0,0,0
CAPRIN1,0,0,0
CAPRIN2,0,2,2
CAPS2,2,1,3
CAPSL,0,1,1
CAPZA1,0,1,1
CAPZA2,1,1,2
CAPZA3,0,0,0
CAPZB,6,0,6
CARD14,0,0,0
CARD16,0,0,0
CARD17,0,0,0
CARD6,6,1,7
CARD8,0,0,0
CARD9,0,0,0
CARHSP1,1,0,1
CARKD,1,0,1
CARM1,0,0,0
CARNS1,2,0,2
CARS,0,0,0
CARS2,2,0,2
CARTPT,0,3,3
CASC1,1,0,1
CASC2,0,0,0
CASC3,5,1,6
CASC4,1,2,3
CASC5,0,0,0
CASD1,1,1,2
CASKIN1,1,0,1
CASKIN2,0,0,0
CASP1,0,0,0
CASP10,1,1,2
CASP12,0,0,0
CASP2,0,0,0
CASP3,0,0,0
CASP5,0,0,0
CASP8,1,0,1
CASP9,0,0,0
CASQ1,2,0,2
CASQ2,1,0,1
CAST,0,1,1
CASZ1,1,0,1
CAT,0,0,0
CATSPER1,0,0,0
CATSPER3,0,0,0
CATSPERB,0,0,0
CATSPERG,3,0,3
CAV1,0,4,4
CAV2,1,4,5
CAV3,0,0,0
CBFA2T2,0,0,0
CBFA2T3,1,0,1
CBFB,1,0,1
CBL,1,0,1
CBLB,0,0,0
CBLC,0,0,0
CBLL1,2,2,4
CBLN2,0,0,0
CBLN3,0,0,0
CBR1,1,0,1
CBR4,4,1,5
CBX1,4,0,4
CBX2,0,1,1
CBX3,8,0,8
CBX4,2,0,2
CBX5,8,0,8
CBX7,0,0,0
CBX8,0,0,0
CC2D1A,0,0,0
CC2D1B,2,0,2
CC2D2A,0,0,0
CCAR1,0,5,5
CCBE1,0,0,0
CCBL1,1,0,1
CCBL2,0,0,0
CCDC101,1,0,1
CCDC102B,2,3,5
CCDC103,1,0,1
CCDC104,0,0,0
CCDC106,0,0,0
CCDC107,1,0,1
CCDC108,0,0,0
CCDC109B,1,1,2
CCDC11,0,0,0
CCDC110,0,0,0
CCDC112,0,2,2
CCDC113,0,0,0
CCDC115,2,1,3
CCDC116,1,0,1
CCDC117,0,0,0
CCDC12,2,0,2
CCDC121,1,0,1
CCDC122,2,1,3
CCDC126,0,0,0
CCDC129,0,1,1
CCDC13,1,0,1
CCDC132,0,0,0
CCDC136,0,0,0
CCDC137,0,0,0
CCDC138,0,0,0
CCDC140,0,0,0
CCDC142,1,0,1
CCDC147,3,3,6
CCDC148,2,0,2
CCDC149,1,2,3
CCDC15,0,2,2
CCDC150,0,0,0
CCDC152,0,1,1
CCDC153,1,0,1
CCDC154,0,0,0
CCDC155,1,0,1
CCDC157,0,0,0
CCDC159,0,0,0
CCDC163P,0,0,0
CCDC17,2,0,2
CCDC18,0,0,0
CCDC19,2,1,3
CCDC23,1,0,1
CCDC24,0,0,0
CCDC25,0,0,0
CCDC28A,0,0,0
CCDC28B,0,0,0
CCDC3,3,0,3
CCDC30,0,0,0
CCDC34,0,5,5
CCDC37,0,0,0
CCDC38,4,0,4
CCDC39,0,0,0
CCDC41,1,0,1
CCDC42,0,2,2
CCDC42B,2,0,2
CCDC43,1,0,1
CCDC50,0,1,1
CCDC51,1,0,1
CCDC53,0,0,0
CCDC57,2,0,2
CCDC58,1,1,2
CCDC59,0,1,1
CCDC6,0,0,0
CCDC60,0,0,0
CCDC61,0,0,0
CCDC62,1,1,2
CCDC64B,1,0,1
CCDC66,0,0,0
CCDC68,2,0,2
CCDC70,2,0,2
CCDC71,0,0,0
CCDC73,1,0,1
CCDC79,0,0,0
CCDC80,0,0,0
CCDC82,5,1,6
CCDC83,1,2,3
CCDC84,1,0,1
CCDC85A,0,0,0
CCDC85B,0,0,0
CCDC85C,0,1,1
CCDC86,1,0,1
CCDC87,0,0,0
CCDC88A,3,2,5
CCDC88B,0,0,0
CCDC88C,1,0,1
CCDC89,0,0,0
CCDC9,1,0,1
CCDC90B,1,6,7
CCDC91,2,0,2
CCDC92,0,0,0
CCDC93,3,0,3
CCDC94,0,1,1
CCDC96,0,0,0
CCDC97,1,0,1
CCIN,0,0,0
CCK,0,0,0
CCKAR,0,0,0
CCKBR,0,0,0
CCL1,1,0,1
CCL11,0,0,0
CCL14,0,0,0
CCL15,0,0,0
CCL16,0,0,0
CCL17,0,0,0
CCL18,0,2,2
CCL2,0,0,0
CCL20,0,1,1
CCL22,0,0,0
CCL24,7,0,7
CCL26,6,0,6
CCL28,0,0,0
CCL7,0,0,0
CCL8,1,0,1
CCM2,1,1,2
CCNA1,2,4,6
CCNA2,3,0,3
CCNB1,3,3,6
CCNB1IP1,8,0,8
CCNB2,0,0,0
CCNC,0,0,0
CCND1,2,0,2
CCND2,4,1,5
CCND3,1,0,1
CCNDBP1,0,0,0
CCNE1,0,0,0
CCNE2,0,0,0
CCNF,0,0,0
CCNG1,5,0,5
CCNG2,0,0,0
CCNH,7,0,7
CCNI,0,1,1
CCNI2,3,0,3
CCNJ,0,1,1
CCNJL,4,0,4
CCNK,3,3,6
CCNL1,0,3,3
CCNO,0,0,0
CCNT2,0,1,1
CCNYL1,3,0,3
CCPG1,1,0,1
CCR1,3,0,3
CCR10,1,0,1
CCR2,2,0,2
CCR5,2,0,2
CCR6,0,0,0
CCR7,3,2,5
CCR8,0,0,0
CCRL2,3,0,3
CCRN4L,0,0,0
CCS,0,0,0
CCT2,1,0,1
CCT3,3,0,3
CCT4,2,0,2
CCT5,3,1,4
CCT6B,3,1,4
CCT7,0,0,0
CCT8,3,2,5
CD101,2,1,3
CD109,2,1,3
CD14,0,0,0
CD160,0,0,0
CD163,0,0,0
CD163L1,0,0,0
CD164,2,0,2
CD164L2,1,0,1
CD180,3,1,4
CD19,0,0,0
CD1A,0,0,0
CD1B,0,0,0
CD1C,0,0,0
CD1D,0,0,0
CD2,0,0,0
CD200,0,0,0
CD200R1,2,0,2
CD200R1L,2,0,2
CD22,0,1,1
CD226,0,3,3
CD244,1,0,1
CD247,2,0,2
CD27,4,0,4
CD274,3,0,3
CD276,1,0,1
CD28,0,1,1
CD2AP,3,1,4
CD2BP2,4,1,5
CD300A,0,0,0
CD300C,0,0,0
CD300E,3,0,3
CD300LB,2,0,2
CD300LD,1,0,1
CD300LF,0,0,0
CD300LG,0,0,0
CD302,2,1,3
CD320,0,0,0
CD34,0,0,0
CD36,0,0,0
CD38,0,0,0
CD3D,3,0,3
CD3E,2,0,2
CD3EAP,3,0,3
CD3G,3,0,3
CD4,3,1,4
CD44,1,3,4
CD47,8,4,12
CD48,1,0,1
CD5,0,1,1
CD52,1,0,1
CD53,0,1,1
CD55,1,1,2
CD58,3,0,3
CD59,1,0,1
CD6,2,2,4
CD63,1,0,1
CD68,3,0,3
CD69,1,1,2
CD7,2,0,2
CD72,2,0,2
CD79A,1,0,1
CD79B,0,0,0
CD80,2,0,2
CD81,0,0,0
CD82,0,0,0
CD83,0,0,0
CD84,2,0,2
CD86,0,0,0
CD9,4,1,5
CD93,5,2,7
CD96,0,0,0
CDADC1,1,0,1
CDAN1,0,0,0
CDC14B,1,0,1
CDC16,0,0,0
CDC20,2,0,2
CDC20B,0,0,0
CDC23,0,0,0
CDC25A,4,0,4
CDC25B,2,0,2
CDC25C,0,1,1
CDC26,4,1,5
CDC34,1,0,1
CDC37,0,0,0
CDC37L1,0,0,0
CDC40,2,0,2
CDC42BPA,0,1,1
CDC42BPG,2,0,2
CDC42EP1,1,0,1
CDC42EP2,0,0,0
CDC42EP3,2,0,2
CDC42EP4,0,0,0
CDC42EP5,0,0,0
CDC42SE1,1,0,1
CDC45,0,0,0
CDC6,6,2,8
CDC7,2,1,3
CDC73,0,1,1
CDCA2,5,0,5
CDCA3,1,2,3
CDCA4,0,0,0
CDCA5,2,0,2
CDCA7,4,0,4
CDCA7L,2,0,2
CDCA8,4,1,5
CDCP1,1,0,1
CDCP2,1,0,1
CDH1,0,0,0
CDH11,0,0,0
CDH13,0,0,0
CDH15,2,0,2
CDH16,1,0,1
CDH17,1,0,1
CDH19,0,0,0
CDH2,0,1,1
CDH20,0,0,0
CDH23,0,0,0
CDH24,2,0,2
CDH26,0,1,1
CDH3,0,0,0
CDH4,0,0,0
CDH5,0,0,0
CDH6,0,0,0
CDH7,0,0,0
CDH8,0,0,0
CDHR1,0,0,0
CDHR2,0,0,0
CDHR3,0,0,0
CDHR4,0,0,0
CDIPT,0,0,0
CDK11A,0,0,0
CDK12,0,0,0
CDK13,1,0,1
CDK14,1,1,2
CDK15,2,0,2
CDK17,6,3,9
CDK18,0,0,0
CDK19,2,0,2
CDK2,1,0,1
CDK20,1,0,1
CDK2AP1,0,0,0
CDK2AP2,0,0,0
CDK3,2,0,2
CDK4,10,1,11
CDK5,0,0,0
CDK5R1,0,3,3
CDK5R2,0,0,0
CDK5RAP2,0,1,1
CDK5RAP3,0,0,0
CDK6,3,2,5
CDK7,2,1,3
CDKAL1,2,0,2
CDKL1,0,0,0
CDKL2,0,0,0
CDKL3,1,0,1
CDKL4,1,1,2
CDKN1A,3,1,4
CDKN1B,2,0,2
CDKN1C,0,0,0
CDKN2A,0,0,0
CDKN2AIP,0,0,0
CDKN2AIPNL,1,0,1
CDKN2B,0,1,1
CDKN2C,0,1,1
CDKN2D,4,0,4
CDNF,4,0,4
CDO1,0,1,1
CDON,0,0,0
CDR2,6,2,8
CDR2L,0,0,0
CDRT15,0,0,0
CDS1,1,1,2
CDS2,0,0,0
CDSN,0,0,0
CDT1,1,0,1
CDV3,0,2,2
CDX1,2,0,2
CDX2,2,0,2
CDYL,1,0,1
CDYL2,0,0,0
CEACAM16,0,0,0
CEACAM18,3,0,3
CEACAM19,1,0,1
CEACAM21,1,1,2
CEACAM3,0,0,0
CEACAM5,0,0,0
CEACAM6,0,0,0
CEACAM7,0,0,0
CEACAM8,0,0,0
CEBPA,0,1,1
CEBPB,3,0,3
CEBPD,5,0,5
CEBPE,3,0,3
CEBPG,2,0,2
CEBPZ,1,0,1
CECR2,1,0,1
CECR5,0,0,0
CECR6,0,0,0
CEL,0,0,0
CELA1,0,0,0
CELA2A,0,0,0
CELF1,0,0,0
CELF2,0,0,0
CELF3,4,1,5
CELF4,0,0,0
CELF6,2,1,3
CELSR1,0,0,0
CELSR2,0,0,0
CELSR3,0,0,0
CEND1,0,0,0
CENPA,0,0,0
CENPB,2,0,2
CENPE,0,2,2
CENPF,6,4,10
CENPH,3,2,5
CENPK,2,1,3
CENPL,1,0,1
CENPM,0,0,0
CENPN,1,0,1
CENPO,1,1,2
CENPP,1,3,4
CENPQ,0,2,2
CENPT,0,0,0
CENPW,0,0,0
CEP120,0,0,0
CEP135,0,1,1
CEP152,3,3,6
CEP164,0,0,0
CEP170,0,0,0
CEP192,0,0,0
CEP250,1,1,2
CEP290,3,0,3
CEP350,0,0,0
CEP55,1,1,2
CEP57,0,1,1
CEP63,2,1,3
CEP68,1,0,1
CEP70,6,2,8
CEP72,0,0,0
CEP76,3,0,3
CEP78,0,0,0
CEP97,0,0,0
CEPT1,1,0,1
CERCAM,0,0,0
CERK,0,0,0
CERKL,1,0,1
CES2,3,0,3
CES3,1,0,1
CETN1,0,0,0
CETN3,3,2,5
CETN4P,2,0,2
CETP,0,0,0
CFD,0,0,0
CFDP1,0,0,0
CFH,0,0,0
CFI,3,0,3
CFL1,0,0,0
CFL2,3,0,3
CFLAR,0,0,0
CFTR,1,2,3
CGA,0,0,0
CGGBP1,2,2,4
CGN,5,0,5
CGNL1,0,0,0
CGREF1,1,0,1
CGRRF1,0,0,0
CH25H,2,0,2
CHAC1,3,1,4
CHAD,2,0,2
CHAF1A,1,0,1
CHAT,0,1,1
CHCHD1,0,0,0
CHCHD2,3,0,3
CHCHD3,0,0,0
CHCHD4,0,0,0
CHCHD5,3,0,3
CHCHD6,3,0,3
CHCHD7,0,2,2
CHD1,10,10,20
CHD1L,0,1,1
CHD2,1,0,1
CHD3,4,0,4
CHD4,8,1,9
CHD5,0,0,0
CHD6,0,0,0
CHD7,3,0,3
CHD8,1,0,1
CHD9,0,0,0
CHDH,0,0,0
CHEK1,2,1,3
CHEK2,2,0,2
CHERP,0,0,0
CHFR,1,0,1
CHGA,1,0,1
CHGB,0,1,1
CHI3L1,1,0,1
CHI3L2,3,0,3
CHIC2,6,0,6
CHID1,0,0,0
CHIT1,2,0,2
CHKB,0,0,0
CHKB-CPT1B,0,0,0
CHML,0,1,1
CHMP1B,2,0,2
CHMP2B,2,4,6
CHMP4A,0,2,2
CHMP4C,0,0,0
CHMP5,0,1,1
CHMP6,0,0,0
CHMP7,0,0,0
CHN1,1,1,2
CHN2,1,0,1
CHODL,0,0,0
CHORDC1,1,3,4
CHP2,1,0,1
CHPF,0,0,0
CHPF2,0,0,0
CHPT1,2,1,3
CHRAC1,2,0,2
CHRD,3,1,4
CHRDL2,0,1,1
CHRM1,0,0,0
CHRM3,1,0,1
CHRM4,2,1,3
CHRM5,0,0,0
CHRNA1,0,2,2
CHRNA10,0,1,1
CHRNA2,0,0,0
CHRNA3,0,0,0
CHRNA5,1,0,1
CHRNA9,0,1,1
CHRNB1,2,0,2
CHRNB2,5,1,6
CHRNB3,0,0,0
CHRND,0,0,0
CHRNE,4,0,4
CHRNG,0,0,0
CHST1,1,1,2
CHST11,7,2,9
CHST12,0,0,0
CHST13,3,0,3
CHST14,0,0,0
CHST15,0,3,3
CHST2,0,0,0
CHST4,0,0,0
CHST6,0,0,0
CHSY1,5,2,7
CHSY3,1,1,2
CHTF18,0,0,0
CHTF8,2,0,2
CHUK,1,0,1
CHURC1,0,1,1
CIAO1,3,2,5
CIAPIN1,0,0,0
CIB1,0,0,0
CIB2,0,1,1
CIB3,0,0,0
CIC,3,0,3
CIDEB,0,0,0
CIDECP,2,0,2
CIITA,1,0,1
CILP2,0,0,0
CINP,1,0,1
CIR1,1,0,1
CIRBP,1,0,1
CIRH1A,2,0,2
CISD1,4,5,9
CISD2,1,1,2
CISD3,2,0,2
CISH,1,0,1
CIT,0,0,0
CITED2,0,0,0
CITED4,0,0,0
CIZ1,0,0,0
CKAP2,0,0,0
CKAP2L,3,0,3
CKAP4,1,1,2
CKLF,2,2,4
CKM,0,0,0
CKMT2,0,0,0
CKS2,2,0,2
CLASP1,2,0,2
CLASP2,3,1,4
CLC,1,0,1
CLCA1,0,0,0
CLCA2,0,0,0
CLCC1,0,0,0
CLCF1,0,0,0
CLCN1,0,0,0
CLCN2,2,1,3
CLCN3,4,0,4
CLCN6,0,0,0
CLCN7,0,0,0
CLCNKA,1,0,1
CLDN1,0,1,1
CLDN10,1,1,2
CLDN11,0,2,2
CLDN12,0,0,0
CLDN14,2,0,2
CLDN16,0,1,1
CLDN18,0,0,0
CLDN19,1,0,1
CLDN20,0,1,1
CLDN23,1,0,1
CLDN25,1,0,1
CLDN4,0,0,0
CLDN5,0,0,0
CLDN6,1,0,1
CLDN7,3,0,3
CLDND1,1,3,4
CLDND2,1,0,1
CLEC10A,2,1,3
CLEC11A,1,0,1
CLEC12A,1,0,1
CLEC12B,2,0,2
CLEC14A,1,0,1
CLEC16A,2,1,3
CLEC18A,0,0,0
CLEC18B,0,0,0
CLEC18C,0,0,0
CLEC1B,2,0,2
CLEC2B,2,0,2
CLEC2L,0,1,1
CLEC3A,0,0,0
CLEC3B,1,2,3
CLEC4A,0,0,0
CLEC4E,2,1,3
CLEC4F,0,0,0
CLEC4G,0,0,0
CLEC5A,0,1,1
CLEC6A,0,0,0
CLEC7A,3,0,3
CLEC9A,2,0,2
CLECL1,1,0,1
CLGN,0,0,0
CLIC1,1,0,1
CLIC4,0,0,0
CLIC5,0,0,0
CLIP1,0,0,0
CLIP2,2,1,3
CLIP4,1,0,1
CLK1,3,0,3
CLK3,1,0,1
CLK4,1,1,2
CLLU1,2,0,2
CLLU1OS,1,0,1
CLMN,1,0,1
CLN3,1,0,1
CLN5,1,0,1
CLN6,0,0,0
CLN8,0,0,0
CLNK,0,0,0
CLOCK,0,0,0
CLP1,5,0,5
CLPB,2,1,3
CLPP,0,0,0
CLPS,0,0,0
CLPTM1,0,0,0
CLPTM1L,0,0,0
CLPX,0,0,0
CLRN2,0,0,0
CLRN3,1,1,2
CLSTN1,0,0,0
CLSTN2,0,1,1
CLSTN3,1,0,1
