"","ID","logFC","AveExpr","t","P.Value","adj.P.Val","B","nb_enhancer_hyper","nb_enhancer_hypo","nb_enhancer_unchanged","total_enhancers"
"54","CHAD",42.5540672964407,59.5410903535188,3.68169934313061,0.000578330467318967,0.46438376626021,-4.55300802332469,2,0,6,8
"55","CHD3",15772.8770435805,37066.230051495,2.68294792214249,0.00992924285598083,0.579323450778156,-4.57199008569078,4,0,17,21
"56","CHD4",10879.8932816463,48628.7763443195,2.31294558866159,0.0249766274932646,0.649823788672128,-4.57834190051503,8,1,27,36
"57","CHURC1",67.2517136281005,172.909025878516,2.72935673139057,0.00879580627794605,0.567261071437225,-4.57115903408317,0,1,6,7
"58","CIRBP",4882.20041455471,16436.1890020216,2.24164160436909,0.0295576016540588,0.663098938187276,-4.57950266130482,1,0,12,13
"59","CLDN7",36.6836524477214,54.0686315020334,2.27366686587679,0.027415088733858,0.655951005102692,-4.57898410063769,3,0,14,17
"60","CLEC9A",459.198064643265,216.518250726528,2.27167407074934,0.0275442655146268,0.655951005102692,-4.57901650191667,2,0,21,23
"61","CMYA5",33.6725702270273,60.9249517451326,2.46476528004606,0.0172723951301763,0.615308093686932,-4.57579869629133,1,0,4,5
"62","CNDP1",8.89510458956386,9.32354387474042,2.6459556192132,0.0109271236392963,0.590738210819406,-4.5726475191077,0,1,2,3
"63","CNDP2",1079.82114633964,3256.51388976114,2.71653171016191,0.00909649441461468,0.570908081477962,-4.57138937725841,0,2,17,19
"64","CNOT8",1151.02083327712,4468.24860417386,3.10755089336694,0.00314014604563085,0.548179781108701,-4.5641609995229,2,2,30,34
"65","COG1",1844.92758504254,7137.66874204225,3.33955962776949,0.00161252872998702,0.46438376626021,-4.5597106358895,3,0,19,22
"66","COMMD1",297.046988388202,1427.24973870676,2.09379575483035,0.0414875485785484,0.676520860832381,-4.58183501884738,2,0,8,10
"67","CUL9",1974.02454986499,8695.22508999565,2.82218081190903,0.00687805297707163,0.565705210983799,-4.56947695898835,1,0,1,2
"68","CYP20A1",512.568342827764,2030.76125635402,2.85383190976077,0.00631814664622459,0.565705210983799,-4.56889766635672,0,3,18,21
"69","CYP26C1",5.52734988680446,6.44525861429203,2.6969726632334,0.00957331495995498,0.579058558780744,-4.57173966631641,0,1,12,13
"70","CYP2R1",147.124920470682,623.548162996805,2.0295924478199,0.0478604162355187,0.692858736499418,-4.5828147225323,1,2,8,11
"71","DBN1",3836.01191842494,4562.38400721629,2.52444691005515,0.0148853979192654,0.607529672626876,-4.57477394157426,2,0,1,3
"72","DCAF17",2295.30295564141,5681.85557876618,2.34715454984783,0.023012624042157,0.645200031117091,-4.57777716292357,3,0,0,3
"73","DCTN1",4987.58597974114,22565.5279457316,2.1134152613885,0.0396939057464331,0.670617873206242,-4.58153153171686,1,0,11,12
"74","DDX19B",484.671639790938,2634.74149532405,2.53791328091364,0.0143900365285802,0.607529672626876,-4.57454087521716,1,0,16,17
"75","DDX5",18303.0314252345,87862.5013643751,2.01017143382299,0.0499482462089947,0.695201680966707,-4.58310694068028,2,1,8,11
"76","DEPDC5",1536.94688946178,7787.67330383551,2.03940871199068,0.0468341968241123,0.689414246850274,-4.58266628399957,2,0,13,15
"77","DHRS1",764.030306473291,2049.70617390779,3.09830074173603,0.00322302255067584,0.553347689816033,-4.56433631489258,0,1,24,25
"78","DHRS12",477.17010568846,1176.0288968944,2.94554228490214,0.00492562865018319,0.562871046487498,-4.56720378453717,9,0,38,47
"79","DHX15",2999.57573878122,18819.2415081047,2.4407737707147,0.0183257908786892,0.619964755647436,-4.57620678720358,1,0,12,13
"80","DHX36",1192.99984861271,6842.04109593813,2.09649825249854,0.0412363535961961,0.675717149647406,-4.58179332752978,2,0,7,9
"81","DHX57",646.37684164366,2738.7953474159,2.84917995182693,0.00639770063711479,0.565705210983799,-4.56898298461084,1,2,8,11
"82","DISC1",101.890067330065,166.399249024963,3.13151784854012,0.00293463377897803,0.547342786336625,-4.56370593412917,1,0,5,6
"83","DISP1",306.569290893277,804.399379225462,2.22808643424425,0.0305083056892068,0.66487275757254,-4.57972075894581,1,0,10,11
"84","DMAP1",340.185755210076,2147.54654708497,2.26145161103606,0.0282154493380512,0.657806379622692,-4.57918243379293,5,0,30,35
"85","DMTF1",4779.69645904741,10440.6768463613,2.12462397610936,0.0386999390444792,0.670617873206242,-4.58135730136443,1,1,15,17
"86","DMXL1",4037.02028126818,14154.0368759969,2.52241364452536,0.0149615230758942,0.607529672626876,-4.57480907376282,2,2,21,25
"87","DNAJB6",3245.51839209236,8148.17785107913,2.29650422032588,0.0259727482504155,0.655951005102692,-4.57861153377828,1,2,20,23
"88","DNMT3A",2028.176545863,5056.04015931498,2.14086192840941,0.0372986742557048,0.670617873206242,-4.58110381360772,2,0,5,7
"89","DOCK2",15952.5896524818,72210.9558038491,2.72445533690947,0.00890962435727884,0.567261071437225,-4.57124712617215,1,1,0,2
"90","DOCK6",1426.831405448,1036.79109073138,2.66128712287724,0.0105028950037226,0.582674882490684,-4.57237559337697,2,0,16,18
"91","DOPEY1",1202.82661587218,5588.6166099311,2.16622192369071,0.0351992371795837,0.670617873206242,-4.58070538910805,1,0,18,19
"92","DUSP27",1251.62442542473,635.894159554755,3.18374406795506,0.00252980694234115,0.536267443063216,-4.56271031805005,2,0,7,9
"93","DYNC1H1",35985.9675041795,128957.423273904,5.23057246899253,3.51159312641881e-06,0.0364749178041122,-4.52265758099873,2,0,6,8
"94","DYNC1LI2",1426.60661526982,4628.24313593052,2.06208641991546,0.0445361204973348,0.68092809478262,-4.58232148169533,3,1,21,25
"95","ECT2L",64.6332946402544,127.860083316836,3.08878990634162,0.00331037351264227,0.55401537736098,-4.5645163823026,1,0,0,1
"96","EIF2B4",945.810496527972,5470.29507254848,2.37771070404088,0.0213764738015449,0.64025493504271,-4.57726855517193,1,0,17,18
"97","EIF2B5",1546.28991446991,9423.27315446064,2.1092351399773,0.0400702685488377,0.670617873206242,-4.58159635115023,0,1,12,13
"98","ELAC1",61.5803815852927,177.032126286651,3.46027139304726,0.00112923954389575,0.46438376626021,-4.55736112553815,1,0,4,5
"99","ELFN2",17.2118015804873,19.0705162481239,2.0172685080013,0.049176329636933,0.694581450545649,-4.58300038049535,5,0,7,12
"100","ERAP2",4917.04420214304,7223.08633524522,2.10993901618184,0.0400066764666544,0.670617873206242,-4.58158544242483,4,2,20,26
"101","ERCC4",359.038999970813,1432.8444811982,2.2964572338019,0.0259756450157934,0.655951005102692,-4.5786123026595,3,2,37,42
"102","ERCC8",464.019067888847,1726.82370053702,2.39652765447822,0.0204216154420103,0.638155417236238,-4.57695342552953,2,0,5,7
"103","ERP27",274.980266056191,603.091475467438,2.68704905632953,0.00982392461908051,0.579323450778156,-4.57191692343342,1,0,0,1
"104","EXOC3",797.419492525645,5646.03181745094,2.63661579306802,0.0111931955760345,0.597756927754602,-4.57281278851654,1,0,3,4
"105","FAM13B",1865.22319551658,8028.89988040381,2.36128428470867,0.0222425843911583,0.64025493504271,-4.57754245714221,5,1,18,24
"106","FAM186B",69.7278255023377,153.367279295429,2.23088853190447,0.0303095867984054,0.66487275757254,-4.57967574269417,1,0,5,6
"107","FAM196B",175.227010378837,369.95492339213,2.39281809614836,0.0206067643767458,0.638932721138084,-4.57701566457883,2,0,11,13
"108","FAM73A",509.891964330598,1678.93020442572,2.72947855141701,0.00879299455438882,0.567261071437225,-4.57115684367384,0,1,10,11
"109","FAM78A",507.739379154243,2149.19976866539,2.61037384241143,0.0119728229982499,0.603003093519485,-4.57327555843294,1,0,9,10
"110","FBXL8",39.2196998664479,98.6997168678639,2.05130787337158,0.045615861286355,0.68432284662396,-4.58248568902475,1,0,11,12
"111","FBXO15",42.4216224415416,36.636834408673,3.296826395939,0.00182650156517935,0.46438376626021,-4.56053734654094,1,0,20,21
"112","FBXO38",3281.44100194253,7639.06241247696,3.38415677851821,0.00141469436536359,0.46438376626021,-4.55884493647648,1,2,3,6
"113","FDPS",698.371007865271,3444.99205063628,2.25356300527056,0.0287432881638245,0.662443342755744,-4.579310163714,1,0,11,12
"114","FGD6",516.804585486016,749.900743193614,2.49000842119672,0.0162234252061066,0.615308093686932,-4.57536691004816,2,1,14,17
"115","FGFR1OP",110.762213444562,281.657198610469,2.39571681745644,0.0204619571825094,0.638155417236238,-4.57696703455832,2,0,23,25
"116","FHOD1",1230.86686838165,5386.06486980806,2.13021286847847,0.0382125219789722,0.670617873206242,-4.58127019817796,1,0,4,5
"117","FMO5",312.535342581301,621.288337393858,3.04342437712835,0.00375846200885471,0.55401537736098,-4.56537258073582,0,1,2,3
"118","FNDC3A",3059.46890740712,15690.353930825,2.09731979583723,0.0411602554719151,0.675717149647406,-4.58178064645902,1,1,5,7
"119","FSCN2",58.2450902795022,102.39558014513,2.19069461291693,0.0332725533257016,0.670617873206242,-4.58031801422638,1,0,6,7
"120","FSD2",14.6159318716012,23.314213110802,2.22141309041506,0.0309862167758055,0.664987259608041,-4.57982782324828,1,2,27,30
"121","GAN",553.618283688118,2389.59528908478,2.09097629426514,0.0417510377583628,0.676611895604762,-4.58187847601534,2,0,23,25
"122","GATAD2B",1992.51469593058,7615.2036773189,2.77472191573076,0.00780416255844944,0.565705210983799,-4.57034018225654,4,0,19,23
"123","GIMAP8",1891.91586545223,1946.3107193359,2.06001549650735,0.0447418335119994,0.68092809478262,-4.58235307704379,0,1,20,21
"124","GJD3",32.8920236512107,32.9811463115901,2.74047625240885,0.00854254107459471,0.565705210983799,-4.57095890743268,2,1,7,10
"125","GLIPR1",3612.38411921565,5791.39933143404,3.3572681616659,0.00153101963316923,0.46438376626021,-4.55936723249545,1,0,14,15
"126","GNAI1",1824.67147559644,926.495217594354,2.23707871846043,0.0298746503184544,0.664471076783268,-4.57957616953715,0,1,8,9
"127","GNMT",288.124200045067,509.83037322321,2.6596981035581,0.0105461517192884,0.582674882490684,-4.57240381316007,1,0,0,1
"128","GON4L",5327.89306525349,24296.8600141952,2.53673720867399,0.0144326935551481,0.607529672626876,-4.57456125639686,1,0,6,7
"129","GPA33",1819.47520614984,1071.56040477835,3.26162006680711,0.00202271680363792,0.494131532841729,-4.56121624175326,4,0,11,15
"130","GPATCH2",414.276657982822,1073.76719826059,2.29348950913752,0.0261591925497912,0.655951005102692,-4.57866084659017,0,1,1,2
"131","GPATCH8",2844.49688318215,14984.4758772372,2.31728347467871,0.0247195607725583,0.649823788672128,-4.57827056565009,1,1,4,6
"132","GPR137C",33.256780994596,56.8986884332477,2.34200621060975,0.0232990760160302,0.647078883899747,-4.57786247215654,0,1,10,11
"133","GRIN2C",136.531197338899,220.101466260348,3.00790708770674,0.00414828366110855,0.55401537736098,-4.56603967916345,1,0,12,13
"134","GRSF1",1051.99930288659,5088.95221912296,2.22232086003173,0.0309208200359588,0.66487275757254,-4.57981327134103,1,1,20,22
"135","GTF2IRD1",248.040846359442,213.704240663195,2.25373157070107,0.0287319181664934,0.662443342755744,-4.57930743726704,2,0,14,16
"136","GUCA1B",60.8418778764622,145.549702569397,2.24444973731245,0.0293639667607091,0.662443342755744,-4.5794573753965,3,0,6,9
"137","HARS2",1295.27394450699,6149.36901175013,2.15022617498655,0.036510985253695,0.670617873206242,-4.58095705225846,0,1,2,3
"138","HAS3",36.6119357435795,68.8658343243678,2.56024463435236,0.0136015153050551,0.607529672626876,-4.57415292019001,1,1,14,16
"139","HDAC1",1945.36021796805,13445.8436274384,2.19408298763136,0.03301325872946,0.670617873206242,-4.58026415877398,1,0,5,6
"140","HDAC7",2101.56663937727,8399.88752104693,2.46235049300327,0.0173758876726788,0.615308093686932,-4.57583987288216,1,0,8,9
"141","HECTD1",3840.53916169703,23826.225173086,2.32758147948915,0.0241187303568308,0.649071172185619,-4.57810089530504,3,1,20,24
"142","HELQ",290.124722956866,1837.57827143106,2.1049143100715,0.0404625761661318,0.670617873206242,-4.58166326240766,3,2,6,11
"143","HERC1",13065.094763614,53573.0204703389,2.10229226039327,0.0407022769939137,0.673207883974174,-4.58170382204731,1,0,21,22
"144","HINFP",341.831734697546,1648.51534614625,2.14215994154438,0.0371886070017334,0.670617873206242,-4.58108349561362,1,0,6,7
"145","HPGD",1730.57732079335,1147.28429365001,2.13469131486684,0.0378258401495647,0.670617873206242,-4.581200292125,1,0,12,13
"146","HSF4",345.736148351216,868.713139964555,2.09708016550004,0.0411824393337119,0.675717149647406,-4.58178434565796,1,0,11,12
"147","HUS1",292.255679831398,1530.22715820397,2.11177862886506,0.0398408922131552,0.670617873206242,-4.58155692050372,2,0,24,26
"148","IL20RB",22.7561031764475,56.2159603791512,2.36175880026233,0.0222171299146184,0.64025493504271,-4.57753456057121,1,1,17,19
"149","IL2RA",887.584166042121,763.303279750407,2.16410033951612,0.0353708008347419,0.670617873206242,-4.58073883827653,1,0,2,3
"150","INPP4B",4113.95543796727,4347.07014336178,2.29375570736339,0.0261426816998698,0.655951005102692,-4.57865649387877,1,0,14,15
"151","INSIG1",539.964590524362,1647.64524238534,2.33625182802104,0.0236230207029958,0.648753663895832,-4.57795769102223,0,1,18,19
"152","IREB2",1524.07539873855,8002.56143009733,2.24671568136102,0.029208539471041,0.662443342755744,-4.57942080726166,1,0,18,19
"153","ITGA4",23610.7995835503,42634.9995557976,3.45291025916901,0.0011542460765617,0.46438376626021,-4.55750495144578,4,0,34,38
"154","ITGA6",16633.2076005874,18140.9893984843,2.44740328670139,0.0180290581283119,0.619067195962894,-4.57609424555103,6,0,19,25
"155","ITGA9",18847.4839277084,20470.1796929917,2.29017428309896,0.0263655979260055,0.655951005102692,-4.57871502919204,1,0,18,19
"156","ITPR1",9230.11824114569,22445.2813709646,2.62185473158903,0.0116258211243333,0.60228131680025,-4.57307338552705,3,0,26,29
"157","KCNMB4",113.520332146491,107.024645006612,2.12002337694565,0.0391052429838031,0.670617873206242,-4.58142888804903,0,1,4,5
"158","KIAA1199",578.151176288943,1510.2808674349,2.43883883430712,0.0184132243477083,0.619964755647436,-4.57623960176923,2,1,21,24
"159","KIAA1279",487.027931289716,1344.32005633284,2.01656176992361,0.0492527329436171,0.694754360004994,-4.58301100362251,1,1,19,21
"160","KIAA1468",1726.55354253939,7806.75682905466,2.56355006676935,0.0134882022879976,0.607529672626876,-4.57409534287018,1,0,16,17
"161","KIF26B",336.412773567643,274.630723106955,2.55230991726418,0.0138770702159026,0.607529672626876,-4.57429097442269,1,1,20,22
"162","KPNA5",869.201921639361,2739.19589180842,2.21502454884714,0.0314499255034117,0.667026402965753,-4.57993012725689,3,6,23,32
"163","KRBA2",245.132811184031,492.912804784372,2.62494654916722,0.0115339579510338,0.602202461743985,-4.57301886288028,1,0,11,12
"164","KRI1",2323.25229169537,6463.25450455277,2.24405707053298,0.0293909752846229,0.662443342755744,-4.57946370995586,3,0,9,12
"165","LENG8",9341.53426107842,31592.2354827041,2.36110277522767,0.0222523280290996,0.64025493504271,-4.57754547745341,1,0,6,7
"166","LHX6",173.123512018752,92.2187750279654,2.38366427804827,0.021070114187572,0.64025493504271,-4.57716900698967,1,0,1,2
"167","LIME1",4.64250372246327,3.90802019071044,2.59099010724228,0.012580222578553,0.607529672626876,-4.57361586142157,1,0,12,13
"168","LMOD3",10.8093947548663,8.22795276089849,2.97336502340421,0.00456339940446048,0.55764740722507,-4.56668561536562,3,2,16,21
"169","LNPEP",3268.0063217456,15411.9627877803,2.48212680265033,0.0165445772981084,0.615308093686932,-4.57550198795466,3,0,6,9
"170","LONP2",1311.94806435295,7713.52876700263,3.00044523841633,0.00423484996621978,0.55401537736098,-4.56617945708935,2,0,9,11
"171","LRRC8C",1925.3340873368,3717.69460977972,2.73669346731085,0.00862793612795376,0.566935524490582,-4.57102703215158,5,3,23,31
"172","LSG1",694.355341931323,3400.13582726047,2.57544338220622,0.0130875662188404,0.607529672626876,-4.5738878497616,8,0,37,45
"173","MACF1",95778.1198227441,174550.068586656,4.0968052686627,0.00015709332267636,0.251035129636824,-4.54476905449364,2,0,7,9
"174","MADD",6393.16520625333,22229.6532448558,2.79912181094184,0.00731452368577269,0.565705210983799,-4.56989719803074,2,0,10,12
"175","MAPK8IP3",5068.52579418715,12999.8348134448,2.36587190315033,0.0219975822374777,0.64025493504271,-4.57746607374321,1,0,4,5
"176","MARS",2406.11326464273,15330.7950054348,2.6003447114956,0.0122836636399862,0.607529672626876,-4.57345179425817,5,0,13,18
"177","MAST4",4757.65822976119,8453.01753716398,2.13431441678375,0.0378582498718675,0.670617873206242,-4.5812061790319,2,0,9,11
"178","MBD5",3634.53282921332,7044.91228204933,2.43912847923179,0.018400112331031,0.619964755647436,-4.57623469062403,0,1,14,15
"179","MDN1",9304.47187309724,33015.2137343371,2.72063805552638,0.00899920514255703,0.567261071437225,-4.57131568158083,2,0,13,15
"180","MED13L",56224.7669309254,143016.655464352,2.11261055236105,0.0397661175243649,0.670617873206242,-4.58154401666227,17,3,70,90
"181","MED19",132.33637888844,556.067911532755,2.43687681759447,0.0185022655988869,0.619964755647436,-4.57627286050041,1,0,6,7
"182","MEF2C",4134.77837441926,6710.86359758243,2.18902385728009,0.0334010675246743,0.670617873206242,-4.58034454980094,1,2,12,15
"183","MFN1",536.631237789966,3118.31403889788,2.06009285940109,0.0447341339199501,0.68092809478262,-4.58235189713444,0,2,12,14
"184","MFSD6",1810.50134000622,5488.39035644418,2.31230352049885,0.0250148790308903,0.649823788672128,-4.5783524521895,2,0,12,14
"185","MINA",502.213315040482,1442.84464025736,2.06485281017467,0.0442626076313428,0.68092809478262,-4.5822792421278,2,3,18,23
"186","MLANA",39.4457350194827,113.86160940391,2.19903656153267,0.0326373963806074,0.670617873206242,-4.58018532953424,0,1,3,4
"187","MLH3",1400.00384211223,5186.82242723669,2.06621643861091,0.0441283242668678,0.68092809478262,-4.58225840692764,2,0,11,13
"188","MMAA",245.240927583923,641.010929084307,2.66506660024782,0.0104006619043846,0.58081545806905,-4.57230843917197,0,1,15,16
"189","MMP28",353.103654521974,208.969026223046,2.2329534639812,0.0301638806320881,0.66487275757254,-4.57964254627738,1,0,0,1
"190","MN1",2631.71144693289,1794.65280157947,2.41073473910737,0.0197262767642708,0.631798013888115,-4.57671454209504,1,0,4,5
"191","MON2",3082.46933763361,13740.7436615531,2.98544298944118,0.00441402791868103,0.55764740722507,-4.56646008352765,2,0,12,14
"192","MRPS6",174.558734415275,573.856547484071,2.35591718621864,0.0225323172707842,0.640618103220213,-4.57763170733418,1,0,6,7
"193","MTOR",3304.83109468383,18179.9186270336,2.38615456066985,0.0209431428029991,0.64025493504271,-4.57712732439738,1,0,3,4
"194","MTRR",1200.10075695099,6389.63967486276,2.01883010238335,0.0490078738694872,0.694250426272026,-4.58297689868933,2,0,39,41
"195","MYCBP2",22029.946370246,65671.855125085,3.48497079946416,0.00104905130076829,0.46438376626021,-4.55687805787509,2,1,15,18
"196","MYO1G",13252.2988285519,30099.1968788592,2.40906219855629,0.0198070145312259,0.633032184417979,-4.57674270722929,3,1,20,24
"197","MYSM1",1061.82515680022,4424.66030439095,2.96519331003016,0.00466712341152168,0.562871046487498,-4.56683800378345,1,1,18,20
"198","N4BP2",3203.97593458925,5128.82232407404,2.78976869804384,0.0074987572201784,0.565705210983799,-4.57006721312059,1,0,6,7
"199","NAA35",927.62135351272,3318.17176884846,2.43498789539979,0.0185883564112837,0.619964755647436,-4.57630486580885,1,2,13,16
"200","NCKAP1L",10026.8529276846,53256.7119575281,2.39702387126251,0.0203969623513801,0.638155417236238,-4.57694509574374,2,0,2,4
"201","NDFIP1",2597.81692023263,7075.71696764635,2.74004358170846,0.0085522688658451,0.565705210983799,-4.57096670169984,1,0,7,8
"202","NF1",8688.37879261078,23642.7482388797,2.39393268315948,0.0205509759377608,0.638155417236238,-4.57699696990828,1,0,19,20
"203","NMNAT1",119.584577075906,350.574113851229,2.46992721288429,0.0170530324758772,0.615308093686932,-4.57571060011357,0,1,3,4
"204","NOL12",2.76645688681143,3.56350920734485,2.55323862108913,0.0138445579314369,0.607529672626876,-4.57427482787579,1,0,1,2
"205","NOS2",18.9144102357806,11.3868853718361,2.18259649768499,0.033899548904799,0.670617873206242,-4.58044650981922,0,2,12,14
"206","NPR3",11380.5184217458,7113.69592609752,2.38942673695978,0.0207773502343957,0.64025493504271,-4.57707251574741,1,0,4,5
"207","NR3C1",3116.43093018803,18264.2403203601,2.1138700818517,0.0396531425071368,0.670617873206242,-4.5815244738409,3,0,31,34
"208","NSD1",7971.58172970566,33514.4249856711,2.15255454888397,0.0363174127971299,0.670617873206242,-4.58092049552703,3,0,13,16
"209","OR13D1",37.0826645041418,43.2449318166846,2.14757814961966,0.0367322331793577,0.670617873206242,-4.58099859615427,0,2,6,8
"210","OR5K2",10.837633840368,10.2475435279263,2.8022189389706,0.00725444627491227,0.565705210983799,-4.56984084392883,0,1,1,2
"211","OSBPL3",3825.0109585979,5397.66015364866,2.05617563850642,0.045125448542986,0.682628395765314,-4.58241160310683,3,0,35,38
"212","OSGEP",906.334974465795,3008.43627508441,2.78861346110132,0.00752180780655295,0.565705210983799,-4.57008819446032,5,0,28,33
"213","OTUD3",148.732785106546,526.980001861229,2.20910119997206,0.0318853396093793,0.667852257724947,-4.58002481418623,1,0,2,3
"214","P2RY14",330.53678574588,420.072876601057,2.07042995662329,0.0437156353576091,0.68092809478262,-4.58219396853195,0,1,9,10
"215","PACRG",3.65180197713633,2.78360179614849,2.08387375675571,0.0424212782004572,0.679665855553207,-4.58198777466006,0,1,2,3
"216","PAM",2661.12387199153,5877.01612719076,2.02672460472461,0.0481638820269439,0.692913300211431,-4.58285799590227,1,2,4,7
"217","PAN3",6440.56258159986,17078.6209546613,2.31083858466412,0.0251023491181536,0.649823788672128,-4.57837652011678,0,1,11,12
"218","PANK2",2471.27067936585,7697.3824645389,2.2419397198946,0.0295369915144927,0.663098938187276,-4.57949785537625,2,0,5,7
"219","PCDH12",175.771946132408,365.396631048461,2.08887967628378,0.0419479201233662,0.67850732452899,-4.58191076625291,2,2,25,29
"220","PDE3B",3662.13474654756,7526.68494844603,3.42727959346752,0.0012454948729314,0.46438376626021,-4.55800520921839,3,2,6,11
"221","PDE7A",2547.96740681743,5276.82603877726,2.31773453494685,0.0246929666230695,0.649823788672128,-4.57826314348928,1,0,19,20
"222","PDK1",1974.08108498054,4243.47309348623,2.27561085764925,0.0272895948706404,0.655951005102692,-4.57895247592221,1,0,1,2
"223","PDK2",1758.79146089611,3600.76971565376,2.03904058560226,0.0468723345834836,0.689414246850274,-4.58267185959154,2,0,3,5
"224","PEX1",1179.7814092587,4727.53983677095,2.20519369522971,0.032175481056246,0.668413443462454,-4.580087188496,0,2,5,7
"225","PHF20",1673.91857407703,5328.06892282563,3.17243976002303,0.00261269300453903,0.542760844762938,-4.56292626860958,1,0,6,7
"226","PIGL",203.613349700149,655.738489381417,2.46263882748093,0.0173635008821685,0.615308093686932,-4.57583495743369,1,0,8,9
"227","PIK3C2B",4138.79448344438,5380.6543995917,2.48434516761085,0.0164536085511841,0.615308093686932,-4.57546399279332,3,0,16,19
"228","PIK3R1",7243.85824691049,15518.4995889454,2.76393129769283,0.00803020853483557,0.565705210983799,-4.57053552266632,1,0,15,16
"229","PIPOX",82.9539252764561,146.279189864503,2.14125068417934,0.0372656790960018,0.670617873206242,-4.5810977292058,3,0,20,23
"230","PKD2",4517.27165839033,8633.93535874033,2.43722746642166,0.0184863238243276,0.619964755647436,-4.57626691766347,1,0,1,2
"231","PKD2L2",49.1026823340435,89.8905017471568,2.07451129921503,0.0433190996980153,0.680681114376166,-4.58213146659978,2,0,11,13
"232","PLAC8L1",11.3335668583264,17.212136131033,2.51366029313112,0.0152933000876618,0.610637151314548,-4.57496014507301,1,0,13,14
"233","PLD2",636.019920675146,918.737069276126,2.02055131996576,0.0488227775096171,0.694239450192557,-4.58295100202359,1,0,3,4
"234","POLR2B",2879.44364880113,16991.0249970565,2.1090438650521,0.0400875646522763,0.670617873206242,-4.58159931512327,3,0,34,37
"235","PPM1K",726.347680891013,2267.30840361532,2.14618593466876,0.0368490270839875,0.670617873206242,-4.58102042462361,1,0,2,3
"236","PPP1R13L",109.805715447732,197.802377735679,2.19932323513248,0.0326157605401755,0.670617873206242,-4.58018076403075,3,0,5,8
"237","PPP1R3E",13.1399177562622,27.9370100293236,2.16393186926086,0.0353844557917309,0.670617873206242,-4.58074149348509,0,1,3,4
"238","PPP2R5D",623.983320100795,5466.00847688272,2.52750411255551,0.0147715986682228,0.607529672626876,-4.57472108830421,2,0,2,4
"239","PPWD1",1612.45643319252,4350.53405990416,2.2252584616839,0.0307100282556448,0.66487275757254,-4.579766154583,2,1,21,24
"240","PRDM15",511.430505648069,2397.03867331441,2.34082585675826,0.0233651984936695,0.647122346923979,-4.5778820151288,0,1,8,9
"241","PRKCB",12680.2672630371,24715.7937712352,3.60252187738452,0.000736316785088975,0.46438376626021,-4.5545698969124,2,0,12,14
"242","PRKCQ",3258.05219938208,6209.46795854931,2.40692616998131,0.019910558433968,0.633417979949848,-4.57677866096983,1,0,7,8
"243","PRR5L",1575.29325179767,1929.03945848009,3.13355092764171,0.00291779530190314,0.547342786336625,-4.56366727755346,4,2,11,17
"244","PRRC1",1274.09999629253,5523.57319319718,2.27905685956114,0.0270683943071833,0.655951005102692,-4.57889637556789,1,0,2,3
"245","PRSS35",11.1764035844788,7.47387958724962,2.41410882282257,0.0195643021978952,0.630316691518235,-4.57665768914662,2,3,18,23
"246","PTCD2",200.59209795518,457.077460534883,2.41524094240775,0.0195102231361663,0.630316691518235,-4.57663860279689,1,1,14,16
"247","PTGR2",27.7898143146814,51.1894755890566,2.0615527270938,0.0445890554887227,0.68092809478262,-4.58232962612757,1,2,3,6
"248","PTPRB",265.657528713982,238.918938632515,2.36935203883887,0.0218133424065502,0.64025493504271,-4.57740807142622,1,0,3,4
"249","PUM1",2051.19156346372,14927.1280196812,2.12892342743479,0.0383244964292058,0.670617873206242,-4.5812903076318,1,1,9,11
"250","RAB3GAP1",3166.11875523899,10173.2411976922,2.45078228723596,0.0178794912639557,0.616990949364479,-4.57603681777908,1,1,13,15
"251","RABGGTB",802.360228731029,3743.21818999491,2.03823823508814,0.0469555511444215,0.689414246850274,-4.58268400948418,0,4,18,22
"252","RAI1",6010.03348868004,14350.2590130093,2.02038049402562,0.0488411207157928,0.694239450192557,-4.58295357287753,2,0,37,39
"253","RANGRF",18.5126850012933,57.6933724476112,2.03811049216447,0.0469688119420566,0.689414246850274,-4.58268594357563,1,0,6,7
"254","RAP1GDS1",577.88779790285,3173.81207036692,2.20599782368914,0.0321155827376612,0.668413443462454,-4.58007435820486,1,5,19,25
"255","RARS",1352.59784974468,5178.01456088232,2.01557416537417,0.0493596718445644,0.694754360004994,-4.58302584418426,2,2,12,16
"256","RBM43",296.653800627429,539.024239015469,2.72542110661158,0.0088870909652518,0.567261071437225,-4.5712297744636,1,1,6,8
"257","REST",1924.89654540332,9364.29734626383,2.59395311128753,0.012485590033044,0.607529672626876,-4.57356392743193,1,0,15,16
"258","RNF214",1410.17383750202,4281.51905170705,2.01309297028658,0.0496292247241812,0.695088803239877,-4.58306310639403,1,0,21,22
"259","RNF31",1103.92389745357,6663.91482784106,2.01092264723676,0.0498660475339867,0.695201680966707,-4.58309567381769,1,1,25,27
"260","RNF43",203.351986165762,409.544279012142,2.11885782546868,0.0392085139621456,0.670617873206242,-4.58144700800864,3,0,10,13
"261","RSPH4A",131.42685507139,212.492633335418,2.50826957178909,0.015500931571721,0.612398509953594,-4.5750530397168,1,1,6,8
"262","RTP4",120.625047893181,265.797356119422,2.16353114497887,0.0354169541809607,0.670617873206242,-4.58074780863754,1,0,7,8
"263","S100A16",183.203975778773,71.094009781089,2.0605075587655,0.0446928803343962,0.68092809478262,-4.58234557178301,1,0,13,14
