"SYMBOL","logFC","P.Value","adj.P.Val","p.value_activities","HL60","MOLM14"
"KIAA1671",0.000822306357833646,0.994386667463861,0.998387939735111,1,0,0
"KIAA1671-AS1",0.133128753778082,0.340919288765131,0.62352268512682,1,0,0
"KIAA1755",-0.0442633283372658,0.689391189552333,0.866963617247185,1,0,0
"KIAA1841",0.163767838712663,0.298339509225953,0.58260742519551,1,0,0
"KIAA1958",0.449860765509464,0.004890735493214,0.0311432974987714,1,0,0
"KIAA2012",-0.0080864123870219,0.936454793702295,0.977718069419885,1,0,0
"KIAA2012-AS1",-0.104661782565462,0.491155405690541,0.746902245927442,1,0,0
"KIAA2013",0.514484559770072,0.000580029734748668,0.00516602230697996,1,0,0
"KIAA2026",-0.0568881807654344,0.576493899571564,0.801313667582531,1,0,0
"KIDINS220",-0.238034447856009,0.0263648773629455,0.11867072108538,1,0,0
"KIF11",-0.292165329535626,0.00295306554707602,0.0205602539199552,1,0,0
"KIF12",-0.0233982446715464,0.831972898817366,0.935470083168516,1,0,0
"KIF13A",0.390120138093254,0.00742548623710449,0.0440606790144789,1,0,0
"KIF13B",-0.736397935976642,3.68306787077163e-07,8.21785476600759e-06,1,0,0
"KIF14",-0.470226292603849,0.000239271427648754,0.00241282981685975,1,0,0
"KIF15",0.0349646570200584,0.82645775974926,0.933300737262285,1,0,0
"KIF16B",-2.99448626968529,1.23778389840875e-18,4.70682689936042e-16,1,0,0
"KIF17",-0.262881496793778,0.0191711737062876,0.0931407050208429,1,0,0
"KIF18A",0.382987117997788,0.00425443375265543,0.0277742572161362,1,0,0
"KIF18B",0.0133572035585097,0.941414839700172,0.97970734589789,1,0,0
"KIF19",-0.133678106206232,0.365261860056363,0.646348697395651,1,0,0
"KIF1A",-0.0660907667428141,0.551696562554673,0.786373785249168,1,0,0
"KIF1B",0.402701964347123,0.0195550777128311,0.0945944245515034,1,0,0
"KIF1C",-0.240034731667106,0.0190152855402896,0.0925678740524523,1,0,0
"KIF1C-AS1",-0.00270946811205608,0.983754445148146,0.994317612588024,1,0,0
"KIF20A",-0.718446407291609,0.00562393138716985,0.0350381511951994,1,0,0
"KIF20B",-0.598575123343283,7.51620890516615e-07,1.54286589918948e-05,1,0,0
"KIF21A",3.63612813800489,1.3961683308486e-23,2.02319884851648e-20,1,0,0
"KIF21B",-0.229964512216042,0.240547580213381,0.51733037134496,1,0,0
"KIF22",0.418071574077951,4.2682903533954e-06,7.15165387118754e-05,1,0,0
"KIF23",0.188510003846963,0.16654029096337,0.42045327024776,1,0,0
"KIF24",0.110180778876576,0.45756570300295,0.722355887687836,1,0,0
"KIF25",-0.122110682221682,0.292792888139616,0.576246238790947,1,0,0
"KIF25-AS1",0.0269990195893337,0.861070301615159,0.948027810872913,1,0,0
"KIF26A",-0.165034045579601,0.196140159938981,0.46159184284108,1,0,0
"KIF26B",-0.772110097973998,4.76149501857308e-06,7.87225033644258e-05,1,0,0
"KIF27",-0.03041064830302,0.852511352720921,0.944279755532661,1,0,0
"KIF2A",0.0879337522263093,0.294110593183028,0.577768347098043,1,0,0
"KIF2B",-0.0702572829787478,0.570989933871092,0.797945298938315,1,0,0
"KIF2C",0.265185747825761,0.0477709081737837,0.183332101034554,1,0,0
"KIF3A",0.54482748178815,0.000454231134746921,0.00419615967465984,1,0,0
"KIF3B",0.347486935072734,0.00159427536818183,0.0122898844334133,1,0,0
"KIF3C",0.468179513585436,5.51043505497725e-05,0.000675321134497635,1,0,0
"KIF4A",0.225377206242021,0.0997190106433656,0.304374029014308,1,0,0
"KIF4B",0.455690026799672,0.157715052433684,0.40710142289461,1,0,0
"KIF5A",0.0117634109298455,0.935522872628769,0.977330026695912,1,0,0
"KIF5B",-0.454551038174063,3.75544096979254e-07,8.34461162359581e-06,1,0,0
"KIF5C",0.0521919458252533,0.589290559070582,0.809199198527055,1,0,0
"KIF6",0.194298151400162,0.0713366420341014,0.242570822928869,1,0,0
"KIF7",-0.0851139367449969,0.331892474289196,0.615065629543891,1,0,0
"KIF9",-0.150969113896464,0.340632120553839,0.623154609604548,1,0,0
"KIF9-AS1",0.258248680505021,0.0163278457309396,0.0823797971728417,1,0,0
"KIFAP3",0.57580050375272,8.07934551503453e-06,0.000125235694848108,1,0,0
"KIFBP",-0.283445653476295,0.120309925368632,0.344512778705937,1,0,0
"KIFC1",0.0669876315806803,0.545932471618754,0.782800559751363,1,0,0
"KIFC1",-0.143873197181919,0.227413797823269,0.500708179939644,1,0,0
"KIFC1",0.0820616327627066,0.468945762751277,0.73144625342357,1,0,0
"KIFC1",0.0669876315806803,0.545932471618754,0.782800559751363,1,0,0
"KIFC2",-0.228601258858215,0.0550518508856332,0.202532941466653,1,0,0
"KIFC3",-0.233927377137759,0.0474872013483723,0.182586253223589,1,0,0
"KIN",-0.61424873880226,0.0068714331428757,0.0413033218409828,1,0,0
"KIR2DL2",-0.351940146638309,0.0802963116822783,0.263608091076948,1,0,0
"KIR2DL3",-0.100920699438953,0.466256128300467,0.729396777399156,1,0,0
"KIR2DL4",-0.218964793548643,0.0423323760723027,0.168165889299004,1,0,0
"KIR2DS2",-0.30988211062637,0.0735922431278431,0.247898178035155,1,0,0
"KIR2DS4",-0.0564485822571053,0.673548755171954,0.858369486953556,1,0,0
"KIR3DL1",-0.132274143502978,0.339649995601801,0.622449800532582,1,0,0
"KIR3DL2",-0.0199794120514474,0.896344181043944,0.96238946681196,1,0,0
"KIR3DL2",0.181570394071704,0.399093024708819,0.676288268551888,1,0,0
"KIR3DL3",-0.235751319356278,0.115872648250356,0.336442314591104,1,0,0
"KIR3DX1",-0.128477153882956,0.186906668371207,0.449579506179746,1,0,0
"KIRREL1",0.0459087043819935,0.708959028605009,0.876392668549308,1,0,0
"KIRREL2",-0.258477335169594,0.017711334407465,0.0876688161858429,1,0,0
"KIRREL3",0.00995186739414322,0.934578046463555,0.97701745276159,1,0,0
"KIRREL3-AS2",0.101771893479695,0.322769649678733,0.60664511458951,1,0,0
"KIRREL3-AS3",0.00542184568586279,0.956071573694813,0.984927749106534,1,0,0
"KISS1",-0.051909730472163,0.617555027393377,0.826070239911094,1,0,0
"KISS1R",0.0109809191747328,0.925038912434632,0.973517800223912,1,0,0
"KIT",-0.11367693633046,0.511536707700968,0.759815598437621,1,0,0
"KITLG",0.235392346731558,0.328127271025525,0.611575760092313,1,0,0
"KIZ",0.228551157167991,0.114596915722894,0.334116241049409,1,0,0
"KIZ-AS1",0.23174061277241,0.0761370176914447,0.253681237730686,1,0,0
"KIZ-AS1",-0.160990102576041,0.281092841392991,0.564322270452241,1,0,0
"KL",0.00902287780091093,0.944658466237958,0.980843025315762,1,0,0
"KLB",0.0329958645848496,0.803156268963833,0.922069641725839,1,0,0
"KLC1",0.499577755080632,4.68516384130065e-05,0.000585012644804418,1,0,0
"KLC2",0.307048851614538,0.00972146117394835,0.0549015782350525,1,0,0
"KLC3",-0.189058170425709,0.249706340469225,0.528177806537824,1,0,0
"KLC4",0.0115266220186419,0.918230469373492,0.970977915305419,1,0,0
"KLF1",0.0432994183453159,0.692185146412631,0.868271270852205,1,0,0
"KLF10",0.0974149868972791,0.625995909916985,0.831186580837336,1,0,0
"KLF11",1.11387107606539,1.45014193634805e-10,7.88562476685329e-09,1,0,0
"KLF12",2.59319836017346,4.40666062956664e-17,1.24353643671302e-14,1,0,0
"KLF13",0.0259503947922584,0.838693737027884,0.938688363360295,1,0,0
"KLF14",0.0291536266129491,0.791695907933723,0.916751819443285,1,0,0
"KLF15",0.0260385389056577,0.840520870943952,0.939388158948637,1,0,0
"KLF15",-0.144722603912319,0.279433552785723,0.562803380778788,1,0,0
"KLF16",-0.449890652667895,0.00826550801452854,0.0481152936783009,1,0,0
"KLF17",-0.0268246354843411,0.761125169410515,0.902486365530114,1,0,0
"KLF17",0.162381329230094,0.106366223669495,0.318054643605339,1,0,0
"KLF2",-0.199222157004398,0.0457215741714658,0.177718837346055,1,0,0
"KLF3",0.0842091334368851,0.543302337823269,0.781331969466467,1,0,0
"KLF3-AS1",-0.122874704273793,0.289930126756488,0.573242259986083,1,0,0
"KLF4",-0.343603404579427,0.0223623405948067,0.104881177018173,0.267190277710574,0.112382439573853,-0.530132666438789
"KLF5",0.980871307234538,6.6596672626575e-10,3.03890535848432e-08,1,0,0
"KLF6",0.599193549805068,0.0366572239793412,0.151269943669694,1,0,0
"KLF7",0.663170519087393,0.00924513322541039,0.0526384526013411,1,0,0
"KLF8",-0.0587785402919296,0.705459898637695,0.875124783333888,1,0,0
"KLF8",0.0584179107521088,0.698780002559225,0.871641880564183,1,0,0
"KLF9",0.131739403048931,0.539569182856469,0.77913413475909,1,0,0
"KLHDC1",0.27778131738915,0.0960701103683396,0.297058310704687,1,0,0
"KLHDC10",0.36597084808516,0.00454520374168112,0.0293261358625411,1,0,0
"KLHDC2",0.904437918123366,5.6084722381362e-11,3.50886179687454e-09,1,0,0
"KLHDC3",-0.347006305259685,0.000929779669175017,0.00771583292402985,1,0,0
"KLHDC4",-0.119746849416277,0.148692298704434,0.39251809264121,1,0,0
"KLHDC7A",0.139696478584336,0.121266443562594,0.346197907699035,1,0,0
"KLHDC7B",0.165788585828968,0.143542715441697,0.38421869845706,1,0,0
"KLHDC8A",0.0612301295149038,0.476784446293709,0.736819607019973,1,0,0
"KLHDC8B",0.0259471932743498,0.858423412503997,0.946838795171923,1,0,0
"KLHDC9",-0.18720047120883,0.107886678532537,0.32109686610486,1,0,0
"KLHL1",-0.161375183713422,0.207182862614321,0.476925636605751,1,0,0
"KLHL10",-0.0238770287186565,0.823242851092626,0.93197895616564,1,0,0
"KLHL11",0.848365045373011,6.17620996568368e-08,1.69386112393894e-06,1,0,0
"KLHL11",0.351649923969487,0.000459351297156384,0.00423470400612687,1,0,0
"KLHL12",0.138080233675123,0.278778604427703,0.562033180432418,1,0,0
"KLHL13",-0.28307227743785,0.154390355619175,0.401549730644351,1,0,0
"KLHL14",-0.0215781245208824,0.848411129269308,0.942473005124072,1,0,0
"KLHL15",0.57741825768127,3.79015956026049e-07,8.41129905391087e-06,1,0,0
"KLHL17",0.234466459126339,0.0412703710714793,0.164909267923275,1,0,0
"KLHL18",0.574271875785548,2.29631418288128e-05,0.000312253303432781,1,0,0
"KLHL2",0.00289426326814457,0.985068570104576,0.995034316565506,1,0,0
"KLHL20",-0.0125800131334941,0.933840522684988,0.976932164692129,1,0,0
"KLHL21",0.161918800139899,0.276488733321122,0.559309428955994,1,0,0
"KLHL22",-0.153018028254724,0.283673195830047,0.566950919051812,1,0,0
"KLHL24",-0.331247507682871,0.0509151712313556,0.192102972947125,1,0,0
"KLHL25",0.0509853326901997,0.654883651808365,0.848128862161486,1,0,0
"KLHL26",0.0804050314175715,0.502988603221355,0.754732529017336,1,0,0
"KLHL28",0.35626883675113,0.00494119053583563,0.0314011867915016,1,0,0
"KLHL29",-0.278484216895369,0.00373966435660862,0.0250199131280615,1,0,0
"KLHL3",-0.149756548375859,0.215525672968349,0.487053865276235,1,0,0
"KLHL30",0.0334727200116482,0.781209510356004,0.911975229522913,1,0,0
"KLHL31",0.637888858533478,2.49253485697295e-05,0.000335953346974154,1,0,0
"KLHL32",0.00342935207536144,0.969901872003182,0.989934300449148,1,0,0
"KLHL33",-0.0339589508056202,0.75666730392438,0.900521612337597,1,0,0
"KLHL34",-0.130310813465711,0.323696519781952,0.607622132558221,1,0,0
"KLHL35",0.413508268312263,0.00275472587742647,0.0193726098955884,1,0,0
"KLHL36",-0.335356861236282,0.0105340000784987,0.0585347167798593,1,0,0
"KLHL38",-0.00342264905264322,0.974122121598816,0.991348458258808,1,0,0
"KLHL4",-0.259459400564208,0.0876109712558487,0.279359943254525,1,0,0
"KLHL40",0.119954616888846,0.291874048521342,0.575282537204308,1,0,0
"KLHL41",0.430479924922524,0.00180845285533799,0.0136472648479461,1,0,0
"KLHL42",1.01229917304085,2.73721821831798e-11,1.86482120980375e-09,1,0,0
"KLHL5",0.857267982916168,2.99562249009346e-06,5.22963779235452e-05,1,0,0
"KLHL5",0.504547705731246,0.0252847863919109,0.115006310822454,1,0,0
"KLHL6",0.419520857822612,0.00145706722543153,0.0113518705937173,1,0,0
"KLHL6-AS1",-0.048798405915893,0.752041267505594,0.898442138785121,1,0,0
"KLHL7",0.570570131354907,7.60253645140253e-05,0.000896470633197382,1,0,0
"KLHL7-DT",-0.223163194982268,0.041812561969606,0.166545140414855,1,0,0
"KLHL8",0.25274380716997,0.00393879135947777,0.0260498552264857,1,0,0
"KLHL9",0.753679572404681,9.0700656037544e-06,0.000138826636447759,1,0,0
"KLK1",-0.0216045175804611,0.834748278399635,0.936508638931609,1,0,0
"KLK10",-0.0461978251409301,0.663066033986289,0.852859140871032,1,0,0
"KLK11",-0.162015707890899,0.260045328465074,0.540672032585383,1,0,0
"KLK12",0.0594080339207661,0.699665959646138,0.871705102390595,1,0,0
"KLK13",-0.0337978905956895,0.684335740121697,0.863870353112611,1,0,0
"KLK14",0.111897428207024,0.282263106700486,0.565798533072162,1,0,0
"KLK15",0.0113591224712408,0.940517501998074,0.979445420204147,1,0,0
"KLK2",-0.0724393786521622,0.621983331252304,0.828546818464908,1,0,0
"KLK3",0.00164776557254864,0.990355000465637,0.997186228610094,1,0,0
"KLK4",-0.112500677218401,0.408199941639384,0.684100521987998,1,0,0
"KLK5",-0.0883220229254,0.472013870109137,0.73375569492452,1,0,0
"KLK6",-0.0748813005761866,0.497587940593579,0.751388863344885,1,0,0
"KLK7",0.133196988277906,0.176659488861081,0.435131928255447,1,0,0
"KLK8",-0.102568324082736,0.356986047041298,0.638293956855079,1,0,0
"KLKB1",-0.25206031022223,0.0315340579096126,0.135626772723388,1,0,0
"KLKP1",0.0307765267492002,0.837731907513615,0.938080741452892,1,0,0
"KLLN",0.216858620223856,0.0188159484854214,0.091805870410669,1,0,0
"KLRA1P",-0.292881428122831,0.209013451541638,0.479265886811273,1,0,0
"KLRB1",0.173939668157968,0.329413561822311,0.612983924341492,1,0,0
"KLRC1",0.348715048443959,0.018808869321116,0.0917796820522639,1,0,0
"KLRC3",0.13136826502509,0.194293421023142,0.459100089772124,1,0,0
"KLRD1",-0.0825917358797739,0.394757270862145,0.672796000240584,1,0,0
"KLRF1",-0.0538220182512328,0.725810567371448,0.885899316853827,1,0,0
"KLRF2",0.0357047749924546,0.816985645284463,0.928923259935028,1,0,0
"KLRG1",0.38164067691765,0.0321150349228516,0.137478046506841,1,0,0
"KLRG2",-0.18841502859258,0.18282609875249,0.443797871637265,1,0,0
"KMO",-0.260957132619017,0.0752413814002783,0.25166669660254,1,0,0
"KMT2A",1.14209886351284,8.08780491333666e-08,2.1552874554591e-06,1,0,0
"KMT2B",-0.451823083174041,3.89570035845874e-05,0.000497916009819982,1,0,0
"KMT2C",-0.208537466897067,0.261934904424747,0.542853533707304,1,0,0
"KMT2C",-0.282669034483057,0.100484852542097,0.306150954968191,1,0,0
"KMT2C",-0.174468760233246,0.233348541914514,0.507710820900265,1,0,0
"KMT2C",0.00892869410588126,0.928977442332492,0.975059873647617,1,0,0
"KMT2D",0.389668837427784,0.00546398782484893,0.0342086215792766,1,0,0
"KMT2E",0.24783046523833,0.063104676647955,0.223376473746181,1,0,0
"KMT2E-AS1",0.188488437179613,0.043269441628162,0.170800092157635,1,0,0
"KMT5A",0.3283073241774,0.000126441294866339,0.00139007646234335,1,0,0
"KMT5B",0.366503909776182,0.0011056394076754,0.0089805135756594,1,0,0
"KMT5C",0.0407299557361451,0.713917933847086,0.879081533984854,1,0,0
"KNCN",-0.155933689843529,0.155943172426629,0.404274493569219,1,0,0
"KNDC1",-0.0587176132296197,0.550156935059887,0.785302505223444,1,0,0
"KNG1",-0.0120466390450309,0.918296199774305,0.970995865330209,1,0,0
"KNL1",-0.677250220054155,8.62658656528711e-06,0.00013279692560178,1,0,0
"KNOP1",0.621694619649302,1.59284401665903e-05,0.000226895636666332,1,0,0
"KNSTRN",0.285505167660543,0.108768560617061,0.322664817672067,1,0,0
"KNTC1",-0.181008875262638,0.0956706159999446,0.296198834626922,1,0,0
"KPNA1",0.120884487095717,0.357365349170058,0.638675006461722,1,0,0
"KPNA2",0.00110226372898481,0.987308981043725,0.996007099875226,1,0,0
"KPNA3",0.043788566813145,0.437428297607349,0.707413676564313,1,0,0
"KPNA4",0.161818950861203,0.164392397332973,0.417340301505776,1,0,0
"KPNA5",-0.0166160065107359,0.859178738149695,0.947226024365609,1,0,0
"KPNA6",0.426789878231592,2.58081863730954e-06,4.56624356233041e-05,1,0,0
"KPNA7",-0.136759088374746,0.147453588726854,0.390439975641648,1,0,0
"KPNB1",0.221591465105458,0.006709344802632,0.0405198175583149,1,0,0
"KPRP",-0.074730056604019,0.662292519443854,0.852489089992018,1,0,0
"KPTN",0.368654310209447,0.00101207261488349,0.00832146869992459,1,0,0
"KRAS",0.476627923852528,6.1059143647032e-05,0.000739676481003822,1,0,0
"KRBA1",0.0674851110919983,0.61147606304957,0.823054156895884,1,0,0
"KRBA2",-0.142880445885106,0.356125285577474,0.637733189833586,1,0,0
"KRBOX1",-0.1382114736467,0.155648724599592,0.403764945902382,1,0,0
"KRBOX1-AS1",0.161378380098102,0.0561492694374082,0.205512688881529,1,0,0
"KRBOX4",0.676891717173915,1.74739366849577e-05,0.000245970087486841,1,0,0
"KRCC1",-1.70884449710241,2.3013569329543e-08,7.15455623547438e-07,1,0,0
"KREMEN1",-0.283757441379697,0.0435395309617108,0.171569937951364,1,0,0
"KREMEN2",-0.133291327683281,0.31342718229349,0.59770327333298,1,0,0
"KRI1",-0.494793651785936,0.000113769392742183,0.00126765867220649,1,0,0
"KRIT1",0.229422265921549,0.0448422611385079,0.175292178146936,1,0,0
"KRR1",0.387922514072311,0.000693587014366346,0.00601067641009865,1,0,0
"KRT1",0.230468150538133,0.123306232179714,0.349767762711868,1,0,0
"KRT10",-0.272046799592591,0.0498326333355042,0.189253173363772,1,0,0
"KRT12",0.160478296123543,0.262522315729661,0.543503706945603,1,0,0
"KRT13",0.258157517420123,0.0360437751063852,0.14934768855325,1,0,0
"KRT14",-0.137298625770549,0.331770009283482,0.614920765085472,1,0,0
"KRT15",0.0359144102335316,0.763878638539121,0.903870202626935,1,0,0
"KRT16",0.0211340705190093,0.874814803852971,0.954361221986342,1,0,0
"KRT16P2",-0.0868222329134856,0.391937729465163,0.67039395343045,1,0,0
"KRT17",-0.0518113841392331,0.763813956076304,0.903870202626935,1,0,0
"KRT17P2",0.221616932158967,0.193829291823154,0.458568818765479,1,0,0
"KRT17P5",-0.0374129430780581,0.76992775962636,0.907100061260114,1,0,0
"KRT18",-0.489310752395,1.75004636098645e-05,0.000246278833955408,1,0,0
"KRT18P55",-0.00057721320648163,0.996781101834495,0.999018837281697,1,0,0
"KRT18P59",0.0885557205907461,0.67540407626028,0.859582166653084,1,0,0
"KRT18P59",0.241696610177984,0.0186209088612429,0.0911112676047875,1,0,0
"KRT19",0.213533770053725,0.0903809345481606,0.284821592081152,1,0,0
"KRT2",0.126993303183107,0.37802525074554,0.658044108444997,1,0,0
"KRT20",-0.0617771670276639,0.58265690207266,0.805121259688413,1,0,0
"KRT222",0.0983584665020323,0.212287522436601,0.482853724611098,1,0,0
"KRT23",0.0739674748880876,0.530832820586802,0.773662330190249,1,0,0
"KRT24",-0.0918265975664641,0.410592411339634,0.68594545144878,1,0,0
"KRT25",0.00279707963672982,0.985359727443389,0.995159684799718,1,0,0
"KRT26",0.0412377097759826,0.697880059009741,0.871319014565683,1,0,0
"KRT27",0.148237316358789,0.320771535506049,0.604985472413464,1,0,0
"KRT28",-0.000444779587460253,0.99675876570206,0.999018837281697,1,0,0
"KRT3",-0.118486053199933,0.360299940863656,0.641459682828621,1,0,0
"KRT31",0.0118587225911009,0.924700016288575,0.973517800223912,1,0,0
"KRT32",0.0590220536899402,0.733796277614717,0.889558521975463,1,0,0
"KRT33A",0.0013021213893234,0.993179054249512,0.99796841149195,1,0,0
"KRT33B",-0.0312947641364572,0.847667505319079,0.941968763922927,1,0,0
"KRT35",0.194946003617247,0.139773898088975,0.378237433611892,1,0,0
"KRT36",-0.185898236723474,0.0775145088828451,0.257012157322539,1,0,0
"KRT37",-0.265818532018351,0.1265399160404,0.355866327111635,1,0,0
"KRT38",-0.166978580698308,0.269505689338178,0.551572125553291,1,0,0
"KRT39",0.0420618811631144,0.705767132231875,0.875202172418911,1,0,0
"KRT4",0.000157426958521611,0.998800969661044,0.999409757356193,1,0,0
"KRT40",0.132826065632756,0.332914795753986,0.615959577761187,1,0,0
"KRT42P",-0.0992848376155777,0.451154342580394,0.717449946201595,1,0,0
"KRT5",0.0618106062388328,0.614156029608202,0.824471429080627,1,0,0
"KRT6A",-0.346425756640361,0.132991425054174,0.366762742368566,1,0,0
"KRT6B",-0.102518951423818,0.626332546887278,0.831216364770771,1,0,0
"KRT6C",-0.236439894482051,0.296749889997884,0.580889335552519,1,0,0
"KRT7",-0.132374837929541,0.42339417818073,0.696340955341045,1,0,0
"KRT7-AS",0.120635236775627,0.418563493286323,0.692314025848674,1,0,0
"KRT71",-0.120354953946329,0.538274082701772,0.778208528615136,1,0,0
"KRT72",0.178862725199351,0.489157037512586,0.745746527856733,1,0,0
"KRT73",0.13487980515041,0.42450769139737,0.697179798745759,1,0,0
"KRT73-AS1",-0.0738961103325693,0.492777244079121,0.747979057954052,1,0,0
"KRT74",-0.255020893844824,0.0742860610314705,0.249389251413459,1,0,0
"KRT75",0.0752494200687162,0.598173781306109,0.81488601128842,1,0,0
"KRT76",-0.0407926012471429,0.799482254153346,0.920550196615691,1,0,0
"KRT77",-0.0594237901957158,0.625179000488132,0.830653020281567,1,0,0
"KRT78",0.0376054864923452,0.730487352071334,0.887948952730933,1,0,0
"KRT79",0.0267719283518781,0.843729226596417,0.940414100715565,1,0,0
"KRT8",-0.180241089965578,0.133071466934098,0.366887050053609,1,0,0
"KRT80",-0.00190811783494116,0.984823851124151,0.994884061298816,1,0,0
"KRT81",0.169198760061746,0.172157180140451,0.428709838260674,1,0,0
"KRT82",-0.0323987090491071,0.812123213666411,0.926386054480756,1,0,0
"KRT83",0.215427042867752,0.211684309542994,0.482255263427521,1,0,0
"KRT84",-0.00566771918845799,0.953130473132682,0.984054977101835,1,0,0
"KRT85",-0.112328707006606,0.308327601564343,0.592339425026886,1,0,0
"KRT86",-0.174948705417486,0.185019701019984,0.446887094063561,1,0,0
"KRT8P41",-0.0778648480193143,0.559759740075097,0.791096999936909,1,0,0
"KRT9",0.111063877679862,0.319550590480069,0.603849423041612,1,0,0
"KRTAP1-1",0.134642482170928,0.308927818019673,0.593152473366547,1,0,0
"KRTAP1-3",-0.0042718355553113,0.967916420969733,0.988919202468465,1,0,0
"KRTAP1-4",0.124317947976566,0.288634623849588,0.572036065016514,1,0,0
"KRTAP1-5",-0.11405594510621,0.593144213646478,0.811767447815892,1,0,0
"KRTAP10-1",0.136101494030656,0.423026445669959,0.696155530327585,1,0,0
"KRTAP10-10",-0.0689019478161459,0.651733632282756,0.846122234487628,1,0,0
"KRTAP10-11",-0.223351096248666,0.148621072333784,0.392404415934641,1,0,0
"KRTAP10-12",0.0611204673969201,0.654683203595284,0.848013233868808,1,0,0
"KRTAP10-2",-0.274909103595513,0.0425052670985376,0.168727689792129,1,0,0
"KRTAP10-3",-0.157991459693111,0.265778368506279,0.547539055187391,1,0,0
"KRTAP10-4",0.10871713994538,0.646762889853861,0.843059207981733,1,0,0
"KRTAP10-5",-0.0949275044117623,0.567814550957783,0.79564375859041,1,0,0
"KRTAP10-6",-0.159995761643913,0.132146337054851,0.365409497363071,1,0,0
"KRTAP10-7",0.023516140812192,0.865950299746741,0.950073815400024,1,0,0
"KRTAP10-8",-0.185391463570397,0.252919521041255,0.532371178923178,1,0,0
"KRTAP10-9",-0.0277101237653818,0.842906628910708,0.940125748654986,1,0,0
"KRTAP11-1",-0.0045388570208349,0.957382296292653,0.985428703237088,1,0,0
"KRTAP12-1",0.0134279801126294,0.908183541517443,0.966518495063902,1,0,0
"KRTAP12-2",-0.00368988050457597,0.976702730218868,0.992435997614893,1,0,0
"KRTAP12-3",0.0563325626258235,0.677942241580652,0.860927717648323,1,0,0
"KRTAP12-4",0.125534592402494,0.301294965522643,0.585627412232284,1,0,0
"KRTAP13-1",0.0585868300892827,0.633565645431859,0.834964652625513,1,0,0
"KRTAP13-2",-0.0696838291184405,0.668833180809617,0.855687926945723,1,0,0
"KRTAP13-3",-0.0772912390651981,0.518673075845983,0.764837724083745,1,0,0
"KRTAP13-4",0.216501464554233,0.129382948956956,0.360426330037155,1,0,0
"KRTAP15-1",0.0912080227246594,0.53990272948154,0.779281359103339,1,0,0
"KRTAP16-1",-0.0989332841792558,0.476708446543019,0.736819607019973,1,0,0
"KRTAP17-1",-0.0927689642126532,0.421257928340899,0.694721498582619,1,0,0
"KRTAP19-1",-0.201737838751824,0.167112817516001,0.421337805371761,1,0,0
"KRTAP19-2",0.0992468857759041,0.546957788115869,0.783432685742756,1,0,0
"KRTAP19-3",-0.150344348259831,0.43203687868771,0.702928312563179,1,0,0
"KRTAP19-4",0.0127719764756966,0.930042279748357,0.975389302946289,1,0,0
"KRTAP19-5",-0.30126953177504,0.0720889991760117,0.244354271641182,1,0,0
"KRTAP19-6",0.00713376127861975,0.96267892961157,0.98738557405995,1,0,0
"KRTAP19-7",0.0615973492009609,0.738662081991815,0.891378651170469,1,0,0
"KRTAP19-8",-0.178713197574404,0.0520119692203624,0.194797831355698,1,0,0
"KRTAP2-1",-0.120731853434176,0.527946841113154,0.771603914227957,1,0,0
"KRTAP2-3",0.381206282123938,0.00464224255231874,0.0298480775785674,1,0,0
"KRTAP2-4",-0.0759946357710963,0.562714596509834,0.792993484773565,1,0,0
"KRTAP20-1",-0.574087810530966,0.241799319307221,0.518935039958983,1,0,0
"KRTAP20-2",-0.0796424372335167,0.600180508606546,0.816170224628071,1,0,0
"KRTAP20-3",-0.441163534240864,0.0170537280136061,0.0852320781977554,1,0,0
"KRTAP21-2",-0.00790307115956601,0.963262515274944,0.98745045685911,1,0,0
"KRTAP21-3",-0.030513536932697,0.86382729881733,0.949308825364093,1,0,0
"KRTAP22-1",-0.027411241040622,0.816935250209263,0.92890565615791,1,0,0
"KRTAP22-2",0.0656584306419759,0.550411316051646,0.785391538489555,1,0,0
"KRTAP23-1",-0.325735491720973,0.0115304117013236,0.0628725805135635,1,0,0
"KRTAP24-1",0.108484983327664,0.42594288880468,0.698038376794474,1,0,0
"KRTAP25-1",-0.178786695723776,0.156631472149821,0.40545114866301,1,0,0
"KRTAP26-1",0.0479662201207463,0.652372736449147,0.846398611290565,1,0,0
"KRTAP27-1",-0.0651493666347127,0.617049092001084,0.825792932995801,1,0,0
"KRTAP29-1",-0.0758807266661563,0.58768759300257,0.80814330133281,1,0,0
"KRTAP3-1",-0.118265264087988,0.2755592978268,0.5581675028312,1,0,0
"KRTAP3-2",-0.0783074944876061,0.582884885684186,0.805245264146174,1,0,0
"KRTAP3-3",0.254848075356188,0.148990152273966,0.392870896624876,1,0,0
"KRTAP4-1",-0.133493380713755,0.257997203637149,0.5385438008025,1,0,0
"KRTAP4-11",-0.0316733414739359,0.870822316271155,0.952589823388449,1,0,0
"KRTAP4-12",-0.0455391275237869,0.825254180163918,0.933059390520304,1,0,0
"KRTAP4-2",0.39322796769164,0.0212695066109011,0.100849587544807,1,0,0
"KRTAP4-3",-0.115020053745932,0.552814966818212,0.786962725661198,1,0,0
"KRTAP4-4",0.0847582872102457,0.36925350520474,0.650381563961846,1,0,0
"KRTAP4-5",-0.146525403024951,0.340342992160562,0.622986995131091,1,0,0
"KRTAP4-6",-0.099103360237669,0.473164078293965,0.734550492858789,1,0,0
"KRTAP4-8",0.306221144222702,0.131706622888374,0.364532004924939,1,0,0
