"","nb_enhancer_hyper","nb_enhancer_hypo","nb_enhancer_unchanged","total_enhancers","percent_hyper","DM"
"PLCB2",10,0,16,26,38.4615384615385,10
"PLEKHA8",10,0,12,22,45.4545454545455,10
"PPIL4",10,0,30,40,25,10
"PRDM1",10,0,20,30,33.3333333333333,10
"PRKRIP1",10,0,9,19,52.6315789473684,10
"PTK2",10,0,16,26,38.4615384615385,10
"PWWP2B",10,0,8,18,55.5555555555556,10
"RAB13",10,0,14,24,41.6666666666667,10
"RAB17",10,0,8,18,55.5555555555556,10
"RAB3GAP2",10,0,20,30,33.3333333333333,10
"RAPGEFL1",10,0,11,21,47.6190476190476,10
"RMND1",10,0,17,27,37.037037037037,10
"RNF144A",10,0,15,25,40,10
"RNF144A-AS1",10,0,15,25,40,10
"RP1-234P15.4",10,0,18,28,35.7142857142857,10
"RP11-157P1.4",10,0,9,19,52.6315789473684,10
"RP11-227H4.5",10,0,39,49,20.4081632653061,10
"RP11-293I14.2",10,0,19,29,34.4827586206897,10
"RP11-327F22.1",10,0,15,25,40,10
"RP11-359B20.5",10,0,14,24,41.6666666666667,10
"RP11-404F10.2",10,0,17,27,37.037037037037,10
"RP11-422P24.9",10,0,14,24,41.6666666666667,10
"RP11-429P3.3",10,0,14,24,41.6666666666667,10
"RP11-47I22.2",10,0,22,32,31.25,10
"RP11-47I22.3",10,0,22,32,31.25,10
"RP11-50B3.4",10,0,29,39,25.6410256410256,10
"RP11-57H12.3",10,0,18,28,35.7142857142857,10
"RP11-667K14.3",10,1,14,25,40,11
"RP11-667K14.4",10,1,14,25,40,11
"RP11-680A11.5",10,0,5,15,66.6666666666667,10
"RP11-745C15.2",10,1,34,45,22.2222222222222,11
"RP11-793H13.10",10,0,14,24,41.6666666666667,10
"RP11-793H13.11",10,0,12,22,45.4545454545455,10
"RP11-806H10.4",10,0,6,16,62.5,10
"RP11-830F9.6",10,0,10,20,50,10
"RP11-830F9.7",10,0,10,20,50,10
"RP13-30A9.1",10,0,8,18,55.5555555555556,10
"RP13-30A9.2",10,0,8,18,55.5555555555556,10
"RPL23A",10,0,14,24,41.6666666666667,10
"RPS27",10,0,14,24,41.6666666666667,10
"RPUSD4",10,0,29,39,25.6410256410256,10
"RQCD1",10,1,24,35,28.5714285714286,11
"RSG1",10,0,6,16,62.5,10
"RWDD3",10,0,18,28,35.7142857142857,10
"SC5D",10,0,11,21,47.6190476190476,10
"SCARNA10",10,0,9,19,52.6315789473684,10
"SDHB",10,0,14,24,41.6666666666667,10
"SEC61G",10,1,37,48,20.8333333333333,11
"SKI",10,0,8,18,55.5555555555556,10
"SNORA48.12",10,0,6,16,62.5,10
"SNORA76",10,0,16,26,38.4615384615385,10
"SNORD104",10,0,16,26,38.4615384615385,10
"SNORD13",10,0,14,24,41.6666666666667,10
"SNORD14E",10,0,11,21,47.6190476190476,10
"SNORD42B",10,0,14,24,41.6666666666667,10
"SOCS3",10,0,6,16,62.5,10
"SPAG16",10,0,40,50,20,10
"SRFBP1",10,0,16,26,38.4615384615385,10
"SRR",10,0,10,20,50,10
"STAMBP",10,0,24,34,29.4117647058824,10
"STARD7",10,0,13,23,43.4782608695652,10
"STARD7-AS1",10,0,13,23,43.4782608695652,10
"TAF5L",10,0,14,24,41.6666666666667,10
"TARBP2",10,0,12,22,45.4545454545455,10
"TIAL1",10,0,20,30,33.3333333333333,10
"TIGD3",10,0,5,15,66.6666666666667,10
"TK2",10,0,15,25,40,10
"TMEM114",10,0,21,31,32.258064516129,10
"TMEM30A",10,0,18,28,35.7142857142857,10
"TMPO",10,0,36,46,21.7391304347826,10
"TMPO-AS1",10,0,36,46,21.7391304347826,10
"TNKS1BP1",10,1,28,39,25.6410256410256,11
"TRABD2A",10,0,17,27,37.037037037037,10
"TSPAN14",10,0,10,20,50,10
"TTI2",10,0,14,24,41.6666666666667,10
"TTLL3",10,0,16,26,38.4615384615385,10
"TTYH3",10,0,13,23,43.4782608695652,10
"U3.70",10,0,14,24,41.6666666666667,10
"URB2",10,0,14,24,41.6666666666667,10
"USP37",10,1,24,35,28.5714285714286,11
"VIMP",10,0,17,27,37.037037037037,10
"VTA1",10,1,19,30,33.3333333333333,11
"VWA7",10,0,6,16,62.5,10
"WDR37",10,0,17,27,37.037037037037,10
"Y_RNA.807",10,0,15,25,40,10
"Z98044.1",10,0,4,14,71.4285714285714,10
"ZFAND4",10,0,11,21,47.6190476190476,10
"ZNF22",10,1,18,29,34.4827586206897,11
"ZNF500",10,0,14,24,41.6666666666667,10
"AADACL4",9,0,9,18,50,9
"ABCB10",9,0,12,21,42.8571428571429,9
"AC004854.4",9,0,9,18,50,9
"AC006445.7",9,0,21,30,30,9
"AC007041.1",9,1,23,33,27.2727272727273,10
"AC020743.2",9,0,13,22,40.9090909090909,9
"AC093388.3",9,0,12,21,42.8571428571429,9
"AC108004.3",9,0,17,26,34.6153846153846,9
"AC113189.5",9,0,13,22,40.9090909090909,9
"ACAP3",9,0,8,17,52.9411764705882,9
"ACTRT2",9,0,12,21,42.8571428571429,9
"ADD1",9,0,9,18,50,9
"ADRA2B",9,0,15,24,37.5,9
"AGBL3",9,0,18,27,33.3333333333333,9
"AMZ1",9,0,12,21,42.8571428571429,9
"APOM",9,0,6,15,60,9
"ARAP1",9,0,6,15,60,9
"ARMC5",9,0,15,24,37.5,9
"ASPRV1",9,0,10,19,47.3684210526316,9
"ATG16L2",9,0,5,14,64.2857142857143,9
"ATP5F1",9,0,13,22,40.9090909090909,9
"AURKAIP1",9,0,6,15,60,9
"AVIL",9,0,12,21,42.8571428571429,9
"BAG6",9,0,6,15,60,9
"BANP",9,0,8,17,52.9411764705882,9
"BCL6",9,0,25,34,26.4705882352941,9
"BOD1L1",9,0,21,30,30,9
"BOLA3",9,0,18,27,33.3333333333333,9
"BOLA3-AS1",9,0,18,27,33.3333333333333,9
"BRD2-IT1",9,0,4,13,69.2307692307692,9
"BRF1",9,0,14,23,39.1304347826087,9
"BUB1B",9,0,18,27,33.3333333333333,9
"C11orf31",9,1,16,26,34.6153846153846,10
"C17orf97",9,0,17,26,34.6153846153846,9
"C2orf40",9,0,26,35,25.7142857142857,9
"C2orf47",9,0,20,29,31.0344827586207,9
"C5orf51",9,0,13,22,40.9090909090909,9
"C7orf25",9,0,28,37,24.3243243243243,9
"C7orf72",9,0,22,31,29.0322580645161,9
"CA5A",9,0,8,17,52.9411764705882,9
"CARHSP1",9,0,17,26,34.6153846153846,9
"CHIT1",9,0,15,24,37.5,9
"CHRAC1",9,0,9,18,50,9
"CMTM2",9,0,10,19,47.3684210526316,9
"COPS7A",9,0,9,18,50,9
"CPSF3L",9,0,8,17,52.9411764705882,9
"CRTC2",9,0,10,19,47.3684210526316,9
"CSGALNACT1",9,0,22,31,29.0322580645161,9
"CSK",9,0,12,21,42.8571428571429,9
"CTA-204B4.2",9,0,9,18,50,9
"CTD-2020K17.3",9,0,8,17,52.9411764705882,9
"CTD-2649C14.1",9,0,13,22,40.9090909090909,9
"CTD-3057O21.1",9,0,8,17,52.9411764705882,9
"DAO",9,0,4,13,69.2307692307692,9
"DEDD2",9,0,11,20,45,9
"DIMT1",9,1,20,30,30,10
"DOK3",9,0,2,11,81.8181818181818,9
"DUSP1",9,0,6,15,60,9
"EEF1A1",9,0,25,34,26.4705882352941,9
"EMG1",9,0,14,23,39.1304347826087,9
"ENKD1",9,0,16,25,36,9
"ESPL1",9,0,6,15,60,9
"FAM101A",9,0,27,36,25,9
"FAM43A",9,0,19,28,32.1428571428571,9
"FH",9,0,17,26,34.6153846153846,9
"FLI1",9,0,24,33,27.2727272727273,9
"FYN",9,1,24,34,26.4705882352941,10
"GJB2",9,0,14,23,39.1304347826087,9
"GLTPD1",9,0,8,17,52.9411764705882,9
"GMNN",9,1,27,37,24.3243243243243,10
"GSDMA",9,0,4,13,69.2307692307692,9
"H2AFV",9,0,9,18,50,9
"HCRT",9,0,9,18,50,9
"HERPUD1",9,0,10,19,47.3684210526316,9
"HLA-DRA",9,0,14,23,39.1304347826087,9
"HSPA1B",9,0,4,13,69.2307692307692,9
"IL1R2",9,0,7,16,56.25,9
"IL24",9,0,12,21,42.8571428571429,9
"IPO11",9,1,23,33,27.2727272727273,10
"IRF4",9,1,25,35,25.7142857142857,10
"ISY1",9,0,8,17,52.9411764705882,9
"ISY1-RAB43",9,0,8,17,52.9411764705882,9
"ITPKB-AS1",9,0,3,12,75,9
"ITPR1",9,1,12,22,40.9090909090909,10
"ITPR1-AS1",9,1,12,22,40.9090909090909,10
"ITPRIPL1",9,0,11,20,45,9
"JADE1",9,1,19,29,31.0344827586207,10
"JAK1",9,0,11,20,45,9
"JARID2",9,0,16,25,36,9
"JARID2-AS1",9,0,16,25,36,9
"KCNH4",9,0,9,18,50,9
"KIAA0430",9,0,18,27,33.3333333333333,9
"KIAA0754",9,0,14,23,39.1304347826087,9
"LCP2",9,0,5,14,64.2857142857143,9
"LEKR1",9,0,18,27,33.3333333333333,9
"LENG1",9,1,22,32,28.125,10
"LENG8",9,1,16,26,34.6153846153846,10
"LENG8-AS1",9,1,16,26,34.6153846153846,10
"LETM2",9,0,29,38,23.6842105263158,9
"LRRFIP1",9,0,5,14,64.2857142857143,9
"LSG1",9,0,17,26,34.6153846153846,9
"LSM14A",9,0,5,14,64.2857142857143,9
"MAML2",9,0,21,30,30,9
"MANF",9,0,9,18,50,9
"MCPH1",9,2,39,50,18,11
"MECR",9,0,8,17,52.9411764705882,9
"METTL22",9,0,16,25,36,9
"MGME1",9,0,15,24,37.5,9
"MIR1260B",9,0,21,30,30,9
"MIR484",9,0,17,26,34.6153846153846,9
"MIR5091",9,0,21,30,30,9
"MIRLET7G",9,0,9,18,50,9
"MMADHC",9,3,26,38,23.6842105263158,12
"MMS19",9,0,8,17,52.9411764705882,9
"MPDU1",9,0,13,22,40.9090909090909,9
"MRPS30",9,0,21,30,30,9
"MSH5",9,0,6,15,60,9
"MSMO1",9,1,43,53,16.9811320754717,10
"MTHFD2",9,0,19,28,32.1428571428571,9
"MTMR10",9,0,30,39,23.0769230769231,9
"NABP2",9,0,16,25,36,9
"NCK2",9,0,27,36,25,9
"NDE1",9,0,17,26,34.6153846153846,9
"NEU1",9,0,5,14,64.2857142857143,9
"NHLRC1",9,0,9,18,50,9
"NIFK",9,2,27,38,23.6842105263158,11
"NPTX1",9,0,9,18,50,9
"NVL",9,0,9,18,50,9
"PAPD5",9,0,18,27,33.3333333333333,9
"PDZD9",9,0,13,22,40.9090909090909,9
"PHB2",9,0,14,23,39.1304347826087,9
"PIP5KL1",9,0,2,11,81.8181818181818,9
"POU2F2",9,1,13,23,39.1304347826087,10
"PRRC2C",9,0,25,34,26.4705882352941,9
"PSMB8",9,0,11,20,45,9
"PTPN18",9,1,34,44,20.4545454545455,10
"PTPN4",9,0,21,30,30,9
"PUM2",9,1,23,33,27.2727272727273,10
"PUSL1",9,0,8,17,52.9411764705882,9
"RAPGEF2",9,0,28,37,24.3243243243243,9
"RBM12B",9,2,20,31,29.0322580645161,11
"RBM12B-AS1",9,2,20,31,29.0322580645161,11
"REG4",9,0,31,40,22.5,9
"RFT1",9,0,12,21,42.8571428571429,9
"RN7SKP259",9,1,16,26,34.6153846153846,10
"RNF130",9,0,9,18,50,9
"RNF41",9,0,16,25,36,9
"RNU4ATAC14P",9,0,22,31,29.0322580645161,9
"RNU6-1043P",9,0,11,20,45,9
"RNU6-1280P",9,0,30,39,23.0769230769231,9
"RNU6-402P",9,1,26,36,25,10
"RNU6-850P",9,0,4,13,69.2307692307692,9
"RNU7-181P",9,0,18,27,33.3333333333333,9
"RNU7-97P",9,0,5,14,64.2857142857143,9
"RP11-115C21.2",9,2,39,50,18,11
"RP11-133K1.2",9,0,18,27,33.3333333333333,9
"RP11-146F11.1",9,0,11,20,45,9
"RP11-181C3.1",9,0,29,38,23.6842105263158,9
"RP11-184A2.3",9,0,25,34,26.4705882352941,9
"RP11-199F11.2",9,0,18,27,33.3333333333333,9
"RP11-211G3.2",9,0,25,34,26.4705882352941,9
"RP11-219E7.1",9,0,17,26,34.6153846153846,9
"RP11-293M10.2",9,0,23,32,28.125,9
"RP11-403P17.2",9,0,10,19,47.3684210526316,9
"RP11-441O15.3",9,0,23,32,28.125,9
"RP11-505P4.7",9,0,25,34,26.4705882352941,9
"RP11-52J3.2",9,0,6,15,60,9
"RP11-53O19.1",9,0,21,30,30,9
"RP11-560J1.2",9,0,16,25,36,9
"RP11-620J15.1",9,0,13,22,40.9090909090909,9
"RP11-638I2.4",9,0,18,27,33.3333333333333,9
"RP11-712L6.5",9,0,23,32,28.125,9
"RP11-77H9.6",9,0,17,26,34.6153846153846,9
"RP11-79O8.1",9,3,19,31,29.0322580645161,12
"RP11-90P5.7",9,0,17,26,34.6153846153846,9
"RP4-761J14.9",9,0,9,18,50,9
"RP5-1061H20.5",9,0,18,27,33.3333333333333,9
"RP5-890O3.9",9,0,8,17,52.9411764705882,9
"RPL10P14",9,0,18,27,33.3333333333333,9
"RSBN1L",9,0,26,35,25.7142857142857,9
"RSBN1L-AS1",9,0,26,35,25.7142857142857,9
"RTN4RL2",9,1,16,26,34.6153846153846,10
"SAP30L",9,1,25,35,25.7142857142857,10
"SAP30L-AS1",9,1,25,35,25.7142857142857,10
"SAPCD1",9,0,5,14,64.2857142857143,9
"SAPCD1-AS1",9,0,5,14,64.2857142857143,9
"SART3",9,0,5,14,64.2857142857143,9
"SCARNA5",9,0,8,17,52.9411764705882,9
"SENCR",9,0,23,32,28.125,9
"SEPN1",9,0,11,20,45,9
"SFR1",9,0,18,27,33.3333333333333,9
"SFSWAP",9,0,11,20,45,9
"SH2B2",9,0,8,17,52.9411764705882,9
"SLC17A5",9,0,22,31,29.0322580645161,9
"SMG5",9,0,8,17,52.9411764705882,9
"SNHG5",9,0,33,42,21.4285714285714,9
"SNORA70.23",9,0,18,27,33.3333333333333,9
"SNORD48",9,0,4,13,69.2307692307692,9
"snoU13.106",9,0,16,25,36,9
"snoU13.124",9,0,16,25,36,9
"snoU13.271",9,0,9,18,50,9
"snoU13.375",9,0,10,19,47.3684210526316,9
"snoU13.436",9,0,16,25,36,9
"snoU13.75",9,1,29,39,23.0769230769231,10
"SNX20",9,0,14,23,39.1304347826087,9
"SNX5",9,0,16,25,36,9
"SOX15",9,0,13,22,40.9090909090909,9
"SPDYE4",9,0,17,26,34.6153846153846,9
"SRP14",9,0,13,22,40.9090909090909,9
"SRP14-AS1",9,0,13,22,40.9090909090909,9
"SSH1",9,0,4,13,69.2307692307692,9
"ST6GALNAC4",9,0,2,11,81.8181818181818,9
"SYT15",9,0,17,26,34.6153846153846,9
"SYTL2",9,0,16,25,36,9
"TAPSAR1",9,0,11,20,45,9
"TAS1R3",9,0,8,17,52.9411764705882,9
"TGFBR2",9,0,19,28,32.1428571428571,9
"THRA",9,0,8,17,52.9411764705882,9
"THRAP3",9,0,6,15,60,9
"TMC4",9,1,22,32,28.125,10
"TMED10",9,0,28,37,24.3243243243243,9
"TMEM194B",9,0,12,21,42.8571428571429,9
"TMEM79",9,0,8,17,52.9411764705882,9
"TNFRSF1B",9,0,1,10,90,9
"TSN",9,2,27,38,23.6842105263158,11
"TTC32",9,3,19,31,29.0322580645161,12
"TTC37",9,0,20,29,31.0344827586207,9
"TYW5",9,0,20,29,31.0344827586207,9
"UBTD1",9,0,8,17,52.9411764705882,9
"UPP1",9,0,15,24,37.5,9
"UXS1",9,0,17,26,34.6153846153846,9
"WBP1",9,0,12,21,42.8571428571429,9
"WDR77",9,0,13,22,40.9090909090909,9
"XRCC5",9,0,23,32,28.125,9
"XXcos-LUCA11.5",9,0,10,19,47.3684210526316,9
"YY1",9,0,18,27,33.3333333333333,9
"ZBTB2",9,0,30,39,23.0769230769231,9
"ZFAT",9,0,13,22,40.9090909090909,9
"ZNF148",9,0,13,22,40.9090909090909,9
"ZNF526",9,0,11,20,45,9
"ZPBP",9,0,20,29,31.0344827586207,9
"AC008278.2",8,0,9,17,47.0588235294118,8
"AC013394.2",8,0,14,22,36.3636363636364,8
"AC084219.4",8,5,81,94,8.51063829787234,13
"AC097721.2",8,0,19,27,29.6296296296296,8
"ACD",8,0,15,23,34.7826086956522,8
"ACTB",8,0,8,16,50,8
"ACYP1",8,0,11,19,42.1052631578947,8
"ADAMTS6",8,1,16,25,32,9
"ADH5",8,0,4,12,66.6666666666667,8
"AGAP3",8,0,14,22,36.3636363636364,8
"AGFG1",8,0,14,22,36.3636363636364,8
"AL163636.6",8,0,21,29,27.5862068965517,8
"ANG",8,0,21,29,27.5862068965517,8
"ANKRD27",8,0,11,19,42.1052631578947,8
"ANKRD33B-AS1",8,0,18,26,30.7692307692308,8
"ANKRD35",8,0,29,37,21.6216216216216,8
"ANKRD63",8,0,14,22,36.3636363636364,8
"AP000974.1",8,0,9,17,47.0588235294118,8
"APLF",8,0,21,29,27.5862068965517,8
"APOA5",8,0,12,20,40,8
"ARF5",8,1,9,18,44.4444444444444,9
"ARID5A",8,0,13,21,38.0952380952381,8
"ARPC4",8,1,20,29,27.5862068965517,9
"ARPC4-TTLL3",8,1,20,29,27.5862068965517,9
"AUH",8,0,18,26,30.7692307692308,8
"AURKA",8,0,31,39,20.5128205128205,8
"AVPI1",8,0,13,21,38.0952380952381,8
"BCL9",8,0,16,24,33.3333333333333,8
"BIN3",8,0,7,15,53.3333333333333,8
"BIRC2",8,0,19,27,29.6296296296296,8
"BPGM",8,2,20,30,26.6666666666667,10
"BRSK1",8,0,22,30,26.6666666666667,8
"C12orf29",8,2,31,41,19.5121951219512,10
"C12orf50",8,2,31,41,19.5121951219512,10
"C12orf55",8,0,15,23,34.7826086956522,8
"C15orf40",8,1,25,34,23.5294117647059,9
"C1orf194",8,0,10,18,44.4444444444444,8
"C5orf28",8,0,9,17,47.0588235294118,8
"C5orf56",8,0,12,20,40,8
"C6orf25",8,0,4,12,66.6666666666667,8
"C8orf44-SGK3",8,1,8,17,47.0588235294118,9
"CACNA1G",8,0,17,25,32,8
"CACNA1G-AS1",8,0,17,25,32,8
"CAMK2G",8,0,7,15,53.3333333333333,8
"CBX8",8,1,24,33,24.2424242424242,9
"CCAR2",8,0,10,18,44.4444444444444,8
"CCDC83",8,0,9,17,47.0588235294118,8
"CCDC88C",8,0,5,13,61.5384615384615,8
"CCND2",8,0,15,23,34.7826086956522,8
"CCND2-AS1",8,0,15,23,34.7826086956522,8
"CCND2-AS2",8,0,15,23,34.7826086956522,8
"CD2BP2",8,0,9,17,47.0588235294118,8
"CD300E",8,0,5,13,61.5384615384615,8
"CD48",8,0,18,26,30.7692307692308,8
"CD69",8,0,13,21,38.0952380952381,8
"CD79A",8,0,13,21,38.0952380952381,8
"CD9",8,0,13,21,38.0952380952381,8
"CDR2",8,0,20,28,28.5714285714286,8
"CENPK",8,1,20,29,27.5862068965517,9
"CETP",8,0,9,17,47.0588235294118,8
"CHD2",8,0,14,22,36.3636363636364,8
"CHST15",8,0,13,21,38.0952380952381,8
"CKS2",8,1,14,23,34.7826086956522,9
"CNOT8",8,1,23,32,25,9
"CNPPD1",8,1,25,34,23.5294117647059,9
"COG4",8,0,10,18,44.4444444444444,8
"COX4I1",8,1,13,22,36.3636363636364,9
"CREB3L4",8,0,10,18,44.4444444444444,8
"CSNK2B",8,0,8,16,50,8
"CSNK2B-LY6G5B",8,0,10,18,44.4444444444444,8
"CSTF1",8,0,31,39,20.5128205128205,8
"CTB-161M19.4",8,0,8,16,50,8
"CTD-2186M15.3",8,1,18,27,29.6296296296296,9
"CTD-2532N20.1",8,1,14,23,34.7826086956522,9
"CTD-2650P22.1",8,0,11,19,42.1052631578947,8
"CUL3",8,0,20,28,28.5714285714286,8
"DAD1",8,0,20,28,28.5714285714286,8
"DCPS",8,0,13,21,38.0952380952381,8
"DDAH2",8,0,4,12,66.6666666666667,8
"DDX19B",8,0,4,12,66.6666666666667,8
"DDX46",8,0,16,24,33.3333333333333,8
"DHX9",8,0,17,25,32,8
"DMXL1",8,0,8,16,50,8
"DNAJB2",8,0,16,24,33.3333333333333,8
"DTWD2",8,0,6,14,57.1428571428571,8
"EDC4",8,0,5,13,61.5384615384615,8
"EFCAB14",8,0,23,31,25.8064516129032,8
"EMC8",8,1,13,22,36.3636363636364,9
"EPN3",8,0,16,24,33.3333333333333,8
"ETV6",8,0,6,14,57.1428571428571,8
"FAM134A",8,1,25,34,23.5294117647059,9
"FAM65B",8,0,14,22,36.3636363636364,8
"FAXDC2",8,1,23,32,25,9
"FBXO4",8,0,6,14,57.1428571428571,8
"FBXO48",8,0,21,29,27.5862068965517,8
"FCAMR",8,0,15,23,34.7826086956522,8
"FGFR1OP",8,0,23,31,25.8064516129032,8
"FMNL2",8,0,21,29,27.5862068965517,8
"FNBP4",8,0,15,23,34.7826086956522,8
"FNIP2",8,0,21,29,27.5862068965517,8
"FSCN3",8,1,9,18,44.4444444444444,9
"GAB2",8,0,15,23,34.7826086956522,8
"GABARAPL2",8,0,16,24,33.3333333333333,8
"GINS2",8,0,10,18,44.4444444444444,8
"GINS3",8,0,17,25,32,8
"GOLPH3",8,1,18,27,29.6296296296296,9
"GPANK1",8,0,8,16,50,8
"GPR162",8,0,10,18,44.4444444444444,8
"GPR3",8,0,9,17,47.0588235294118,8
"GPR61",8,0,18,26,30.7692307692308,8
"HAVCR2",8,1,15,24,33.3333333333333,9
"HEBP1",8,0,15,23,34.7826086956522,8
"HGFAC",8,0,10,18,44.4444444444444,8
"HIPK2",8,1,21,30,26.6666666666667,9
"HIST1H1B",8,1,42,51,15.6862745098039,9
"HIST1H2APS4",8,2,37,47,17.0212765957447,10
"HIST1H2BI",8,2,37,47,17.0212765957447,10
"HIST1H3G",8,2,37,47,17.0212765957447,10
"HIST1H4K",8,1,41,50,16,9
"HLA-DPA1",8,0,10,18,44.4444444444444,8
"HLA-DPB1",8,0,10,18,44.4444444444444,8
"HOXB3",8,1,19,28,28.5714285714286,9
"HOXC-AS1",8,5,30,43,18.6046511627907,13
"HOXC-AS2",8,5,30,43,18.6046511627907,13
"HOXC6",8,6,30,44,18.1818181818182,14
"HOXC9",8,5,30,43,18.6046511627907,13
"HTR6",8,0,17,25,32,8
"HTR7P1",8,0,15,23,34.7826086956522,8
"HYDIN",8,0,33,41,19.5121951219512,8
"ICAM2",8,0,8,16,50,8
"IFT122",8,0,12,20,40,8
"IL1B",8,0,11,19,42.1052631578947,8
"IL1F10",8,0,6,14,57.1428571428571,8
"INTS10",8,0,20,28,28.5714285714286,8
"IRAK4",8,2,24,34,23.5294117647059,10
"IRF2BPL",8,0,11,19,42.1052631578947,8
"ITK",8,1,17,26,30.7692307692308,9
"ITPKB",8,0,4,12,66.6666666666667,8
"KIAA0907",8,0,17,25,32,8
"KIAA1324",8,0,10,18,44.4444444444444,8
"KLF14",8,1,8,17,47.0588235294118,9
"KLHL36",8,0,2,10,80,8
"KRCC1",8,0,25,33,24.2424242424242,8
"LBH",8,0,8,16,50,8
"LEPREL2",8,0,10,18,44.4444444444444,8
"LINC00842",8,0,12,20,40,8
"LPP",8,0,18,26,30.7692307692308,8
"LRIG1",8,1,25,34,23.5294117647059,9
"LRTOMT",8,0,11,19,42.1052631578947,8
"LY6G5B",8,0,10,18,44.4444444444444,8
"LY6G6C",8,0,4,12,66.6666666666667,8
"LY6G6D",8,0,4,12,66.6666666666667,8
"LYN",8,0,13,21,38.0952380952381,8
"MAP3K14-AS1",8,0,7,15,53.3333333333333,8
"MAPK6",8,0,11,19,42.1052631578947,8
"MARCH3",8,0,29,37,21.6216216216216,8
"MBD4",8,0,12,20,40,8
"MBNL1",8,0,16,24,33.3333333333333,8
"MBNL1-AS1",8,0,12,20,40,8
"MBOAT1",8,0,12,20,40,8
"MBP",8,0,4,12,66.6666666666667,8
"MED7",8,1,16,25,32,9
"MEGF6",8,0,9,17,47.0588235294118,8
"MESDC2",8,0,14,22,36.3636363636364,8
"METTL13",8,1,14,23,34.7826086956522,9
"MFN2",8,0,7,15,53.3333333333333,8
"MFSD6",8,0,14,22,36.3636363636364,8
"MINOS1",8,0,17,25,32,8
"MINOS1-NBL1",8,0,17,25,32,8
"MIR1179",8,0,16,24,33.3333333333333,8
"MIR3939",8,0,23,31,25.8064516129032,8
"MIR4522",8,0,11,19,42.1052631578947,8
"MIR5703",8,0,14,22,36.3636363636364,8
"MIR620",8,0,11,19,42.1052631578947,8
"MIR623",8,0,10,18,44.4444444444444,8
"MKLN1",8,1,30,39,20.5128205128205,9
"MLLT10",8,0,25,33,24.2424242424242,8
"MRGPRG",8,0,7,15,53.3333333333333,8
"MRGPRG-AS1",8,0,7,15,53.3333333333333,8
"MRPL51",8,0,3,11,72.7272727272727,8
"MYL12B",8,0,16,24,33.3333333333333,8
"MYLPF",8,0,15,23,34.7826086956522,8
"NACC1",8,1,5,14,57.1428571428571,9
"NEK9",8,0,27,35,22.8571428571429,8
"NHEJ1",8,0,23,31,25.8064516129032,8
"NLE1",8,0,18,26,30.7692307692308,8
"NOA1",8,0,23,31,25.8064516129032,8
"NRAS",8,0,19,27,29.6296296296296,8
"NSD1",8,0,7,15,53.3333333333333,8
"NUMA1",8,0,14,22,36.3636363636364,8
"OSGIN2",8,0,15,23,34.7826086956522,8
"PARD6A",8,0,15,23,34.7826086956522,8
"PARP12",8,1,8,17,47.0588235294118,9
"PDE7A",8,1,14,23,34.7826086956522,9
"PLIN3",8,0,2,10,80,8
"POLR1A",8,0,23,31,25.8064516129032,8
"POLR2B",8,0,24,32,25,8
"POP4",8,0,10,18,44.4444444444444,8
"PPWD1",8,1,20,29,27.5862068965517,9
"PRDM16",8,0,16,24,33.3333333333333,8
"PTCD3",8,0,23,31,25.8064516129032,8
"PTPN12",8,0,20,28,28.5714285714286,8
"PTPRN",8,0,18,26,30.7692307692308,8
"PUS7L",8,2,24,34,23.5294117647059,10
"QRICH2",8,0,10,18,44.4444444444444,8
"RBM19",8,2,24,34,23.5294117647059,10
"RFWD3",8,0,12,20,40,8
"RGS9BP",8,0,11,19,42.1052631578947,8
"RICTOR",8,0,9,17,47.0588235294118,8
"RLTPR",8,0,15,23,34.7826086956522,8
"RNASE4",8,0,21,29,27.5862068965517,8
"RNF182",8,0,10,18,44.4444444444444,8
"RNU6-1010P",8,0,30,38,21.0526315789474,8
"RNU6-1338P",8,0,24,32,25,8
"RNU6-254P",8,1,11,20,40,9
"RNU6-430P",8,0,6,14,57.1428571428571,8
"RNU6-433P",8,0,21,29,27.5862068965517,8
"RNU6-925P",8,0,15,23,34.7826086956522,8
"RNU7-57P",8,0,4,12,66.6666666666667,8
"RP1-144C9.2",8,0,9,17,47.0588235294118,8
"RP1-167A14.2",8,0,23,31,25.8064516129032,8
"RP11-133K1.1",8,0,9,17,47.0588235294118,8
"RP11-133K1.6",8,0,9,17,47.0588235294118,8
"RP11-144N1.1",8,0,12,20,40,8
"RP11-159F24.3",8,0,9,17,47.0588235294118,8
"RP11-21M24.2",8,0,20,28,28.5714285714286,8
"RP11-239H6.2",8,0,12,20,40,8
"RP11-27K13.3",8,1,16,25,32,9
"RP11-285G1.9",8,1,8,17,47.0588235294118,9
"RP11-347C12.10",8,0,9,17,47.0588235294118,8
"RP11-353N14.1",8,1,24,33,24.2424242424242,9
"RP11-363D14.1",8,0,16,24,33.3333333333333,8
"RP11-367G6.3",8,0,14,22,36.3636363636364,8
"RP11-377D9.3",8,0,15,23,34.7826086956522,8
"RP11-382A20.7",8,1,25,34,23.5294117647059,9
"RP11-382J12.1",8,1,21,30,26.6666666666667,9
"RP11-420K8.1",8,0,9,17,47.0588235294118,8
"RP11-46C24.7",8,0,5,13,61.5384615384615,8
"RP11-517H2.6",8,0,23,31,25.8064516129032,8
"RP11-67C2.2",8,0,12,20,40,8
