"","nb_enhancer_hyper","nb_enhancer_hypo","nb_enhancer_unchanged","total_enhancers","percent_hyper","DM"
"AC116366.6",5,0,9,14,35.7142857142857,5
"AC116533.1",5,0,21,26,19.2307692307692,5
"ACADSB",5,0,14,19,26.3157894736842,5
"ACAT2",5,0,20,25,20,5
"ACBD4",5,0,3,8,62.5,5
"ACTG2",5,0,16,21,23.8095238095238,5
"ACTR1A",5,0,9,14,35.7142857142857,5
"ACTR3",5,0,17,22,22.7272727272727,5
"ADAM10",5,0,19,24,20.8333333333333,5
"ADAMTSL4",5,0,11,16,31.25,5
"ADAMTSL4-AS1",5,0,11,16,31.25,5
"AK1",5,0,1,6,83.3333333333333,5
"AKAP12",5,0,10,15,33.3333333333333,5
"AL122015.1",5,0,12,17,29.4117647058824,5
"AL356356.1",5,0,11,16,31.25,5
"AL928654.1",5,0,3,8,62.5,5
"ALDH3A2",5,0,14,19,26.3157894736842,5
"ALLC",5,0,15,20,25,5
"ALOX15B",5,0,11,16,31.25,5
"ANAPC13",5,0,42,47,10.6382978723404,5
"AP000783.1",5,0,3,8,62.5,5
"AP000908.1",5,0,9,14,35.7142857142857,5
"AP001258.4",5,1,11,17,29.4117647058824,6
"AP001258.5",5,1,11,17,29.4117647058824,6
"AP001437.1",5,0,7,12,41.6666666666667,5
"AP2B1",5,0,9,14,35.7142857142857,5
"APH1B",5,0,13,18,27.7777777777778,5
"APIP",5,0,17,22,22.7272727272727,5
"APOBEC3B-AS1",5,0,4,9,55.5555555555556,5
"ARHGAP22",5,0,17,22,22.7272727272727,5
"ARHGAP27",5,0,1,6,83.3333333333333,5
"ARHGAP29",5,0,2,7,71.4285714285714,5
"ARHGAP31",5,0,12,17,29.4117647058824,5
"ARHGAP9",5,0,13,18,27.7777777777778,5
"ARID5B",5,1,19,25,20,6
"ARMC6",5,0,3,8,62.5,5
"ARPC2",5,0,11,16,31.25,5
"ASB2",5,0,5,10,50,5
"ATF2",5,0,11,16,31.25,5
"ATG13",5,1,11,17,29.4117647058824,6
"ATP13A1",5,1,25,31,16.1290322580645,6
"ATP13A4",5,0,28,33,15.1515151515152,5
"ATP1B3",5,0,10,15,33.3333333333333,5
"ATP5D",5,0,4,9,55.5555555555556,5
"ATP5E",5,0,8,13,38.4615384615385,5
"ATP6V1H",5,0,9,14,35.7142857142857,5
"ATXN1",5,0,15,20,25,5
"AVPR1B",5,0,5,10,50,5
"AXDND1",5,1,13,19,26.3157894736842,6
"B4GALNT1",5,0,3,8,62.5,5
"BAIAP2L1",5,0,6,11,45.4545454545455,5
"BARD1",5,0,22,27,18.5185185185185,5
"BAZ2A",5,1,12,18,27.7777777777778,6
"BCAN",5,0,14,19,26.3157894736842,5
"BCL2L11",5,1,8,14,35.7142857142857,6
"BCL6B",5,0,6,11,45.4545454545455,5
"BEST1",5,0,10,15,33.3333333333333,5
"BET1L",5,0,3,8,62.5,5
"BFSP1",5,0,7,12,41.6666666666667,5
"BLM",5,0,8,13,38.4615384615385,5
"BOD1",5,0,12,17,29.4117647058824,5
"BPHL",5,0,7,12,41.6666666666667,5
"BRWD1",5,0,11,16,31.25,5
"BX470187.1",5,0,4,9,55.5555555555556,5
"C10orf105",5,0,9,14,35.7142857142857,5
"C12orf5",5,0,4,9,55.5555555555556,5
"C12orf68",5,1,13,19,26.3157894736842,6
"C12orf77",5,0,4,9,55.5555555555556,5
"C14orf28",5,2,27,34,14.7058823529412,7
"C15orf48",5,1,17,23,21.7391304347826,6
"C15orf52",5,0,6,11,45.4545454545455,5
"C15orf56",5,0,8,13,38.4615384615385,5
"C16orf62",5,1,16,22,22.7272727272727,6
"C16orf98",5,0,19,24,20.8333333333333,5
"C17orf107",5,0,7,12,41.6666666666667,5
"C17orf96",5,0,5,10,50,5
"C19orf26",5,0,4,9,55.5555555555556,5
"C19orf40",5,0,4,9,55.5555555555556,5
"C1orf122",5,0,6,11,45.4545454545455,5
"C1orf145",5,1,10,16,31.25,6
"C20orf26",5,0,23,28,17.8571428571429,5
"C22orf24",5,0,5,10,50,5
"C4orf45",5,0,17,22,22.7272727272727,5
"C5orf49",5,0,18,23,21.7391304347826,5
"C5orf66",5,3,5,13,38.4615384615385,8
"C7orf33",5,0,17,22,22.7272727272727,5
"C7orf50",5,0,4,9,55.5555555555556,5
"C7orf60",5,0,16,21,23.8095238095238,5
"CA14",5,0,13,18,27.7777777777778,5
"CACYBP",5,0,9,14,35.7142857142857,5
"CAPG",5,0,13,18,27.7777777777778,5
"CASC1",5,0,3,8,62.5,5
"CASC10",5,0,19,24,20.8333333333333,5
"CBR4",5,1,19,25,20,6
"CBX5",5,0,11,16,31.25,5
"CCDC115",5,0,9,14,35.7142857142857,5
"CCDC163P",5,0,3,8,62.5,5
"CCDC182",5,0,7,12,41.6666666666667,5
"CCDC27",5,0,5,10,50,5
"CCDC42",5,0,13,18,27.7777777777778,5
"CCDC57",5,0,11,16,31.25,5
"CCDC66",5,1,11,17,29.4117647058824,6
"CCNL1",5,0,14,19,26.3157894736842,5
"CCT6B",5,0,10,15,33.3333333333333,5
"CD6",5,0,7,12,41.6666666666667,5
"CD63",5,0,7,12,41.6666666666667,5
"CD68",5,0,10,15,33.3333333333333,5
"CDCA3",5,0,9,14,35.7142857142857,5
"CDK11A",5,0,5,10,50,5
"CEND1",5,0,2,7,71.4285714285714,5
"CENPH",5,0,14,19,26.3157894736842,5
"CENPL",5,0,14,19,26.3157894736842,5
"CEP63",5,0,42,47,10.6382978723404,5
"CEP89",5,0,4,9,55.5555555555556,5
"CERS6",5,0,15,20,25,5
"CGN",5,0,20,25,20,5
"CHEK1",5,1,19,25,20,6
"CHRNB2",5,0,11,16,31.25,5
"CHRNE",5,0,7,12,41.6666666666667,5
"CIDECP",5,0,8,13,38.4615384615385,5
"CISD3",5,0,3,8,62.5,5
"CKAP2L",5,0,8,13,38.4615384615385,5
"CLDN7",5,0,15,20,25,5
"CLECL1",5,0,8,13,38.4615384615385,5
"CLN8",5,0,3,8,62.5,5
"CLRN3",5,0,20,25,20,5
"CLUHP3",5,0,12,17,29.4117647058824,5
"CLYBL",5,0,9,14,35.7142857142857,5
"CNGA3",5,0,6,11,45.4545454545455,5
"COG1",5,0,10,15,33.3333333333333,5
"COL17A1",5,0,16,21,23.8095238095238,5
"COMMD6",5,0,13,18,27.7777777777778,5
"COPS8P3",5,0,6,11,45.4545454545455,5
"CPSF2",5,0,17,22,22.7272727272727,5
"CREB1",5,0,11,16,31.25,5
"CRIM1",5,0,16,21,23.8095238095238,5
"CRNKL1",5,0,23,28,17.8571428571429,5
"CRTAM",5,0,8,13,38.4615384615385,5
"CRTC3",5,0,16,21,23.8095238095238,5
"CSAD",5,0,9,14,35.7142857142857,5
"CSNK1A1",5,0,8,13,38.4615384615385,5
"CSTF2T",5,1,6,12,41.6666666666667,6
"CSTF3",5,0,6,11,45.4545454545455,5
"CSTF3-AS1",5,0,6,11,45.4545454545455,5
"CTC-329D1.3",5,0,13,18,27.7777777777778,5
"CTC-459M5.1",5,1,7,13,38.4615384615385,6
"CTD-2140B24.4",5,1,41,47,10.6382978723404,6
"CTD-2223O18.1",5,0,11,16,31.25,5
"CTD-2313J17.1",5,0,6,11,45.4545454545455,5
"CTD-2325P2.3",5,0,20,25,20,5
"CTD-2325P2.4",5,0,15,20,25,5
"CTD-2336O2.1",5,0,3,8,62.5,5
"CTD-2358C21.4",5,0,12,17,29.4117647058824,5
"CTD-2376I20.1",5,0,8,13,38.4615384615385,5
"CTD-2562J15.6",5,0,2,7,71.4285714285714,5
"CTD-2631K10.1",5,0,17,22,22.7272727272727,5
"CTD-3080P12.3",5,0,16,21,23.8095238095238,5
"CTNNA1",5,0,7,12,41.6666666666667,5
"CTNND1",5,0,7,12,41.6666666666667,5
"CUL2",5,1,35,41,12.1951219512195,6
"CUTA",5,0,3,8,62.5,5
"CWC25",5,0,2,7,71.4285714285714,5
"CYB561A3",5,0,6,11,45.4545454545455,5
"CYFIP1",5,0,23,28,17.8571428571429,5
"DAK",5,0,6,11,45.4545454545455,5
"DARS2",5,0,14,19,26.3157894736842,5
"DCAF11",5,0,23,28,17.8571428571429,5
"DCAF8",5,0,4,9,55.5555555555556,5
"DCUN1D2",5,0,5,10,50,5
"DDB1",5,0,6,11,45.4545454545455,5
"DDIT4",5,0,8,13,38.4615384615385,5
"DEDD",5,0,8,13,38.4615384615385,5
"DEPDC4",5,2,22,29,17.2413793103448,7
"DHRS1",5,0,13,18,27.7777777777778,5
"DLD",5,0,13,18,27.7777777777778,5
"DLG2",5,0,11,16,31.25,5
"DLL1",5,0,11,16,31.25,5
"DNAJC10",5,0,22,27,18.5185185185185,5
"DOCK4",5,0,13,18,27.7777777777778,5
"DQX1",5,0,8,13,38.4615384615385,5
"DSTN",5,0,7,12,41.6666666666667,5
"DTWD1",5,0,12,17,29.4117647058824,5
"DVL1",5,0,5,10,50,5
"DYNC2H1",5,1,22,28,17.8571428571429,6
"DYRK1A",5,0,7,12,41.6666666666667,5
"DZIP3",5,0,12,17,29.4117647058824,5
"E2F3",5,0,22,27,18.5185185185185,5
"EGFL8",5,0,6,11,45.4545454545455,5
"EIF2AK1",5,0,7,12,41.6666666666667,5
"EIF4A1",5,0,10,15,33.3333333333333,5
"ELAVL3",5,0,3,8,62.5,5
"ELOVL5",5,0,15,20,25,5
"ELP5",5,0,15,20,25,5
"EMILIN2",5,0,5,10,50,5
"EML3",5,0,11,16,31.25,5
"EML4",5,0,21,26,19.2307692307692,5
"EMP1",5,0,11,16,31.25,5
"ENTPD3-AS1",5,0,23,28,17.8571428571429,5
"EP400",5,0,3,8,62.5,5
"EPC1",5,0,10,15,33.3333333333333,5
"EPS8L3",5,0,8,13,38.4615384615385,5
"ERCC3",5,1,13,19,26.3157894736842,6
"ESRP2",5,0,8,13,38.4615384615385,5
"ETS2",5,0,9,14,35.7142857142857,5
"EXOSC6",5,0,2,7,71.4285714285714,5
"EZH2",5,0,21,26,19.2307692307692,5
"FAF1",5,0,8,13,38.4615384615385,5
"FAF2",5,0,7,12,41.6666666666667,5
"FAM103A1",5,1,20,26,19.2307692307692,6
"FAM107A",5,0,11,16,31.25,5
"FAM111A",5,1,11,17,29.4117647058824,6
"FAM120B",5,0,11,16,31.25,5
"FAM133B",5,0,6,11,45.4545454545455,5
"FAM174B",5,0,6,11,45.4545454545455,5
"FAM208B",5,0,11,16,31.25,5
"FAM219B",5,0,9,14,35.7142857142857,5
"FAM227B",5,0,12,17,29.4117647058824,5
"FAM229B",5,0,11,16,31.25,5
"FAM49A",5,0,8,13,38.4615384615385,5
"FAM83F",5,0,7,12,41.6666666666667,5
"FANCD2",5,0,8,13,38.4615384615385,5
"FANK1",5,1,31,37,13.5135135135135,6
"FASTK",5,0,12,17,29.4117647058824,5
"FBRS",5,0,8,13,38.4615384615385,5
"FBXL18",5,0,7,12,41.6666666666667,5
"FBXL19",5,0,11,16,31.25,5
"FBXL19-AS1",5,0,11,16,31.25,5
"FBXO36",5,0,12,17,29.4117647058824,5
"FBXW2",5,0,7,12,41.6666666666667,5
"FDX1",5,0,9,14,35.7142857142857,5
"FGF11",5,0,14,19,26.3157894736842,5
"FHAD1",5,0,8,13,38.4615384615385,5
"FKBPL",5,0,6,11,45.4545454545455,5
"FLOT1",5,0,13,18,27.7777777777778,5
"FMOD",5,0,12,17,29.4117647058824,5
"FOXN2",5,0,13,18,27.7777777777778,5
"FPR3",5,1,22,28,17.8571428571429,6
"FSCN1",5,0,7,12,41.6666666666667,5
"FTSJ3",5,0,8,13,38.4615384615385,5
"GAK",5,0,7,12,41.6666666666667,5
"GALC",5,3,33,41,12.1951219512195,8
"GANAB",5,0,4,9,55.5555555555556,5
"GATAD2A",5,0,3,8,62.5,5
"GATM",5,1,19,25,20,6
"GBE1",5,0,11,16,31.25,5
"GCC1",5,0,2,7,71.4285714285714,5
"GDF11",5,0,7,12,41.6666666666667,5
"GEMIN5",5,0,15,20,25,5
"GGCT",5,0,8,13,38.4615384615385,5
"GHRLOS",5,0,12,17,29.4117647058824,5
"GJA8",5,0,11,16,31.25,5
"GLB1L2",5,0,15,20,25,5
"GLCCI1",5,0,20,25,20,5
"GLI1",5,0,11,16,31.25,5
"GLOD4",5,0,14,19,26.3157894736842,5
"GNAI3",5,0,12,17,29.4117647058824,5
"GNB5",5,0,15,20,25,5
"GOLT1A",5,0,11,16,31.25,5
"GORASP2",5,0,5,10,50,5
"GOT1",5,0,20,25,20,5
"GPD2",5,0,14,19,26.3157894736842,5
"GPR160",5,0,8,13,38.4615384615385,5
"GPR18",5,0,18,23,21.7391304347826,5
"GPR183",5,0,9,14,35.7142857142857,5
"GPR84",5,1,20,26,19.2307692307692,6
"GPR98",5,1,26,32,15.625,6
"GPS2",5,0,18,23,21.7391304347826,5
"GRB10",5,0,10,15,33.3333333333333,5
"GSG1L",5,2,19,26,19.2307692307692,7
"GSK3B",5,0,14,19,26.3157894736842,5
"GTF2E2",5,1,11,17,29.4117647058824,6
"GTF2IRD1",5,0,7,12,41.6666666666667,5
"GUF1",5,0,12,17,29.4117647058824,5
"H2AFX",5,0,15,20,25,5
"HAND1",5,2,47,54,9.25925925925926,7
"HAPLN2",5,0,16,21,23.8095238095238,5
"HARBI1",5,1,11,17,29.4117647058824,6
"HAUS3",5,0,8,13,38.4615384615385,5
"HCG23",5,0,9,14,35.7142857142857,5
"HEATR2",5,0,5,10,50,5
"HELQ",5,0,13,18,27.7777777777778,5
"HEXIM1",5,0,3,8,62.5,5
"HEXIM2",5,0,7,12,41.6666666666667,5
"HIST1H1PS1",5,2,28,35,14.2857142857143,7
"HIST1H2AB",5,1,26,32,15.625,6
"HIST1H2AH",5,2,36,43,11.6279069767442,7
"HIST1H2BK",5,2,36,43,11.6279069767442,7
"HIST1H3B",5,2,23,30,16.6666666666667,7
"HIST1H4D",5,2,28,35,14.2857142857143,7
"HIST1H4J",5,1,31,37,13.5135135135135,6
"HIST2H2AA3",5,0,22,27,18.5185185185185,5
"HIST2H2BD",5,0,22,27,18.5185185185185,5
"HIST4H4",5,0,7,12,41.6666666666667,5
"HIVEP1",5,0,18,23,21.7391304347826,5
"HMBS",5,0,15,20,25,5
"HMGB2P1",5,0,1,6,83.3333333333333,5
"HMGN1",5,0,12,17,29.4117647058824,5
"HN1",5,0,4,9,55.5555555555556,5
"HNRNPA1",5,0,11,16,31.25,5
"HNRNPC",5,0,6,11,45.4545454545455,5
"HOMER2",5,1,20,26,19.2307692307692,6
"HOXB6",5,0,13,18,27.7777777777778,5
"HRH3",5,0,3,8,62.5,5
"HS6ST1",5,0,9,14,35.7142857142857,5
"HSDL1",5,0,9,14,35.7142857142857,5
"HSPA9",5,0,12,17,29.4117647058824,5
"ICK",5,0,22,27,18.5185185185185,5
"ID3",5,0,4,9,55.5555555555556,5
"IER3",5,0,13,18,27.7777777777778,5
"IER5L",5,0,13,18,27.7777777777778,5
"IGFBPL1",5,0,5,10,50,5
"IGSF8",5,0,12,17,29.4117647058824,5
"IKZF5",5,0,14,19,26.3157894736842,5
"IL10",5,0,6,11,45.4545454545455,5
"IL18BP",5,0,1,6,83.3333333333333,5
"IL2RA",5,0,7,12,41.6666666666667,5
"IMP4",5,0,9,14,35.7142857142857,5
"INHBE",5,0,11,16,31.25,5
"IPO8",5,1,12,18,27.7777777777778,6
"IPO9",5,0,9,14,35.7142857142857,5
"IPO9-AS1",5,0,9,14,35.7142857142857,5
"ITGB7",5,0,9,14,35.7142857142857,5
"JAM3",5,0,16,21,23.8095238095238,5
"KAT6B",5,0,9,14,35.7142857142857,5
"KB-1043D8.6",5,0,5,10,50,5
"KB-1980E6.2",5,0,4,9,55.5555555555556,5
"KB-431C1.4",5,0,4,9,55.5555555555556,5
"KCNQ1",5,0,0,5,100,5
"KCNQ1-AS1",5,0,7,12,41.6666666666667,5
"KDM3B",5,0,9,14,35.7142857142857,5
"KDM8",5,0,7,12,41.6666666666667,5
"KIAA0319L",5,0,7,12,41.6666666666667,5
"KIAA0513",5,0,8,13,38.4615384615385,5
"KIAA1279",5,1,4,10,50,6
"KIAA1524",5,0,12,17,29.4117647058824,5
"KIAA1551",5,0,8,13,38.4615384615385,5
"KIAA1731",5,0,4,9,55.5555555555556,5
"KIF26A",5,0,11,16,31.25,5
"KIRREL",5,0,8,13,38.4615384615385,5
"KLF10",5,0,11,16,31.25,5
"KLF2",5,0,2,7,71.4285714285714,5
"KLF7",5,0,20,25,20,5
"KMO",5,0,4,9,55.5555555555556,5
"KRT12",5,0,12,17,29.4117647058824,5
"KRT18P34",5,0,14,19,26.3157894736842,5
"KRT20",5,0,15,20,25,5
"KRT23",5,0,14,19,26.3157894736842,5
"KRT71",5,0,14,19,26.3157894736842,5
"KRT84",5,0,13,18,27.7777777777778,5
"LARS2-AS1",5,0,12,17,29.4117647058824,5
"LCORL",5,0,19,24,20.8333333333333,5
"LEFTY2",5,0,13,18,27.7777777777778,5
"LEPRE1",5,0,4,9,55.5555555555556,5
"LHX1",5,3,25,33,15.1515151515152,8
"LIG3",5,0,10,15,33.3333333333333,5
"LIME1",5,0,6,11,45.4545454545455,5
"LINC01057",5,0,11,16,31.25,5
"LINC01137",5,0,6,11,45.4545454545455,5
"LLGL1",5,0,6,11,45.4545454545455,5
"LMNB1",5,1,25,31,16.1290322580645,6
"LRP1",5,0,13,18,27.7777777777778,5
"LRPPRC",5,0,9,14,35.7142857142857,5
"LRRC23",5,0,13,18,27.7777777777778,5
"LRRC31",5,0,4,9,55.5555555555556,5
"LRRC3C",5,0,3,8,62.5,5
"LRRK1",5,0,11,16,31.25,5
"LXN",5,0,7,12,41.6666666666667,5
"LYRM5",5,0,3,8,62.5,5
"LYRM9",5,0,16,21,23.8095238095238,5
"LYSMD3",5,1,26,32,15.625,6
"MAML1",5,0,2,7,71.4285714285714,5
"MAP2K3",5,0,9,14,35.7142857142857,5
"MAP4K4",5,0,9,14,35.7142857142857,5
"MAT2B",5,0,13,18,27.7777777777778,5
"MAZ",5,0,11,16,31.25,5
"MB21D2",5,0,8,13,38.4615384615385,5
"MCF2L",5,0,8,13,38.4615384615385,5
"MCF2L-AS1",5,0,5,10,50,5
"MCM3",5,0,16,21,23.8095238095238,5
"MCM4",5,0,9,14,35.7142857142857,5
"MED10",5,0,22,27,18.5185185185185,5
"MED28P1",5,1,4,10,50,6
"MED9",5,0,2,7,71.4285714285714,5
"MFSD1",5,0,4,9,55.5555555555556,5
"MFSD5",5,0,5,10,50,5
"MICU2",5,1,25,31,16.1290322580645,6
"MIDN",5,0,4,9,55.5555555555556,5
"MINK1",5,0,8,13,38.4615384615385,5
"MIR1236",5,0,1,6,83.3333333333333,5
"MIR127",5,0,6,11,45.4545454545455,5
"MIR1288",5,0,4,9,55.5555555555556,5
"MIR1289",5,0,7,12,41.6666666666667,5
"MIR129",5,0,29,34,14.7058823529412,5
"MIR136",5,0,6,11,45.4545454545455,5
"MIR1915",5,0,19,24,20.8333333333333,5
"MIR3143",5,2,36,43,11.6279069767442,7
"MIR337",5,0,6,11,45.4545454545455,5
"MIR4257",5,0,11,16,31.25,5
"MIR431",5,0,6,11,45.4545454545455,5
"MIR432",5,0,6,11,45.4545454545455,5
"MIR433",5,0,6,11,45.4545454545455,5
"MIR4646",5,0,5,10,50,5
"MIR4781",5,0,7,12,41.6666666666667,5
"MIR493",5,0,6,11,45.4545454545455,5
"MIR550A1",5,0,9,14,35.7142857142857,5
"MIR635",5,0,4,9,55.5555555555556,5
"MIR665",5,0,6,11,45.4545454545455,5
"MIR933",5,0,11,16,31.25,5
"MIR936",5,0,14,19,26.3157894736842,5
"MKNK1",5,0,4,9,55.5555555555556,5
"MMACHC",5,0,3,8,62.5,5
"MOB3C",5,0,4,9,55.5555555555556,5
"MOGAT2",5,0,8,13,38.4615384615385,5
"MPC1",5,0,18,23,21.7391304347826,5
"MPLKIP",5,0,11,16,31.25,5
"MRPL44",5,0,8,13,38.4615384615385,5
"MRPS18C",5,0,13,18,27.7777777777778,5
"MRPS23",5,0,6,11,45.4545454545455,5
"MRVI1-AS1",5,0,8,13,38.4615384615385,5
"MSI2",5,0,9,14,35.7142857142857,5
"MTA2",5,0,11,16,31.25,5
"MTF1",5,0,11,16,31.25,5
"MXRA8",5,0,5,10,50,5
"MYEOV",5,0,6,11,45.4545454545455,5
"MYNN",5,0,5,10,50,5
"MYO1E",5,0,19,24,20.8333333333333,5
"N4BP2L2",5,0,10,15,33.3333333333333,5
"NCAPG2",5,0,13,18,27.7777777777778,5
"NCDN",5,0,7,12,41.6666666666667,5
"NCOA5",5,0,9,14,35.7142857142857,5
"NCOR1",5,0,10,15,33.3333333333333,5
"NDUFB1",5,0,17,22,22.7272727272727,5
"NDUFB8P2",5,0,5,10,50,5
"NECAP2",5,0,3,8,62.5,5
"NEDD8-MDP1",5,0,16,21,23.8095238095238,5
"NEK2",5,0,5,10,50,5
"NEK7",5,1,3,9,55.5555555555556,6
"NFE2L2",5,0,19,24,20.8333333333333,5
"NGRN",5,0,10,15,33.3333333333333,5
"NIPAL3",5,0,8,13,38.4615384615385,5
"NOP9",5,0,14,19,26.3157894736842,5
"NPL",5,0,14,19,26.3157894736842,5
"NUMB",5,0,10,15,33.3333333333333,5
"NUP85",5,0,3,8,62.5,5
"OGFR",5,0,4,9,55.5555555555556,5
"OGFR-AS1",5,0,4,9,55.5555555555556,5
"OPA1",5,0,28,33,15.1515151515152,5
"OR13A1",5,0,7,12,41.6666666666667,5
"OR2T1",5,0,5,10,50,5
"OR5B21",5,1,12,18,27.7777777777778,6
"OXCT1",5,0,6,11,45.4545454545455,5
"OXCT1-AS1",5,0,6,11,45.4545454545455,5
"OXR1",5,0,5,10,50,5
"PA2G4",5,1,15,21,23.8095238095238,6
"PAICS",5,0,10,15,33.3333333333333,5
"PAK4",5,0,8,13,38.4615384615385,5
"PARP11",5,0,6,11,45.4545454545455,5
"PC",5,0,5,10,50,5
"PCBP2",5,0,1,6,83.3333333333333,5
"PCDHB10",5,2,10,17,29.4117647058824,7
"PCDHB9",5,2,10,17,29.4117647058824,7
"PCDHGA2",5,1,7,13,38.4615384615385,6
"PCDHGA7",5,4,7,16,31.25,9
"PCDHGB1",5,4,8,17,29.4117647058824,9
"PCMTD1",5,1,13,19,26.3157894736842,6
"PDIA6",5,0,15,20,25,5
"PEX12",5,0,9,14,35.7142857142857,5
"PEX19",5,0,9,14,35.7142857142857,5
"PGBD2",5,0,4,9,55.5555555555556,5
"PGM2",5,0,7,12,41.6666666666667,5
"PGS1",5,0,5,10,50,5
"PHF1",5,0,3,8,62.5,5
"PHGR1",5,0,6,11,45.4545454545455,5
"PIANP",5,0,6,11,45.4545454545455,5
"PICK1",5,0,8,13,38.4615384615385,5
"PIDD",5,0,3,8,62.5,5
"PIGC",5,0,6,11,45.4545454545455,5
"PIGO",5,0,5,10,50,5
"PITX1",5,3,5,13,38.4615384615385,8
"PKN2",5,1,9,15,33.3333333333333,6
"PLA2G15",5,0,8,13,38.4615384615385,5
"PLB1",5,0,4,9,55.5555555555556,5
"PLCD3",5,0,3,8,62.5,5
"PLCG1",5,0,8,13,38.4615384615385,5
"PLEKHG3",5,0,6,11,45.4545454545455,5
"PLEKHH2",5,0,4,9,55.5555555555556,5
"PLEKHM3",5,0,10,15,33.3333333333333,5
"PMF1",5,0,5,10,50,5
"PMF1-BGLAP",5,0,5,10,50,5
"POLM",5,0,13,18,27.7777777777778,5
"POLN",5,0,8,13,38.4615384615385,5
"POLR3C",5,0,13,18,27.7777777777778,5
"PPAPDC1B",5,0,27,32,15.625,5
"PPAT",5,0,10,15,33.3333333333333,5
"PPIG",5,0,9,14,35.7142857142857,5
"PPM1L",5,0,9,14,35.7142857142857,5
"PPP1R21",5,0,11,16,31.25,5
"PPP2CB",5,0,5,10,50,5
"PPP3R1",5,0,7,12,41.6666666666667,5
"PPT2",5,0,6,11,45.4545454545455,5
"PPT2-EGFL8",5,0,6,11,45.4545454545455,5
"PRDM11",5,0,9,14,35.7142857142857,5
"PRG2",5,0,9,14,35.7142857142857,5
"PRKAR1B",5,0,5,10,50,5
"PRKDC",5,0,9,14,35.7142857142857,5
"PRKRIR",5,0,4,9,55.5555555555556,5
"PRMT2",5,0,4,9,55.5555555555556,5
"PRMT3",5,4,14,23,21.7391304347826,9
"PRR13",5,0,1,6,83.3333333333333,5
"PRR14",5,0,9,14,35.7142857142857,5
"PRR5L",5,0,8,13,38.4615384615385,5
"PRRT1",5,0,6,11,45.4545454545455,5
"PRSS36",5,0,20,25,20,5
"PSMA7",5,0,6,11,45.4545454545455,5
"PSMB4",5,0,9,14,35.7142857142857,5
"PSMC5",5,0,8,13,38.4615384615385,5
"PSMD13",5,0,4,9,55.5555555555556,5
"PSMD6-AS2",5,0,17,22,22.7272727272727,5
"PSME2",5,0,17,22,22.7272727272727,5
"PTPRE",5,0,19,24,20.8333333333333,5
"PTPRS",5,0,2,7,71.4285714285714,5
"PUM1",5,0,7,12,41.6666666666667,5
"PUS1",5,0,3,8,62.5,5
"PXDC1",5,0,8,13,38.4615384615385,5
"PYCARD",5,0,19,24,20.8333333333333,5
"PYCR2",5,0,13,18,27.7777777777778,5
"R3HCC1L",5,0,5,10,50,5
"RAB11A",5,0,9,14,35.7142857142857,5
"RAB35",5,0,10,15,33.3333333333333,5
"RABGGTB",5,1,17,23,21.7391304347826,6
"RALGPS2",5,0,22,27,18.5185185185185,5
"RANBP10",5,0,5,10,50,5
"RARRES1",5,0,4,9,55.5555555555556,5
"RASGRP1",5,0,12,17,29.4117647058824,5
"RASSF1",5,0,5,10,50,5
"RBL2",5,0,16,21,23.8095238095238,5
"RBM26",5,2,19,26,19.2307692307692,7
"RBM26-AS1",5,2,19,26,19.2307692307692,7
"RBM45",5,0,6,11,45.4545454545455,5
"RBM47",5,0,6,11,45.4545454545455,5
"RBMS1",5,0,17,22,22.7272727272727,5
"RCAN3",5,0,5,10,50,5
"RCC2",5,0,5,10,50,5
"RDH10",5,2,13,20,25,7
"RDH5",5,0,7,12,41.6666666666667,5
"RFC3",5,0,16,21,23.8095238095238,5
"RFFL",5,0,7,12,41.6666666666667,5
"RGS1",5,0,3,8,62.5,5
"RGS2",5,0,8,13,38.4615384615385,5
"RIC8A",5,0,3,8,62.5,5
"RMI2",5,0,18,23,21.7391304347826,5
"RN7SL374P",5,1,13,19,26.3157894736842,6
"RN7SL440P",5,0,2,7,71.4285714285714,5
"RN7SL473P",5,0,11,16,31.25,5
"RN7SL600P",5,0,11,16,31.25,5
"RN7SL784P",5,0,7,12,41.6666666666667,5
"RN7SL805P",5,0,2,7,71.4285714285714,5
"RNA5SP392",5,0,6,11,45.4545454545455,5
"RNA5SP440",5,0,3,8,62.5,5
"RNASE13",5,0,7,12,41.6666666666667,5
"RNASET2",5,0,19,24,20.8333333333333,5
"RNF115",5,0,13,18,27.7777777777778,5
"RNF121",5,0,2,7,71.4285714285714,5
"RNF141",5,0,8,13,38.4615384615385,5
"RNF149",5,0,13,18,27.7777777777778,5
"RNF157",5,0,6,11,45.4545454545455,5
"RNMTL1",5,0,14,19,26.3157894736842,5
"RNU1-109P",5,0,5,10,50,5
"RNU1-73P",5,0,13,18,27.7777777777778,5
"RNU1-91P",5,0,8,13,38.4615384615385,5
"RNU4-28P",5,0,11,16,31.25,5
"RNU6-1083P",5,0,6,11,45.4545454545455,5
"RNU6-1107P",5,0,18,23,21.7391304347826,5
"RNU6-1123P",5,0,5,10,50,5
"RNU6-213P",5,0,13,18,27.7777777777778,5
"RNU6-242P",5,0,7,12,41.6666666666667,5
"RNU6-252P",5,0,4,9,55.5555555555556,5
"RNU6-308P",5,0,2,7,71.4285714285714,5
"RNU6-311P",5,0,6,11,45.4545454545455,5
"RNU6-346P",5,1,3,9,55.5555555555556,6
